Name,Description,Model,Predictions
Cell Viability Counterscreen for the SARS-CoV2 Protease Inhibitor Assay,"Secondary assay for A00461: the identification of off target hits from the SARS-CoV2 papain-like protease assay using luminescence viability assay.
Purpose
Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the PLpro, alleviate some immune system dampening. This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the PLpro primary cell based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using doxorubicin as a known cytotoxic agent (high control) vs cells treated with vehicle only (low control).
Protocol
Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux. 
Readout
CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. Doxorubicin treated cells (high control).
Detection Method
luminescence 
Detection Reagents
CellTiter-Glo (Promega)
Components
HEK293T cells, plasmids expressing SARS-CoV2-PLpro, Split Firefly luciferase reporter containing SARS-CoV2 PLpro cleavage target peptide
Drug Concetration
5nL at 10mM",gpt-3.5-turbo,Drug discovery   Molecular biology    Virology
SARS-CoV2 Entry Inhibitor,"Identification of SARS-CoV2 spike mediated inhibitors by luminescence assay.
Purpose
Entry of coronaviruses requires the sequential functions of two subunits of spike protein (S), S1 and S2 on the viral surface. S1 subunit or more precisely a smaller domain in this region called receptor binding domain (RBD) is primarily responsible for binding to functional receptors on target cells. S2 subunit facilitates the fusion of cell membrane with viral membrane, and its efficiency is determined by priming steps by cellular proteases as well as following conformational change. SARS2-CoV, the same as SARS-CoV, uses angiotensin-converting enzyme 2 (ACE2) as a functional receptor for entry. Cleavage of S2’ site in S2 subunit by a serine protease named TMPRSS2 demonstrated a priming function and leads to a more efficient entry mediated by SARS2-CoV S. Therefore, inhibitors that either block the interaction of S1 or RBD with cellular receptors or the fusion mediated by S2 domain could inhibit entry of the virus.
This 1536 well assay will identify inhibitors of the S-mediated entry by monitoring the decrease in a firefly luciferase-based reporter delivered by a pseudotyped viral system. The luminescence signal is dependent on entry efficiency mediated by S, therefore a decrease in signal will indicate inhibition. 
Protocol
Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  HEK293 ACE2 expressing cells will be seeded at 2000 cells in 2.5uL of media into each well containing compounds and controls. After 1 hour incubation the pseudo virus particles will be seeded at 2.5uL/well in complete media. After 48 hour incubation, 5 uL of One Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux. 
Readout
One Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on Fluc signal from cells plus media plus DMSO (positive) vs. cells plus MLV-SARS2-S Fmut virus infection +DMSO (negative). 
Detection Method
luminescence 
Detection Reagents
One Glo (Promega)
Components
HEK293T-hACE2 cells, Furin-mutated SARS2-S pseudotyped MLV virus
Drug Concetration
5nL at 10mM",gpt-3.5-turbo,Virology    Immunology    Drug discovery
hPSC-derived lung organoid to screen for anti-SARS-CoV-2 drugs,"hPSC-derived lung organoids were used to screen for anti-SARS-CoV-2 drugs
Purpose
hPSC-derived lung organoids will be plated on pre-spotted wells and infected with SARS-CoV-2 entry virus. At 24 hpi, the cells will be lysed and analyzed for fluorescence signal.
Protocol
Plate 10K cells hPSC-derived colon organoids per well.
16 hours late, SARS-CoV-2 entry virus will be added at MOI=0.01. 
24 hpi, the cells will be lysed and analyzed for fluorescence signals.
Readout
fluorescence signal
Detection Method
fluorescence
Detection Reagents
Fluorescence signal
Components
Human
Drug Concetration
40 uL",gpt-3.5-turbo,Biotechnology   Computational biology   Drug discovery
SARS-CoV-2 viral entry,"High throughput screen using human pluripotent stem cell-derived colonic organoids to identify the small molecules blocking SARS-CoV-2 viral entry. 
Purpose
hPSC-derived colon organoids will be plated on pre-spotted wells and infected with SARS-CoV-2 entry virus. At 24 hpi, the cells will be lysed and analyzed for luciferase signals.
Protocol
Plate 10K cells hPSC-derived colon organoids per well.
16 hours late, SARS-CoV-2 entry virus will be added at MOI=0.01. 
24 hpi, the cells will be lysed and analyzed for luciferase signals.
Readout
Luciferase signal
Detection Method
luminescence
Detection Reagents
Luciferase substrate
Components
Human
Drug Concetration
40 uL",gpt-3.5-turbo,Drug discovery\tVirology\tHigh throughput screening
Cell Viability Counterscreen for the SARS-CoV2 3CLpro Protease Inhibitor Assay,"Secondary assay for the identification of off target hits from the SARS-CoV2 3CLpro protease assay using luminescence viability assay.
Purpose
Replication of coronaviruses, including the novel virus SARS-CoV2, requires the processing of two polyproteins by 2 virally encoded proteases. The chymotrypsin-like, 3CL protease cleaves the polyprotein at 11 distinct sites, while the papain-like protease (PLpro) cleaves the polyprotein at 3 sites and also cleaves ubiquitin and ISG15 form target proteins for innate immune evasion. Inhibitors that block either protease could inhibit replication of the virus, and in the case of the 3CLpro, alleviate some immune system dampening. This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the 3CLpro primary cell based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using no cells (high control) vs cells treated with vehicle only (low control). 
Protocol
Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2500 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux. 
Readout
CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. no cells (high control).
Detection Method
luminescence 
Detection Reagents
CellTiter-Glo (Promega)
Components
HEK293T cells, plasmids expressing SARS-CoV2-3CLpro, Split Firefly luciferase reporter containing SARS-CoV2 3CLpro cleavage target peptide
Drug Concetration
5nL at 10mM",gpt-3.5-turbo,Biochemistry\tBiomedical science\tDrug discovery
COVID-19 S-protein-ACE2 interaction HTRF Assay Counterscreen,"Secondary screen for biochemical assay on recombinant protein-protein interaction. Interaction is quantified by an increase in HTRF signal. Anti-mouse Fc-protein is labelled with alexafluor647 and ACE2-mouse Fc fusion protein is labelled with terbium chelate
Purpose
This assay serves as a counterscreen to the S-ACE assay. It is unlikely that specific inhibitors of the SPIKE-ACE2 interaction would also inhibit the interaction between an antibody to mouse-Fc and ACE2-mouseFc fusion protien
Protocol
Plates are received pre spotted with compound (75 nL). Using a multidrop 15 uL of premixed proteins in assay buffer (50 mM Tris, 150 mM NaCl, 1 mM EDTA, 0.05% (v/v) tween) is dispensed to all wells (bar +ve control for inhibition, in which premixed proteins + excess of unlabeled protein is dispensed), and incubated overnight at RT to equilibrate. Fluorescence is determined using a Pherastar FSX plate reader.
Readout
Fluorescence of a HTRF fluorophore pair (e.g. Terbium and Alexafluor 657/488), where increased HTRF is correlated with protein binding. This is normalized to percentage inhibition by comparison to a 100% inhibition control (excess ACE2) and 0% inhibition control (vehicle treatment)
Detection Method
fluorescence â€“ htrf filter set & protocol
Detection Reagents
HTRF pair
Components
Assay Premix (COVID-19 S-protein, ACE2 (+excess unlabeled ACE2 for +ve control))
Drug Concetration
75 nL",gpt-3.5-turbo,"Biochemistry	Molecular interactions, pathways and networks	Proteomics"
Development of preclinical candidates for the treatment of NTM disease,"In vitro high-throughput phenotypic screen to identify small molecule inhibitors with activity against both Mycobacterium abscessus and Mycobacterium avium species, ideally also active against Mycobacterium tuberculosis.
Purpose
This is an in vitro high-throughput phenotypic screen to identify new orally bioavailable preclinical development candidate compounds for the treatment of non-tuberculous mycobacteria (NTM) lung disease caused by both Mycobacterium abscessus and Mycobacterium avium species. NTM are diverse and ubiquitous in the environment and are increasingly being identified globally in association with serious, usually opportunistic, infections in humans. M. abscessus, one of the most commonly identified NTM species responsible for severe respiratory, skin and mucosal infections in humans, is intrinsically resistant to available antibiotics, underscoring the need to identify novel therapeutic strategies for the treatment of NTM lung disease.
Protocol
Mid-log (OD600 = 0.4-0.6) cultures of M. abscessus Bamboo and M. avium 11 grown in Middlebrook 7H9 liquid medium are diluted to OD600 = 0.05 prior to incubation in the presence of the compounds at 37Â°C with shaking at 110 rpm for 3 and 4 days, respectively. Following incubation, percentage growth inhibition is calculated by normalization to Day 0 data and DMSO negative controls as reference. Compounds displaying >85% growth inhibition against both M. abscessus Bamboo and M. avium 11 species are followed up in secondary dose-response screens to identify those with the most potent activity against both organisms. Following selection of the most promising candidate compounds, carried out in consultation with Calibr, further in vitro and in vivo characterization is carried out to facilitate target deconvolution and to determine efficacy in the mouse model of NTM infection. 
Readout
Read out will measure cell growth as a function of absorbance at OD600; data are normalized to the DMSO carrier in the absence of compound.
Detection Method
absorbance measured at od600; clarithromycin is used as a positive control; dmso is the negative control, used for normalization of bacterial cell growth.
Components
M. abscessus Bamboo; M. avium 11
Drug Concetration
40nL for 20uL assay volume at 20 Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Microbiology	Drug development
Secondary assay counterscreen for SARS-CoV2 spike-mediated entry Inhibitor assay using CellTiter-Glo,"Secondary assay for the identification of off target hits from the SARS-CoV2 entry assay using luminescence viability assay.
Purpose
Entry of coronaviruses requires the sequential functions of two subunits of spike protein (S), S1 and S2 on the viral surface. S1 subunit or more precisely a smaller domain in this region called receptor binding domain (RBD) is primarily responsible for binding to functional receptors on target cells. S2 subunit facilitates the fusion of cell membrane with viral membrane, and its efficiency is determined by priming steps by cellular proteases as well as following conformational change. SARS-CoV-2, the same as SARS-CoV, uses angiotensin-converting enzyme 2 (ACE2) as a functional receptor for entry. Cleavage of S2’ site in S2 subunit by proteases, such as a serine protease named TMPRSS2, demonstrates a priming function and leads to a more efficient entry mediated by SARS-CoV-2 S. Therefore, inhibitors that either block the interaction of S1 or RBD with cellular receptors or the fusion mediated by S2 domain could inhibit entry of the virus.
This secondary assay (1536 well format) will identify off target activity of the inhibitors identified as part of the SARS-CoV-2 primary cell-based assay by monitoring the decrease in a firefly luciferase-based activity. The luminescence signal is dependent on the amount of ATP available in metabolically active HEK293 cells, therefore a decrease in signal will indicate a reduction in cell viability. This assay is controlled using no cells as the (high control) vs cells treated with vehicle only (low control).
Protocol
Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  Cells will be transfected with protease, reporter, and control constructs prior to use and 2000 cells in 5uL of media will be plated into each well containing compounds and controls. After 48 hour incubation, 5 uL of CellTiter-Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux. 
Readout
CellTiter-Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on DMSO treated HEK cells Fluc signal (low control) vs. no cells (high control).
Detection Method
luminescence 
Detection Reagents
CellTiter-Glo (Promega)
Components
HEK293T-hACE2 cells
Drug Concetration
5nL at 10mM",gpt-3.5-turbo,Biochemistry	Molecular biology	Biotechnology
VSV-G Counterscreen for the SARS-CoV2 Entry Inhibitor Assay,"Secondary assay using the VSV-G pseudoparticles for the Identification of off-target SARS-CoV2 spike mediated inhibitors by luminescence assay.
Purpose
Entry of coronaviruses requires the sequential functions of two subunits of spike protein (S), S1 and S2 on the viral surface. S1 subunit or more precisely a smaller domain in this region called receptor binding domain (RBD) is primarily responsible for binding to functional receptors on target cells. S2 subunit facilitates the fusion of cell membrane with viral membrane, and its efficiency is determined by priming steps by cellular proteases as well as following conformational change. SARS-CoV-2, the same as SARS-CoV, uses angiotensin-converting enzyme 2 (ACE2) as a functional receptor for entry. Cleavage of S2’ site in S2 subunit by proteases, such as a serine protease named TMPRSS2, demonstrates a priming function and leads to a more efficient entry mediated by SARS-CoV-2 S. Therefore, inhibitors that either block the interaction of S1 or RBD with cellular receptors or the fusion mediated by S2 domain could inhibit entry of the virus.
In this 1536 well assay the SARS RBD was swapped out for VSV-G which will non-specifically infect any cell. Using this approach, we will identify inhibitors of non-specific entry by monitoring the decrease in a firefly luciferase-based reporter delivered by a pseudotyped viral system. The luminescence signal is dependent on entry efficiency mediated by VSV-G, as opposed to the S protein in the primary assay, therefore a decrease in signal will indicate inhibition. Any inhibitor of the VSV-G counterscreen would thus be off target and not likely of further interest.
Protocol
Compounds and controls will be pre-spotted on to white 1536-well plates at 10mM for primary screening at 10uM final concentration.  HEK293 ACE2 expressing cells will be seeded at 2000 cells in 2.5uL of media into each well containing compounds and controls. After 1 hour incubation the pseudo virus particles will be seeded at 2.5uL/well in complete media. After 48 hour incubation, 5 uL of One Glo Firefly luciferase substrate will be added to each well and incubated for 10 minutes before luminescence reading on Perkin ViewLux. 
Readout
One Glo (Promega) substrate will be used to measure Firefly luciferase luminescence. Activity of the reporter will be measured by Firefly luciferase reporter output. Values will be normalized based on Fluc signal from cells plus media plus DMSO (positive) vs. cells plus VSVG virus infection +DMSO (negative).
Detection Method
luminescence 
Detection Reagents
One Glo (Promega)
Components
HEK293T-hACE2 cells, VSV-G pseudotyped MLV virus
Drug Concetration
5nL at 10mM",gpt-3.5-turbo,Infectious disease	Population genomics	Drug discovery
ReFRAME SARS CoV-2 Cytopathic Effect Reduction Cytotoxicity Assay,"A cell viability assay was used to counter screen HTS hits from the ReFRAME to identify compounds with cytotoxic effect on VeroE6  host cells used in the HTS CPE Reduction assay.
Purpose
Compounds were screened for antiviral effect in a cell based assay measuring reduction of the cytopathic effect (CPE) of the SARS CoV-2 virus infecting Vero E6 host cells.   The viability of uninfected host cells after exposure to hit compounds for 72 hours is measured in a counter screen to determine and exclude compounds with cytotoxic effects.
Protocol
Cytotoxicity counter screen assay: Assay plates (Corning 3712BC) received from Calibr are pre-drugged with test compounds and 5 ?L media is added to each well. VeroE6 cells in media is added in 25?l aliquots (4000 cells/well) to each well.  Cells added to vehicle only wells are used to measure 100% viability (high signal controls) and cells treated with hyamine at 100µM final concentration are used to measure 0% viability (low signal controls).  After incubating plates at 37°C/5%CO2 and 90% humidity for 72 hours, 30?l Cell Titer-Glo (Promega) is added to each well and incubated at room temperature for 10 minutes. 
Readout
Luminescence is read using a BMG PHERAStar reader to measure cell viability.  The raw data from plate readers are imported into ActivityBase where values are associated with compound IDs and test concentrations. Raw signal values are converted to % inhibition by the following formula: 
% cell viability = 100*(test compound value - mean low signal control)/(mean high signal control – mean low signal control).
 CC50 values are calculated from a four parameter logistic fit of data using the Xlfit module of ActivityBase.
Detection Method
atp levels are measured by a luminescent signal as an index of cell viability. the luminescent signal is generated in the atp dependent enzymatic conversion of luciferin to oxyluciferin by firefly luciferase.
Detection Reagents
Promega Cell Titer Glo
Components
Vero E6 cells 
Drug Concetration
30 nL for 30 µL assay volume to screen at 10 µM ",gpt-3.5-turbo,Virology   Toxicology   Drug discovery
Identification of Inhibitors of Vaccinia Virus Infections Using High Content Image Based High Throughput Screening RAW,"Primary screen to find inhibitors against Vaccinia virus (VACV) infection. A human and a mouse cell line, treated with the compounds and infected with the VACV will be scored for percentage of infected cells by phenotypic assay
Purpose
The overarching goal is to identify compounds that inhibit smallpox infections. Since access to variola virus, the causative agent of smallpox is restricted, vaccinia virus (VACV), which is a closely related smallpox virus, is used in our infection assay. A high content image based assay is developed to score virus infections. In this assay, cells are either mock treated or treated with the compounds at 2 hours prior to incubating cells with the virus. Following infection, cells are fixed in 10% formalin and then subjected to immunofluorescence staining to detect viral antigen expressing cells. The images are then collected and analyzed to determine the percentage of cells expressing viral antigen. The assay conditions, such as the cell number, amount of virus and duration of infection are optimized such that virus undergoes multiple cycles of infection to achieve an infection rate of 70-80%. Under these conditions all types of inhibitors irrespective of the stage of the viral life cycle targeted, including entry, replication, assembly and or egress are captured. The assay also determines the compound induced cytopathic effects. Furthermore, to ensure wide coverage of host targets for the compounds, the assay is run in two different cell types, MRC5 and RAW264.7 cells which are primary human fibroblasts and mouse macrophage cell line respectively.  
Protocol
MRC5 (3500 cells/well) or RAW264.7 (4000 cells/well) are seeded in Aurora ultra-low bottom 384 wells plates in 35uL volume of culture media and incubated at 37o C. The next day, cells are treated with 5uL of the test compounds (whose stock concentration is100uM) such that the final concentration of the compound is 10ÂµM in a total final volume of 50uL. Two hours later, MRC5 and RAW264.7 cells are incubated with VACV at an MOI of 0.7 for 18 hours and at an MOI of 1 for 48 hours respectively in a total volume of 10uL. The final volume of culture media in each well is 50uL. Following infections, cells are fixed in 10% formalin for 24 hours, and then subjected to immunofluorescence staining with 5F8 antibody to detect viral antigen expressing cells. Cells and nuclei are stained with cell mask deep red and Hoechst 33342 respectively. Plates are then imaged on Opera high content imager (Perkin Elmer, MA) with 10x objective capturing 5 fields per well. Infections rates are scored using vendor provided Acapella imaging analysis software. 
Each compound is screened in duplicates in two separate plates. Four types of controls are incorporated with in each plate. Control # 1, has 8 wells that are mock infected and treated with 0.1% vehicle control (DMSO). This control serves to set the background fluorescence intensity threshold derived from viral antigen staining. Control # 2 includes 8 wells that are mock infected and treated with a reference inhibitor. Control # 3 has 8 wells that are infected and mock treated with 0.5% DMSO. Lastly, control # 4 includes 8 wells that received both the virus and the reference inhibitor. The reference inhibitor is ST-246, which is a FDA approved drug against smallpox infection and is used at a final concertation of 10uM (AC50 is about 1uM). The four controls described provide two main checks to determine the fitness of the plate for hit analysis. Control # 3 is used to normalize the percentage infection inhibition and percentage cell numbers using Spotfire software (Perkin Elmer, Waltham, MA). Control # 1 and # 3 are used to determine the statistical robustness of the assay by evaluating the Zâ€™. Plates with Zâ€™ greater than 0.5 are included for further analysis and serves as the first check point. Control # 4 serves as a second checkpoint to ensure that the reference compound shows >50% inhibition. If both conditions are satisfied then the data is analyzed for hits. Compounds that inhibit more than 50% of viral infection and shows less than 20% cytotoxicity in both replicates are considered as â€œHitsâ€ and selected for secondary dose response analysis. 
For secondary dose response analysis, an eight point dose response curve with a starting concentration of 30uM and 1/3rd serial dilution is generated. Dose Response Curves and AC50 values are generated using Genedata (Basel, Switzerland) software. 
Readout
The two main read outs are the percentage of infected cells and total number of cells in each well. These data are obtained by high content image analysis 
Average percentage of infected cells and cell number derived from eight control wells (control # 3) that were infected and mock treated with 0.1% DMSO (vehicle control) is taken as 100% and used to normalize percentage of infection inhibition and percentage of cell numbers of each well in the plate.
Detection Method
by immunofluorescence analysis of viral antigen expression. infected cells are immunofluorescently stained to detect viral antigen expression. the cells and nuclei are also stained with cell mask deep red and hoechst 33342 respectively. images of cells are collected and analyzed to determine the percentage of cells expressing viral antigen.
Detection Reagents
Cells and nuclei are stained with cell mask deep red and Hoechst 33342 respectively to determine cell number and cellular bounderies. Primary mouse monoclonal antibody 5F8 (in house) and secondary goat anti rabbit Daylight 488 antibody (1:1000) detect viral antigen expressing cells.
Components
Vaccinia virus (VACV),  MRC-5 primary human fibroblasts, RAW264.7 mouse macrophage cell lines and detection reagents
Drug Concetration
An intermediate daughter plate of 10X concentration at 50 Ã‚ÂµM is first made in cell culture media from the 10mM source plate (110nL transferred from 10mM source). Then 5uL of the compound from the intermediate daughter plate is transferred to the primary screen plate to generate a final concentration of 5 Ã‚ÂµM in 50uL of total volume. This is sufficient to screen VACV in two cell lines at 5 Ã‚ÂµM final concentration, in duplicates. ",gpt-3.5-turbo,Antimicrobial Resistance	Drug discovery	Virology
COVID-19 Nsp14 Guanine-N7-methyltransferase counterscreen assay,"Secondary counterscreen assay for Nsp14 methyltransferase hits will utilize a commercially available bioluminescence-based biochemical assay (MTase-Glo, Promega).
Purpose
A commercially available bioluminescence-based biochemical assay kit (MTase-Glo, Promega) was utilized to measure methyltransferase activity for the ReFRAME primary screen. Nsp14 activity requires S-adenosyl methionine (SAM) to act as the methyl donor, converting it to S-adenosyl homocysteine (SAH) as it is consumed. At assay termination, a series of kit provided coupled reactions converts SAH to light: the SAH reaction product is converted to adenosine by SAH-hydrolase; then to AMP by adenosine kinase; then to ADP by polyphosphate:AMP phosphotransferase; then to ATP by pyruvate kinase. Finally, luciferase converts ATP to light, which is detected on a luminometer. These subsequent coupled reactions have the potential to be inhibited and picked up as false hits in the primary screen. Therefore, a counterscreen will be performed by omitting nsp14 from the reaction mix and replacing with SAH to simulate completed methyltransferase reaction conditions, and proceeding with the coupled reactions in the presence of drugs. Any inhibition observed would be indicative of off-target activity and/or false hits. 
Protocol
In 384 plates pre-loaded with test compounds, 1 ÂµM SAH in buffer containing 40 mM Tris-HCl (pH 8), 2 mM MgCl2, and 2 mM DTT is incubated at 37Â°C for 1 hr in the presence of MTase-GloTM reagent. Then, an equal volume of MTase-GloTM detection solution is then added to all wells and incubated for an additional 1 hr at room temperature. Luminescence is measured on a luminometer.
Readout
Assay read out is luminescence. Normalization to DMSO control. 
Detection Method
luminescence signals measured on a luminometer.
Detection Reagents
Kit supplied MTase-Glo detection solution.
Components
SAH; MTase-Glo reagent; MTase-Glo detection solution.
Drug Concetration
10 nL for 10 ÂµL assay volume at 10 ÂµM ",gpt-3.5-turbo,Compound libraries and screening	Drug discovery	Enzymes
COVID-19 Nsp16 2â€™-O-methyltransferase counterscreen assay,"Secondary counterscreen assay for Nsp16 methyltransferase hits will utilize a commercially available bioluminescence-based biochemical assay (MTase-Glo, Promega).
Purpose
A commercially available bioluminescence-based biochemical assay kit (MTase-Glo, Promega) was utilized to measure methyltransferase activity for the ReFRAME primary screen. Nsp16 activity requires S-adenosyl methionine (SAM) to act as the methyl donor, converting it to S-adenosyl homocysteine (SAH) as it is consumed. At assay termination, a series of kit provided coupled reactions converts SAH to light: the SAH reaction product is converted to adenosine by SAH-hydrolase; then to AMP by adenosine kinase; then to ADP by polyphosphate:AMP phosphotransferase; then to ATP by pyruvate kinase. Finally, luciferase converts ATP to light, which is detected on a luminometer. These subsequent coupled reactions have the potential to be inhibited and picked up as false hits in the primary screen. Therefore, a counterscreen will be performed by omitting nsp16 from the reaction mix and replacing with SAH to simulate completed methyltransferase reaction conditions, and proceeding with the coupled reactions in the presence of drugs. Any inhibition observed would be indicative of off-target activity and/or false hits. 
Protocol
In 384 plates pre-loaded with test compounds, 500 nM SAH in buffer containing 40 mM Tris-HCl (pH 8), 2 mM MgCl2, and 2 mM DTT is incubated at 37Â°C for 1 hr in the presence of MTase-GloTM reagent. Then, an equal volume of MTase-GloTM detection solution is then added to all wells and incubated for an additional 1 hr at room temperature. Luminescence is measured on a luminometer.
Readout
Assay read out is luminescence. Normalization to DMSO control. 
Detection Method
luminescence signals measured on a luminometer.
Detection Reagents
Kit supplied MTase-Glo detection solution.
Components
SAH; MTase-Glo reagent; MTase-Glo detection solution.
Drug Concetration
10 nL for 10 ÂµL assay volume at 10 ÂµM ",gpt-3.5-turbo,Biochemistry	Compound libraries and screening	Infectious disease
Calu-3 SARS-CoV-2 HCI_Viral Readout,"High-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This readout looks for a reduction in the percent SARS-CoV-2 positive cells 48hrs post-infection. 
Purpose
384w high-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This assay has two major readouts.  In this readout, the percent positive cells will be detected using sera from infected patients followed by a fluorescently-tagged secondary antibody 48hrs post-infection.  In the second readout, Assay A00529, the total number of cells will be assessed.  
Protocol
Calu-3 cells are seeded in 384-well plates pre-spotted with compound and allowed to settle for at least 1hr before infection with SARS-CoV-2 at an MOI between 0.75 and 1.  48hrs later the cells are fixed with 4% paraformaldehyde and stained with patient antisera followed by DAPI and an Alexafluor488-labeled goat anti-human secondary antibody.  The plates are imaged on the ImageXpress Micro Confocal High-Content Imaging System (Molecular Devices) and the percent CoV-2 positive cells as well as total cells determined. 
Readout
High content-imaging fluorescent readout to identify the percent SARS- CoV-2 positive cells, Normalized to neutral control or compounds minus inhibitor
Detection Method
high-content imaging; 48hrs post-infection the calu-3 cells are fixed and stained with human sars cov-2 polyclonal antisera followed by a goat anti-human h+l conjugated alexa-488 secondary antibody and  dapi nuclear stain.  plates are imaged using the imagexpress micro confocal high-content imaging system (molecular devices) with a 10× objective, with 4 fields imaged per well. images are analyzed using the multi-wavelength cell scoring application module (metaxpress), with dapi staining identifying the host-cell nuclei (the total number of cells in the images) and the sars-cov-2 immunofluorescence signal leading to identification of infected cells.  remdesivir is used as the positive control and dmso as the neutral control.   
Detection Reagents
Human SARS CoV-2 polyclonal antisera followed by a goat anti-human H+L conjugated Alexa-488 secondary antibody and  DAPI nuclear stain
Components
Human airway epithelial Calu-3 cell line, SARS-CoV-2 (strain USA-WA1/2020 propagated in Vero E6 cells)
Drug Concetration
7.5nL for 30uL assay volume to give a final concentration of 2.5 Ã‚ÂµM ",gpt-3.5-turbo,Infectious disease	Molecular biology	Drug discovery
Calu-3 SARS-CoV-2 HCI_Cell Count,"High-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This readout looks at the total number of cells 48hrs post-infection, identifying both compounds that increase the number of cells indicating antiviral activity and protection from virus-induced cell death, as well as compounds that reduce the number of cells, an indication of cytotoxicity.
Purpose
384w high-content imaging-based assay to identify compounds with antiviral activity against SARS-CoV-2 in the TMPRSS2+ Calu-3 airway epithelial cell line.  This assay has two major readouts.  The first looks at the number of SARS-CoV-2 positive cells (Assay A00527).  This readout looks at the total number of cells 48hrs post-infection identifying both compounds that increase the number of cells indicating antiviral activity and protection from virus-induced cell death, as well as compounds that reduce the number of cells, an indication of cytotoxicity.
Protocol
Calu-3 cells are seeded in 384-well plates pre-spotted with compound and allowed to settle for at least 1hr before infection with SARS-CoV-2 at an MOI between 0.75 and 1.  48hrs later the cells are fixed with 4% paraformaldehyde and stained with patient antisera followed by DAPI and an Alexafluor488-labeled goat anti-human secondary antibody.  The plates are imaged on the ImageXpress Micro Confocal High-Content Imaging System (Molecular Devices) and the percent CoV-2 positive cells as well as total cells determined.  The positive control is remdesivir and the neutral control DMSO.
Readout
High content-imaging fluorescent readout, Total Cell count, Normalized to stimulators minus neutral control or compounds
Detection Method
high-content imaging; 48hrs post-infection the calu-3 cells are fixed and stained with human sars cov-2 polyclonal antisera followed by a goat anti-human h+l conjugated alexa-488 secondary antibody and dapi nuclear stain.  plates are imaged using the imagexpress micro confocal high-content imaging system (molecular devices) with a 10× objective, with 4 fields imaged per well. images are analyzed using the multi-wavelength cell scoring application module (metaxpress), with dapi staining identifying the host-cell nuclei (the total number of cells in the images) and the sars-cov-2 immunofluorescence signal leading to identification of infected cells.  remdesivir is used as the positive control and dmso as the neutral control.  
Detection Reagents
Human SARS CoV-2 polyclonal antisera followed by a goat anti-human H+L conjugated Alexa-488 secondary antibody and  DAPI nuclear stain
Components
Human airway epithelial Calu-3 cell line, SARS-CoV-2 (strain USA-WA1/2020 propagated in Vero E6 cells)
Drug Concetration
7.5nL for 30uL assay volume to give a final concentration of 2.5 Ã‚ÂµM",gpt-3.5-turbo,Cell biology	Drug discovery	Infectious disease
