Name,Description,Model,Predictions,Hallucinations
"An insight into the sialomes of Psorophora albipes, Anopheles dirus and An. freeborni","Saliva of blood sucking arthropods contains a complex mixture of bioactive polypeptides that disarm their hosts blood coagulation, platelet aggregation and vasoconstriction. We here run barcoded cDNA from the salivary glands of adult female Psorophora albipes, Anopheles dirus and Anopheles freeborni on a single lane of a Hiseq Illumina sequencer. Sequences were assembled using Abyss and SoapdenovoTrans with several k values and the resulting contigs were further assembled by blast and cap3 iterations. There was some contamination between samples that were filtered out in the final results.",gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Microbiology'}",set()
Using targeted next-generation sequencing to characterize genetic differences associated with insecticide resistance in Culex quinquefasciatus populations from the southern U.S.,characterization of genetic differences between insecticide resistant and susceptible Culex quinquefasciatus mosquitoes using targeted DNA sequencing. (MapVEu VBP0000454),gpt-3.5-turbo,"{'Genomics', 'Population genetics', 'Parasitology'}",set()
Genome-wide transcriptional analysis of tomatidine-treated C. albicans cells,"Candida albicans was subjected to treatment with tomatidine and samples were taken at 2 different time points (1h, 3h). The results show that tomatidine induces genes involved in ergosterol biosynthesis as compared to untreated controls.",gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Molecular biology'}",set()
<i>Cryptosporidium muris</i> RN66 Genome Sequence and Annotation,Genome sequence and annotation for Cryptosporidium muris RN66,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Genetics'}",set()
<i>Leishmania enriettii</i> MCAV/BR/2001/CUR178 Genome Sequence and Annotation,Genome Sequence and Annotation of Leishmania enriettii MCAV/BR/2001/CUR178,gpt-3.5-turbo,"{'Genetics', 'Animal study', 'Transcriptomics'}",set()
T gondii infected human host cells vs control,Transcriptome of Toxoplasma gondii RH infected human foreskin fibroblasts determined by RNA Seq and compared to control.,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'Genomics'}",set()
<i>Blastomyces dermatitidis</i> ATCC 26199 Genome Sequence and Annotation,Genome Sequence and Annotation of Blastomyces dermatitidis ATCC 26199,gpt-3.5-turbo,"{'Cell biology', 'RNA', 'Infectious disease'}",set()
"Mosquito surveillance in Southern Nevada, USA. 2010","Mosquito surveillance from the Southern Nevada Health District Vector Surveillance program to survey mosquito populations for diseases including West Nile Virus (WNV), Western Equine Encephalitis (WEE), and Saint Louis Encephalitis (SLE). (MapVEu VBP0000244)",gpt-3.5-turbo,"{'Transcriptomics', 'Plant biology'}",{'Botany'}
Identification of molecular components for engineering the male germline in Aedes aegypti and Ceratitis capitata,"The aim of this project was to identify testis-specifically spliced or expressed genes in the mosquito Aedes aegypti and the agricultural pest Ceratitis capitata, for use in genetic control of these insect pests.",gpt-3.5-turbo,"{'Microbiology', 'Computational biology', 'Transcriptomics'}",set()
"Susceptibility status of Anopheles fluviatilis and Anopheles culicifacies to DDT, deltamethrin and lambdacyhalothrin in District Nainital, Uttar Pradesh",Insecticide resistance study imported from IRBase. (MapVEu VBP0000066),gpt-3.5-turbo,"{'Population genetics', 'Evolutionary biology', 'Infectious disease'}",set()
AutoMAGI Annotation,"Additional gene predictions for T. brucei strain Lister 427 were carried out using the automated gene prediction software AUTOMAGI (G. Aggarwal, P. J. Myler, in Progress in Bioinformatics, F. Columbus, Ed. (Nova Science Publishers, Inc., Hauppauge, NY, 2005)) by Dr. Peter Myler's group at  Seattle Biomed.",gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Infectious disease'}",set()
Transcriptome of Dengue-infected mosquitoes midguts and carcass,"This study was conducted to reveal key genes to respond and control dengue virus (DENV) infection in the Asian Tiger mosquito, Aedes albopictus. Expression was analyzed in the midgut and carcass between DENV-infected and -uninfected mosquitoes at 1 day and 5 days after taking an infectious artificial blood meal.",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Parasitology'}",set()
<i>Leishmania panamensis</i> MHOM/COL/81/L13 Genome Sequence and Annotation,Leishmania panamensis L13 Genome sequence and annotation,gpt-3.5-turbo,"{'Developmental biology', 'Zoology', 'Transcriptomics'}",set()
Evaluation of the interaction between insecticide resistance&#8209;associated genes and malaria transmission in Anopheles gambiae sensu lato in central C&#244;te d&#8217;Ivoire,An investigation into the distribution of insecticide target site mutations and their association with infection status in wild An. gambiae sensu lato populations.,gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Proteomics'}",set()
"Increased prevalence of insecticide resistance in Anopheles coluzzii populations in the city of Yaound&#233;, Cameroon and influence on pyrethroid-only treated bed net efficacy","The present study assessed the efficacy of such LLINs against a multiple-resistant population of the major malaria vector, Anopheles coluzzii, in the city of Yaoundé via a cone bioassay and release-recapture experimental hut trial. Susceptibility of field mosquitoes in Yaoundé to pyrethroids, DDT, carbamates and organophosphate insecticides was investigated using WHO bioassay tube tests. Mechanisms of insecticide resistance were characterised molecularly. (MapVEu VBP0000763)",gpt-3.5-turbo,"{'Genomics', 'Metabarcoding', 'Biodiversity'}",set()
WGS of C. parvum isolates from animals (PRJNA633764) (C. parvum aligned),IWhole genome sequencing of C. parvum isolates retrieved from animal hosts.,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Microbiology'}",set()
<i>Aspergillus fumigatus</i> A1163 Genome Sequence and Annotation,Genome sequence and annotation for Aspergillus fumigatus A1163 APO3.,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Animal study'}",set()
"State-wide mosquito surveillance in Iowa, USA, 2017 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000369)",gpt-3.5-turbo,"{'Microbiology', 'Ecology', 'Environmental sciences'}",set()
"Aligned Genomic Sequence Reads - 42 global isolates from human, tick and rodent","Whole genome re-sequencing of B. microti isolates from human, rodent and tick.  Data were used to 
      determine SNPs against the B. microti RI reference.",gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Biology'}",set()
Transcriptomes of 7 sexual and asexual life stages,"Illumina-based sequencing of P.falciparum 3D7 mRNA from two gametocyte stages (II and V), 
      ookinete, and four time points of erythrocytic stages representing ring, early trophozoite, late 
      trophozoite, and schizont.",gpt-3.5-turbo,"{'Genomics', 'Genetic variation', 'Infectious disease'}",set()
Bloodstream and Procyclic Form Transcriptomes,Transcriptomes of T. brucei Lister 427 bloodstream and procyclic forms assayed by mRNA-Seq,gpt-3.5-turbo,"{'Data acquisition', 'Data integration and warehousing', 'Public health and epidemiology'}",set()
Transcriptome of tsetse flies cardia (proventriculus) infected with trypanosomes Raw sequence reads,"These RNA-Seq data have been generated from the cardia (also called proventriculus) of adult tsetse flies that were infected with Trypanosoma brucei brucei (RUMP 503) either in the midgut and salivary glands (Inf+/+), or in the midgut only (Inf+/-), or never infected as control (non-inf). The aim of this project was to understand the molecular interactions between the fly and the parasite within the cardia, which lead to the success or failure of the parasite to reach the salivary glands.",gpt-3.5-turbo,"{'Genomics', 'DNA', 'Parasitology'}",set()
T. b. rhodesiense infection,"Eight day old females were inoculated with T. b. rhodesiense   At 48 and 72 hours post parasite acquisition, whole guts (cardia, midgut and hindgut) were microscopically dissected and flash frozen in liquid nitrogen for RNA extraction. Gut tissues from age-matched flies were used as controls at 48 and 72 hours post normal blood (hpb) feeding.",gpt-3.5-turbo,"{'Biotechnology', 'Parasitology', 'Molecular biology'}",set()
PfCRK4 regulated proteome at 29 and 37 hpi (quantitative),"Proteome determined at 29- and 37- hour post infection in Plasmodium falciparum using a clone in which PfCRK4 was conditionally destabilized. (+Shield = stable PfCRK4, -Shield = destabilized PfCRK4)",gpt-3.5-turbo,"{'Genetics', 'Population genetics'}",{'Vector biology'}
Transcriptomes of mouse macrophages infected with Leishmania mexicana,"Transcriptomes of uninfected Mus musculus bone marrow macrophages (BMDM) and 24h post-infection 
          with Leishmania mexicana.",gpt-3.5-turbo,"{'Comparative genomics', 'Transcriptomics', 'Molecular biology'}",set()
"Ex-erythrocytic stage transcriptomes (sporozoite, liver time course and detached cells)","RNA-seq analyses of various exo-erythrocytic stages of Plasmodium berghei including sporozoites, a time-course of liver stage development and detached cells",gpt-3.5-turbo,{'Genomics'},"{'Annotation', 'Genome sequencing'}"
Nyssorhynchus dunhami: bionomics and natural infection by Plasmodium falciparum and P. vivax in the Peruvian Amazon,"Nyssorhynchus nuneztovari s.l. adults were collected in 2011-2012, and Ny. nuneztovari s.l. larvae and adults in 2016-2017. When possible, samples were identified molecularly using cytochrome c oxidase subunit I (COI) barcode sequencing. Adult Ny. nuneztovari s.l. from 2011-2012 were tested for Plasmodium using real-time PCR.",gpt-3.5-turbo,"{'Genomics', 'Biology', 'Sequence analysis'}",set()
Transcription start sites for E invadens,Transcription start sites for E. invadens IP1 determined by RNA seq analysis,gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Biology'}",set()
SCR Malaria oligos,Probe sequences from the P. yoelii SCR Malaria oligos. Zoom to 20K or less to see the probe glyphs.,gpt-3.5-turbo,"{'Genomics', 'Plant biology'}",{'Annotation'}
<i>Acanthamoeba castellanii</i> Ma Genome Sequence,Acanthamoeba castellanii Ma genome sequence,gpt-3.5-turbo,"{'Genetics', 'Comparative genomics', 'Microbiology'}",set()
<i>Plasmodium vinckei</i> petteri CR 2020 Genome Sequence and Annotation,Genome Sequence and Annotation of Plasmodium vinckei petteri CR 2020,gpt-3.5-turbo,"{'Environmental sciences', 'Infectious disease', 'Public health and epidemiology'}",{'public health and epidemiology'}
<i>Porospora gigantea</i> A Genome Sequence and Annotation,"Genome sequence and annotation for Porospora cf. gigantea A, a marine eugregarine apicomplexan which was sequenced with Illumina methods.",gpt-3.5-turbo,"{'Animal study', 'Transcriptomics', 'Infectious disease'}",set()
Trophozoite Gene Expression During Glucose Starvation,"Effects of glucose starvation on gene expression in E. histolytica trophozoites 
    were determined using microarray analysis.",gpt-3.5-turbo,"{'Genomics', '""Data submission, annotation, and curation""', 'Microbiology'}",set()
Post-transcriptional microRNA modifications following dengue infection,"Mosquitoes were fed either meals containing mosquito cell culture-derived DENV2 virus, or conditioned cell culture medium mixed 1:1 with defibrinated sheep’s blood.",gpt-3.5-turbo,"{'Transcriptomics', 'Biology', 'RNA'}",set()
Heat Shock effects on E histolytic transcriptome,Transcriptome analysis  E histolytica HM1:IMSS during 8 hour heat shock time course.,gpt-3.5-turbo,"{'Cell biology', 'Computational biology', 'Transcriptomics'}",set()
"Adult female midgut, Malpighian tubules, fat body, and ovary","Adult female midgut, Malpighian tubules, fat body, and ovary",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Genetics'}",set()
"Mechanisms of insecticide resistance in Aedes aegypti (L) (Diptera, Culicidae) from Puerto Rico",Insecticide resistance study imported from IRBase. (MapVEu VBP0000092),gpt-3.5-turbo,"{'Comparative genomics', 'Transcriptomics', 'Infectious disease'}",set()
"Mosquito surveillance in Marion County, Indiana, USA. 2015",Mosquito surveillance from the Marion County Health Deparment surveillance program to survey mosquito populations. (MapVEu VBP0000337),gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Parasitology'}",set()
<i>Trypanosoma cruzi</i> strain CL Genome Sequence and Annotation,Genome Sequence and Annotation for Trypanosoma cruzi strain CL,gpt-3.5-turbo,"{'Genomics', 'Genetics', 'Biology'}",set()
"The influence of roads on the fine-scale population genetic structure of the dengue vector, Aedes aegypti (Linnaeus)",Investigation of the effect of landscape structures such as roads in Aedes aegypti dispersal in a fine spatial scale using 11 microsatellites. Roads can influence the population genetic structure of the dengue mosquito by acting as a barrier to dispersal. (MapVEu VBP0000716),gpt-3.5-turbo,"{'Parasitology', 'Environmental sciences', 'Infectious disease'}",{''}
Transcriptional profile of bone marrow derived dendritic cells in response to infection by Paracoccidioides,Examination and comparison of the transcriptional profile of bone marrow derived dendritic cells (BMDCs) in response to infection by the fungus Paracoccidioides brasiliensis in resistant/susceptible mice,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Sequence analysis'}",set()
<i>Biomphalaria glabrata</i> BB02 Genome Sequence and Annotation,Genome Sequence and Annotation for Biomphalaria glabrata BB02,gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Infectious disease'}",{'Entomology'}
"Supplemental Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2016",Supplemental Maryland Dept. of Agriculture weekly mosquito population surveillance performed using CDC light traps and BG traps in 2016. (MapVEu VBP0000636),gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Gene expression'}",set()
Resistance to Malathion and Deltamethrin in Aedes aegypti (Diptera: Culicidae) From Western Venezuela,Resistance to the insecticides deltamethrin and malathion and the enzymes associated with metabolic resistance mechanisms were determined in four field populations of Aedes aegypti (L.) from western Venezuela during 2008 and 2010 using the bottle assay and the microplate biochemical techniques. (MapVEu VBP0000450),gpt-3.5-turbo,"{'Animal study', 'Computational biology', 'Transcriptomics'}",set()
The Database of Expressed Sequence Tags (dbEST),ESTs from dbEST.,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Molecular biology'}",set()
Relationship between insecticide resistance and kdr mutations in the dengue vector Aedes aegypti in Southern China,"Using the WHO larval mosquito bioassay, five field populations of Aedes aegypti from Southern China were characterized for their resistance to cypermethrin and cyhalothrin. RNA extraction with PCR amplification, cloning and sequencing of the sodium channel gene was followed by comparisons of susceptible and wild mosquito strains Additionally, genomic DNA was used for Allele-specific PCR genotyping of the sodium channel genes to detect S989P, V1016G and F1534C mutations and allow for correlation analysis of resistance expression for the different mutations. (MapVEu VBP0000144)",gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Parasitology'}",set()
Detection and population genetic analysis of kdr L1014F variant in eastern Ethiopian Anopheles stephensi,"In this study, the kdr locus was analyzed in An. stephensi collected from ten urban sites (Awash Sebat Kilo, Bati, Dire Dawa, Degehabur, Erer Gota, Godey, Gewane, Jigjiga, Semera, and Kebridehar) situated in Somali, Afar, and Amhara regions, and Dire Dawa Administrative City, to evaluate the frequency and evolution of kdr mutations and the association of the mutation with permethrin resistance phenotypes.",gpt-3.5-turbo,"{'Genetics', 'Infectious disease', 'Genomics'}",set()
<i>Phytophthora cinnamomi</i> GKB4 Genome Sequence and Annotation,Genome Sequence and Annotation of Phytophthora cinnamomi GKB4,gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Medical biotechnology'}",set()
<i>Plasmodium cynomolgi</i> strain M Genome Sequence and Annotation,Genome Sequence and annotation for Plasmodium cynomolgi strain M,gpt-3.5-turbo,"{'Genomics', '""Data submission, annotation, and curation""', 'Plant biology'}",set()
<i>Cimex lectularius</i> Harlan Genome Sequence and Annotation,Genome Sequence and Annotation for Cimex lectularius Harlan,gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Sequence analysis'}",set()
Cow-baited tents are highly effective in sampling diverse Anopheles malaria vectors in Cambodia,"In the Cambodian provinces of Pursat, Preah Vihear, and Ratanakiri, six different mosquito trapping methods were evaluated: human landing collection (HLC), human-baited tent (HBT), cow-baited tent (CBT), CDC miniature light trap (LT), CDC miniature light trap baited with molasses and yeast (LT-M), and barrier fence (F) in a Latin square design during four or six consecutive nights at the height of the malaria transmission season. (MapVEu VBP0000209)",gpt-3.5-turbo,"{'Genomics', 'Taxonomy', 'Biology'}",set()
Testing the discriminating concentration of chlorfenapyr (pyrrole) and A. gambiae sensu lato susceptibility in preparation for distribution of Interceptor&#174; G2 insecticide-treated nets.,"Interceptor® G2 is a new dual active ingredient ITN treated with alpha-cypermethrin and chlorfenapyr for the control of pyrethroid-resistant malaria vectors. In anticipation of these new nets being more widely distributed, testing was conducted to develop a chlorfenapyr susceptibility bioassay protocol and gather susceptibility information. (MapVEu VBP0000776)",gpt-3.5-turbo,"{'Biosciences', 'Ecology'}","{'Life sciences', 'Entomology'}"
Comparative transcriptomes of yeast and hyphal forms in Histoplasma capsulatum G184AR,"Analysis of yeast and hyphal transcript expression patterns in Histoplasma capsulatum grown at 37°C and room temperature (RT), respectively.",gpt-3.5-turbo,"{'Tropical medicine', 'Parasitology', 'Public health and epidemiology'}",set()
"Resistance to carbosulfan in Anopheles gambiae from Ivory Coast, based on reduced sensitivity of acetylcholinesterase.",Insecticide resistance study imported from IRBase. (MapVEu VBP0000114),gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics'}",{'Fungal infection'}
Transcriptome in normal culture conditions,RNA-Seq to generate transcriptome map of Vitrella. brassicaformis under a normal culturing condition.,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Infectious disease'}",set()
BSF and PCF Surface Proteomics (Tb427),Trypanosoma brucei proteomics of the cell surface from both PCF and BSF stages,gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Biology'}",{'genomics'}
<i>[Candida] pseudohaemulonis</i> B12108 Genome Sequence and Annotation,Genome Sequence and Annotation for Candida pseudohaemulonii strain B12108,gpt-3.5-turbo,"{'Cell biology', 'Parasitology', 'Proteomics'}",set()
N-terminal Peptides (RH),Toxoplasma gondii RH N-terminal Peptides,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Molecular biology'}",set()
Genetic Structure of a Local Population of the Anopheles gambiae Complex in Burkina Faso,"Array based genotyping of multiple species from Goundry region of Burkina Faso reveals a new A. gambiae/A. coluzzii intermediate form, and analysis of linkage disequilibrium identified 19 new candidate genes for association with underlying population divergence.",gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Proteomics'}",set()
North Dakota State Department of Health mosquito data for 2008,"2008 mosquito data from North Dakota, collected by the North Dakota State Department of Health. (MapVEu VBP0000532)",gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Biology'}",set()
<i>Blastomyces dermatitidis</i> ER-3 Genome Sequence and Annotation,Genome Sequence and Annotation for Blastomyces dermatitidis ER-3,gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Public health and epidemiology'}",set()
"Species level mosquito surveillance in Uganda by PRISM ICEMR group, 2017 - 2019","Longitudinal entomological surveillance of mosquitoes from three regions of Uganda. This study is part of The Program for Resistance, Immunology, Surveillance and Modeling of Malaria in Uganda (PRISM) Study, part of International Centers of Excellence for Malaria Research Program (ICEMR). (MapVEu VBP0000780)",gpt-3.5-turbo,"{'Genetics', 'Biology', 'Genomics'}",set()
Susceptibility of various species of mosquitoes to DDT and Dieldrin  in Thailand,Insecticide resistance study imported from IRBase. (MapVEu VBP0000071),gpt-3.5-turbo,"{'Medical informatics', 'Ecology', 'Public health and epidemiology'}",set()
"Insecticide resistance in malaria vector mosquitoes
in a gold mining town in Ghana and implications for
malaria control","Malaria vectors that were collected inside houses were identified to species and molecular forms by PCR, and tested for insecticide resistance using standard WHO bioassays and molecular target site insensitivity (kdr) assays. Species were identified as An. funestus s.s. and An. gambiae S and M forms. (MapVEu VBP0000186)",gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Infectious disease'}",set()
Nationwide assessment of insecticide susceptibility in Anopheles gambiae populations from Zimbabwe,"WHO insecticide susceptibility tests were performed on 2,568 field collected mosquitoes originating from 13 sentinel sites covering all endemic regions in Zimbabwe in 2011-2012. At each site, 24-hour mortality and knock-down values for 50% and 90% of exposed mosquitoes were calculated for pools of 20-84 mosquitoes exposed to 4% DDT, 0.1% bendiocarb, 0.05% λ-cyhalothrin or 5% malathion. Susceptibility results from Zimbabwe were compiled with results published during 2002-2012 for all southern African countries to investigate the resistance status of An. gambiae s.l. in the region. (MapVEu VBP0000137)",gpt-3.5-turbo,"{'Public health and epidemiology', 'Medical informatics', 'Infectious disease'}",set()
<i>Trypanosoma cruzi</i> Bug2148 Genome Sequence,Genomic Sequence of Trypanosoma cruzi Bug2148.,gpt-3.5-turbo,"{'Public health and epidemiology', 'Environmental sciences', 'Infectious disease'}",set()
<i>Giardia Assemblage A</i> Beaver Genome Sequence,Genome Sequence of Giardia intestinalis Beaver,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Parasitology'}",set()
"Lee County Mosquito Control Department data in Lee county, Florida, 2012.","2012 mosquito data from Lee county, Florida, collected by the Lee County Mosquito Control Department. (MapVEu VBP0000461)",gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Molecular biology'}",set()
Aligned genomic sequence reads - Field Isolates,"Whole genome resequencing data from  P. vivax strains Brazil I, India VII, Mauritania I, North Korean were used to call SNPs 
       and determine CNV at the gene and chromosome level.",gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Data management'}",set()
M. mulatta infected with P. cynomolgi over 100 days,Transcriptome of whole blood and bone marrow from Macaca mulatta infected with Plasmodium cynomolgi over 100 days,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Genetic variation'}",set()
The relative importance of innate immune priming in Wolbachia-mediated dengue interference,"Wolbachia is a vertically transmitted intracellular bacterium that infects more than 60% of insect species. However, it does not naturally infect Aedes aegypti. The Wolbachia strains wMelPop and wMel were introduced into laboratory strains of Aedes aegypti; mosquitoes and gene expression was compared between these Wolbachia infected strains and their tetracyclin antibiotic cleared counterparts.",gpt-3.5-turbo,"{'Animal study', 'Transcriptomics', 'Parasitology'}",set()
<i>Leishmania aethiopica</i> L147 Genome Sequence and Annotation,Genome Sequence and Annotation of Leishmania aethiopica L147,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Immunology'}",set()
Nucleosome Occupancy during life cycle (FAIRE),Nucleosome occupancy across the P. falciparum 3D7 life cycle determined by ChIP-sequencing (FAIRE),gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Molecular biology'}",set()
"Mosquito surveillance in Orange County, Florida, USA. 2019",Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000729),gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Epigenetics'}",set()
Fusarium transcriptome in low and high nitrogen conditions,RNA-Seq analysis was performed on F. graminearum WT and kmt6 strains grown in low and high nitrogen conditions.,gpt-3.5-turbo,"{'Ecology', 'Environmental sciences', 'Infectious disease'}",set()
"Triple insecticide resistance in Anopheles culicifacies: a practical impediment for malaria control in Odisha State, India","Female mosquitoes were collected from Plasmodium falciparum endemic southern districts of Odisha State, India. WHO bioassays were used to assess resistance to DDT, malathion and deltamethrin. (MapVEu VBP0000128)",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Transcriptomics'}",set()
Genetic structure of the mosquito Aedes aegypti in local forest and domestic habitats in Gabon and Kenya,"Ae. aegypti from La Lopé, Gabon and Rabai, Kenya were genotyped at 12 microsatellite loci and a panel of ~25,000 SNPs.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Parasitology', 'Infectious disease'}",set()
Genome-Wide Transcriptional Analysis of Genes Associated with Acute Desiccation Stress in Anopheles gambiae,Gene expression in Anopheles gambiae G3 strain mosquitoes exposed to moderate and extreme desiccating conditions (70% and 30% RH respectively) was assayed on the Affymetrix platform.,gpt-3.5-turbo,"{'Genetics', 'Ecology', 'Genomics'}",set()
"State-wide mosquito surveillance in Iowa, USA, 1983 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000423)",gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Gene expression'}",set()
Infection with a Virulent Strain of Wolbachia Disrupts Genome Wide-Patterns of Cytosine Methylation in the Mosquito Aedes aegypti,"The Wolbachia strain wMelPop, which reduces longevity in Drosophila melanogaster, has been introduced into the Dengue virus mosquito vector, Aedes aegypti as a strategy to reduce disease transmission.  In this experiment, gene expression is compared between Wolbachia infected and uninfected mosquito tissues: head and muscle.",gpt-3.5-turbo,"{'Zoology', 'Environmental sciences'}","{'Entomology', 'Epidemiology'}"
"State-wide mosquito surveillance in Iowa, USA, 2016 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000371)",gpt-3.5-turbo,"{'Genetics', 'Infectious disease', 'Epigenetics'}",set()
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2008","Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000656)",gpt-3.5-turbo,"{'Environmental sciences', 'Infectious disease', 'Public health and epidemiology'}",set()
<i>Anopheles coluzzii</i> MOPTI Genome Sequence and Annotation,Genome Sequence and Annotation of Anopheles coluzzii MOPTI,gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Infectious disease'}",set()
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2000",Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2000. (MapVEu VBP0000746),gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Biology'}",set()
TgPRU delta KU80 Nanopore RNA-Seq,Transcriptome (Nanopore RNA-Seq) of T. gondii PRU delta KU80 tachyzoites.,gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Infectious disease'}",{'Entomology'}
First report of AChE1 (G119S) mutation and multiple resistance mechanisms in Anopheles gambiae s.s. in Nigeria,"Susceptibility bioassays were done using 3-5 days old female Anopheles mosquito collected from Lagos State, Nigeria with WHO test papers DDT (4%), permethrin (0.75%), Bendiocarb (1%) and PBO (4%) according to standard procedures. (MapVEu VBP0000700)",gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Parasitology'}",set()
Gametocyte proteomics,"Proteomics data for the male, female and mixed P. falciparum gametocytes",gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Molecular biology'}",set()
<i>Talaromyces marneffei</i> TM4 Genome Sequence,Genome Sequence of Talaromyces marneffei TM4,gpt-3.5-turbo,"{'Parasitology', 'Molecular biology', 'Proteomics'}",set()
"Mosquito surveillance in Manatee County, Florida, USA. 2003",Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000732),gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Molecular biology'}",set()
The Cryptococcus neoformans transcriptome at the site of human meningitis (single-read data),The Cryptococcus neoformans transcriptome at the site of human meningitis.,gpt-3.5-turbo,"{'Environmental sciences', 'Infectious disease'}",{'Vector surveillance'}
<i>Rhizopus delemar</i> RA 99-880 Genome Sequence and Annotation,Genome sequence and annotation for Rhizopus delemar RA 99-880.,gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Infectious disease'}",set()
Single-cell transcriptomic analysis of bloodstream Trypanosoma brucei: integrated wild-type and ZC3H20 knockout,Single cell transcriptomic analysis of bloodstream Trypanosoma brucei identifies putative regulators of developmental quorum sensing.,gpt-3.5-turbo,"{'Genomics', 'Microbiology'}",{'Annotation'}
"Mosquito surveillance in Salt Lake County, Utah, USA. 2015",Mosquito surveillance from the Salt Lake City Mosquito Abatement District program to survey mosquito populations. (MapVEu VBP0000313),gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Developmental biology'}",set()
"Mosquito surveillance in Manatee County, Florida, USA. 2007",Mosquito surveillance from the Manatee County Mosquito Control District Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000673),gpt-3.5-turbo,"{'Genomics', 'Environmental sciences', 'Infectious disease'}",set()
"Franklin County Public Health data in Franklin county, Ohio, 2013.","2013 mosquito data from Franklin county, Ohio, collected by the Franklin County Public Health Department. (MapVEu VBP0000490)",gpt-3.5-turbo,"{'Zoology', 'Environmental sciences', 'Infectious disease'}",{'Entomology'}
"Dissecting the Mechanisms Responsible for the Multiple Insecticide Resistance Phenotype in Anopheles Gambiae s.s., M Form, From Vallée Du Kou, Burkina Faso",Whole genome transcriptome profiling of a multi-insecticide resistant field population 'VK' of Anopheles gambiae from Burkina Faso compared to a susceptible laboratory strain Ngousso originally from Cameroon.,gpt-3.5-turbo,"{'Public health and epidemiology', 'Veterinary medicine', 'Infectious disease'}",set()
