Name,Description,Model,Predictions,Hallucinations
"Primary human fibroblasts metabolome response to an icMERS coronavirus
","Metabolomics data from cell culture; Treated with wild-type MERS-CoV, MERS-CoV mutants and mockulum; 5 biological replicates; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Metabolomics', 'Infectious disease'}",set()
Prevention of tuberculosis in rhesus macaques by a cytomegalovirus-based vaccine,"RhCMV-based TB vaccines are able to elicit and maintain immune effector responses that can control Mtb at the earliest stages of infection, and the protection afforded by this vaccine can be complete, if not sterilizing. To our knowledge, this is the first demonstration of complete prevention of TB disease in Rhesus Macaques (RM) by a long-acting vaccine after highly pathogenic (Erdman strain) Mtb challenge.",gpt-3.5-turbo,"{'Vaccinology', 'Animal study', 'Infectious disease'}",set()
"Clostridioides difficile CRISPR-cas9 system
","We developed a CRISPR-cas9 mutagenesis system for use in C. difficile. As a test of the system, we generated a deletion in the pyrE gene of C. difficile R02091. We sequenced to pyrE deletion isolates (to determine if there were off-target effects of the CRISPR system), an FOA-resistant R20291 isolate and our parent R20291 strain for comparison.",gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Microbiology'}",set()
IHH mRNA response to genetically-reconstructed Zaire Ebola viruses [mRNA],"The purpose of this experiment was to obtain samples for mRNA analysis in IHH cells infected with Zaire Ebola virus and mutants:
Zaire Ebola virus: This wild-type Ebola virus - strain Mayinga - was isolated from a fatal human case in Zaire (now known as the Democratic Republic of Congo) in 1976
Zaire Ebola virus, VP35 R312A possesses a R312A mutation in the VP35 protein.
Zaire Ebola virus, delta sGP. Lacks the ability to produce non-structural protein, the secreted glycoprotein (sGP).
Zaire Ebola virus, delta mucin. Lacks the mucin-like domain (MLD), which contains both N-linked and O-linked glycosylation sites, for the glycoproteins.",gpt-3.5-turbo,"{'Genetics', 'Virology', 'RNA'}",set()
"Genome assembly ASM223956v1
","Pathogen: environmental/food/other sample from Pseudomonas aeruginosa
",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Environmental sciences'}",set()
"Primary human airway epithelial cells metabolome response to an icMERS coronavirus
","Metabolomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell culture collection', 'Metabolomics', 'Infectious disease'}",set()
"GNPS U01 Untargeted tandem-MS-based metabolomics of multiple Staphylococcus aureus strains
","Untargeted, tandem-MS (MS/MS) based metabolite LC/MS data from multiple staphylococcus aureus strains (LAC, TCH1516, D592, D712) grown in liquid cultures both CA-MHB media and RPMI+10%LB media. All data LC-MS/MS data acquired in both positive and negative polarities. [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Metabolomics'}",set()
"Hepatocarcinoma cell line Proteome response to Ebola
","Proteomics data from cell culture; time points 0, 8, 24, 48, & 72 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Proteomics', 'Infectious disease'}",set()
Transcriptomic analysis of PerSort sorted Mycobacterium tuberculosis persister cells ,"Dim and lit cells (n= 300,000) were PerSorted into 1 mL TriZol having ~ 1000 bone marrow derived macrophage cells. RNA was extracted with phenol chloroform method described previously (PMID:30833303), rRNA was depleted with Illumina rRNA depletion kit, and mycobacterium RNA was enriched with Path-seq methodology described previously (PMID:30833303). A total of 100,240 probes were designed to cover M. smegmatis mc2155 (Agilent probe library ELID number S3206492).",gpt-3.5-turbo,"{'Laboratory animal science', 'Microbiology', 'Transcriptomics'}",set()
Sequencing short capped RNAs captures acute transcription initiation and identifies promoter and distal regulatory elements across eukaryotes from total RNA,"The spatial and temporal regulation of transcription initiation is pivotal for controlling gene expression. Here, we introduce capped-small RNA-seq (csRNA-seq), which uses total RNA as starting material to detect transcription start sites (TSS) of both stable and unstable RNAs at single-nucleotide resolution. csRNA-seq is highly sensitive to acute changes in transcription and identifies an order of magnitude more regulated transcripts than RNA-seq. Interrogating tissues from species across the eukaryotic kingdoms identified unstable transcripts resembling enhancer RNAs, pre-miRNAs, antisense transcripts and promoter upstream transcripts in multicellular animals, plants and fungi spanning 1.6 million years of evolution. Integration of epigenomic data from these organisms revealed that histone H3 trimethylation (H3K4me3) was largely confined to TSS of stable transcripts, while H3K27ac marked nucleosomes downstream of all active TSS, suggesting an ancient role for post-translational histone modifications in transcription. Our findings demonstrate that total RNA is sufficient to identify transcribed regulatory elements and capture the dynamics of initiated stable and unstable transcripts at single nucleotide resolution in eukaryotes.",gpt-3.5-turbo,"{'Bioinformatics', 'Biomarkers', 'Epigenetics'}",set()
"Mouse cerebellum lipidome response to West Nile Virus
","Lipidomics data from mouse cerebellum; Treated with wild-type and mutant WNV, and mockulum [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Microbiology', 'Biology', 'Immunology'}",set()
"Clostridioides difficile strain DH/NAP11/106/ST-42 chromosome, complete genome
","Clostridioides difficile strain DH/NAP11/106/ST-42 chromosome, complete genome
",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Genetics'}",set()
Blood Cell Counts of Ebola/Lassa Patients,Blood cell count measurement data of suspected or confirmed Ebola or Lassa Fever patients in the acute phase of infection.,gpt-3.5-turbo,"{'Medicine', 'Haematology', 'Infectious disease'}",set()
"Human Microbiome Project (HMP) 16S rRNA Gene Diversity, the diversity of 16S ribosomal RNA genes in the human microbiome: 454 Clinical Production Phase I
","This HMP production phase represents pyrosequencing of 16S rRNA genes amplified from multiple body sites across hundreds of human subjects. There are two time points represented for a subset of these subjects. Using default protocol v4.2., data for the 16S window spanning V3-V5 was generated for all samples, with a second 16S window spanning V1-V3 generated for a majority of the samples. 16S rRNA sequencing is being used to characterize the complexity of microbial communities at individual body sites, and to determine whether there is a core microbiome at each site. Several body sites will be studied, including the gastrointestinal and female urogenital tracts, oral cavity, nasal and pharyngeal tract, and skin",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Omics'}",set()
"GNPS - Human Calu-3 cell lipidome response to an icMERS coronavirus
","lipidomics data from Calu-3 cell culture; 3 mockulum treated and 9 MERS-CoV treated; Time point, 18 hour [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Lipids', 'Infectious disease'}",set()
Transcriptional response of mce3R induction and ctpD disruption in Mycobacterium tuberculosis CDC1551,"We identified mce3R and ctpD as genes that could alter M tuberculosis (Mtb) response to isoniazid when perturbed using a regulatory network-based TRIP screen [see associated data at PRJNA483505]. To investigate the mechanisms underlying this response, we performed RNAseq on genetically perturbed mutant strains either in the presence or absence of isoniazid.",gpt-3.5-turbo,"{'Bioinformatics', 'Transcriptomics', 'RNA'}",set()
Primary human fibroblast transcriptome (miRNA) response to wild type MERS-CoV (icMERS),The purpose is to obtain samples for microRNA analysis in primary human fibroblasts infected with wild type MERS-CoV (icMERS).,gpt-3.5-turbo,"{'Transcriptomics', 'Immunology', 'Virology'}",set()
Viral determinants in H5N1 influenza A virus enable productive infection of HeLa cells,"Influenza A virus (IAV) is a human respiratory pathogen that causes yearly global epidemics, and sporadic pandemics due to human adaptation of pathogenic strains. Efficient replication of IAV in different species is, in part, dictated by its ability to exploit the genetic environment of the host cell. To investigate IAV tropism in human cells, we evaluated the replication of IAV strains in a diverse subset of epithelial cell lines. HeLa cells were refractory to growth of human H1N1 and H3N2, and low pathogenic avian influenza (LPAIs) viruses. Interestingly, a human isolate of the highly pathogenic avian influenza (HPAI) virus H5N1 successfully propagated in HeLa cells to levels comparable to a human lung cell line. Heterokaryon cells generated by fusion of HeLa and permissive cells supported H1N1 growth, suggesting the absence of a host factor(s) required for replication of H1N1, but not H5N1, in HeLa cells. The absence of this factor(s) was mapped to reduced nuclear import, replication, and translation, and deficient viral budding. Using reassortant H1N1:H5N1 viruses, we found that the combined introduction of nucleoprotein (NP) and hemagglutinin (HA) from H5N1 was necessary and sufficient to enable H1N1 growth. Overall, this study suggests the absence of one or more cellular factors in HeLa cells that results in abortive replication of H1N1, H3N2, and LPAI viruses, but can be circumvented upon introduction of H5N1 NP and HA. Further understanding of the molecular basis of this restriction will provide important insights into virus-host interactions that underlie IAV pathogenesis and tropism.",gpt-3.5-turbo,"{'Tropical medicine', 'Immunology', 'Virology'}",set()
"Mouse lymphnode metabolome response to West Nile Virus (WNV)
","Metabolomics data from mouse lymphnodes; Treated with wild-type and mutant WNV, and mockulum [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Animal study', 'Immunology', 'Metabolomics'}",set()
SARS-CoV-2 Orf6 hijacks Nup98 to block STAT nuclear import and antagonize interferon signaling,"Single cell RNA sequencing of mock and SARS-CoV-2 infected Vero E6 African green monkey cells, that were stimulated with Type I, II and III interferons",gpt-3.5-turbo,"{'Computational biology', 'Transcriptomics', 'Virology'}",set()
Calu-3 proteome response to an infectious clone of Middle Eastern Respiratory Syndrome coronavirus,"ABSTRACT: Proteomics data from Calu-3 cell culture; 3 mockulum treated and 9 MERS-CoV treated; Time point, 18 hour",gpt-3.5-turbo,"{'Proteomics', 'Infectious disease'}",{'Cell culture'}
"Mouse lung proteomics response to H5N1 (and mutants) and H1N1 Influenza viruses
","Proteomics data from mouse lung; Treated with wild-type and mutant H5N1, H1N1, and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Animal study', 'Immunology', 'Infectious disease'}",set()
Innate immune responses in the alveolar space to different formulations of SDI RNA,The aim of this experiment was to analyse the innate immune response in alveolar cells after different nanoparticle formulations are delivered intranasally in 50 µl PBS with or without 1 µg Sendai virus Defective Interfering RNA,gpt-3.5-turbo,"{'Immunology', 'Infectious disease', 'RNA'}",set()
Fecal microbial dynamics during recurrent and nonrecurrent Clostridium difficile infection,"Recurrent Clostridium difficile infection (CDI) remains problematic, with up to 30% of individuals diagnosed with primary CDI experiencing at least one episode of recurrence. Microbial therapeutics, such as fecal microbiota transplantation, have been successful in treating patients, increasing the relative proportion of ‘healthy’ microbes. However, few studies have looked at what predisposes patients to recurrent disease initially. Our study investigated the fecal microbiota community over time in patients diagnosed with CDI. Using 16S rRNA sequencing, we sought to compare microbial changes over time in patients with or without recurrence and to identify microbial signatures that may correlate to the development of recurrence. We observed a trend towards lower diversity in samples collected from patients with recurrent disease over time. Although microbial community structure was similar between samples from recurrent and nonrecurrent patients, we observed a significantly different community structure between samples that tested positive or negative for C. difficile. Interestingly, patients with more severe disease had a lower diversity compared to healthier patients. To date, this study represents one of the largest studies focused on microbial signatures that may predispose individuals to recurrent CDI. Knowledge about microbial signatures that correlate with susceptibility to recurrent disease may lead to better treatment methods at initial CDI diagnosis.",gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Infectious disease'}",set()
"Primary human microvascular endothelial cell transcriptome response to wild type Mers-CoV (icMERS-CoV EMC2012), MHAE002",The purpose is to obtain samples for mRNA analysis in primary human airway epithelial cells infected with wild type Mers-CoV (icMERS).,gpt-3.5-turbo,"{'""Molecular interactions, pathways and networks""', 'Transcriptomics'}",{'Tissue culture collection'}
The intestinal microbiome and extremes of atherosclerosis,"Traditional risk factors for coronary heart disease explain only about half of the variance in atherosclerosis burden. We used 16S rRNA gene sequencing to conduct a cross-sectional examination of the microbiota composition in a cohort of patients that were phenotyped for the burden of carotid atherosclerosis. Forty-four patient stool samples were collected and the V4 region of the 16S rRNA gene were paired-end sequenced on an Illumina MiSeq. Patients were segregated into two groups. One group had few risk factors, yet had severe carotid atherosclerosis. The other group had many risk factors, yet had little evidence of carotid atherosclerosis. No differences in the microbiota composition between patients in the two groups was observed.",gpt-3.5-turbo,"{'Microbiology', 'Population genetics', 'Cardiology'}",set()
MadR transcriptional regulation of mycolic acid biosynthesis in mycobacteria,"Mycobacterium tuberculosis has a complex cell envelope that is remodelled throughout infection to respond and survive the hostile and variable intracellular conditions within the host. Despite the importance of cell wall homeostasis in pathogenicity, little is known about the environmental signals and regulatory networks controlling cell wall biogenesis in mycobacteria. The mycolic acid desaturase regulator (MadR) is a transcriptional repressor responsible for regulation of the essential aerobic desaturases desA1 and desA2 that are differentially regulated throughout infection along with mycolate modification genes and thus, likely involved in mycolic acid remodelling. Here we generated a madR null mutant in M. smegmatis that exhibited traits of an impaired cell wall with increased permeability, susceptibility to rifampicin and cell surface disruption as a consequence of desA1/desA2 dysregulation. Analysis of mycolic acids revealed the presence of a highly desaturated mycolate in the null mutant that exists in relative trace amounts in the wildtype, but increases in abundance upon cell surface disruption as a result of relieved repression on the desA1/desA2 promoters. Transcriptomic profiling confirmed MadR as a cell surface disruption responsive regulator of desA1/desA2 and further implicating it in the control of bespoke β-oxidation pathways and transport evolutionarily diversified subnetworks associated with virulence. In vitro characterisation of MadR using electromobility shift assays and analysis of binding affinities is suggestive of a unique acyl-CoA pool sensing mechanism, whereby MadR is able to bind a range of acyl-CoA but MadR repression of desA1/desA2 promoters is only relieved upon binding of saturated acyl-CoA of chain length C16-C24. We propose this acyl effector ligand mechanism as distinct to other regulators of mycolic acid biosynthesis or fatty acid desaturases and places MadR as the key regulatory checkpoint that coordinates mycolic acid remodelling in response to host derived cell surface perturbation",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Transcription factors and regulatory sites'}",set()
Primary human airway epithelial cell transcriptome response to wild type MERS-CoV (icMERS) [mRNA],The purpose is to obtain samples for mRNA analysis in primary human airway epithelial cells infected with wild type MERS-coronavirus (MERS-CoV) (icMERS).,gpt-3.5-turbo,"{'Transcriptomics', 'Virology', 'Infectious disease'}",set()
"Mouse dendritic cells proteomics response to West Nile Virus (WNV)
","Proteomics data from mouse dendritic cells; Treated with wild-type and mutant WNV, and mockulum [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Immunology', 'Proteomics', 'Infectious disease'}",set()
"The Aging Microenvironment Drives Alveolar Macrophage Changes in Aging [Bisulfite-Seq]
","Our study shows that the aging lung microenvironment shapes the transcriptional phenotype of alveolar macrophages during aging. Except during acute injury when alveolar macrophage differentiation is incomplete, cellular ontogeny makes little difference in determining the transcriptional response of alveolar macrophages. Studies with parabiosis suggest the age-related changes in the alveolar microenvironment occur independently of circulating factors or cells. Our findings suggest that changes that target the microenvironment, for example metformin, senolytics or others might indirectly improve macrophage function during aging.
",gpt-3.5-turbo,"{'Geriatric medicine', 'Immunology'}",{'Age'}
"U01 UCSD MRSA Vancomycin Treatment BCP Data
","Upload of all BCP data from vancomycin treated strains of Staphylococcus aureus. [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Infectious disease'}",set()
Proteomic analysis of SARS-CoV-2 variants,Abundance proteomics and phosphoproteomics to assess global changes to host and viral proteins in Calu-3 cells at 10 and 24 hours post infection with either the B.1.1.7 UK variant or early-lineage SARS-CoV-2 viruses VIC and IC19,gpt-3.5-turbo,"{'Proteomics', 'Infectious disease'}",{'Phosphoproteomics'}
"TCH1516 CA-MHB Evolution
","TCH1516 CA-MHB Evolution
",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Evolutionary biology'}",set()
"FluOMICS - Metabolomics analysis of HTBE cells infected with H1N1 influenza virus
","Metabolomics analysis of human tracheobronchial epithelial (HTBE) cells was conducted at multiple time points in response to infection with influenza A/California/04/09 (H1N1) virus or mock infection. [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Computational biology', 'Infectious disease'}",set()
"Mouse lung metabolome response to a wild type infectious clone of H7N9 Influenza virus and mutants
","ABSTRACT: Metabolomics data from mouse lung; Treated with wild-type and mutant H7N9 and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates

",gpt-3.5-turbo,"{'Microbiology', 'Metabolomics', 'Infectious disease'}",set()
"Transcription elongation regulates genome 3D structure
","How transcription affects genome organization in the nucleus is poorly understood. Analyzing influenza A virus (IAV)-infected human macrophages, we observe rapid reorganization of chromatin interactions. These changes occur where IAV NS1 protein-induced global inhibition of transcription termination leads to read-through transcription for hundreds of kilobases past the ends of highly transcribed genes. In these read-through regions, RNA polymerase II induces cohesin displacement from CTCF sites at loop anchors, leading to disrupted chromatin interactions and decompaction. Conversely, transcription elongation inhibition allows cohesin to accumulate at previously transcribed CTCF sites and to mediate chromatin looping and compaction. Data from non-viral stimuli indicates that transcription generally regulates cohesin and genome organization within gene bodies. Additionally, transcription into heterochromatin regions switches them from the inert (B) to the permissive (A) chromatin compartment and enables transcription factor binding. Our data indicate that transcription elongation by RNA polymerase II remodels genome architecture in vivo.",gpt-3.5-turbo,"{'Genetics', 'DNA replication and recombination', 'Transcriptomics'}",set()
"Identification of chloramphenical and tigecycline hypersensitivity loci in Acinetobacter baumannii
","A. baumannii Tn-seq banks were grown in broth culture in the presence or absence of growth inhibiting concentrations of either chloramphenicol or tigecycline. After allowing 7-8 generations of growth, the banks were pooled and subjected to deep sequencing to identify insertions that confer hypersensitivity to antibiotics.
",gpt-3.5-turbo,"{'Bioinformatics', 'Microbiology'}",{'Antibiotic Resistance'}
Post-translational modifications in Tuberculosis-Human Protein-Protein Interaction Network,Description: Post-translational modifications (phosphorylation and ubiquitylation) are overlayed on the human Mtb protein protein interaction network.  The work was performed in primary murine bone marrow-derived macrophages.  Reported 24 samples in this dataset.,gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Infectious disease'}",set()
"S.aureus USA300 LAC Vancomycin
","S.aureus USA300 LAC was exposed to sub-inhibitory concentration of Vancoymcin in different media.
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Infectious disease'}",set()
"Rectal swabs in critically-ill patients provide discordant representations of the gut microbiome compared to stool samples
","Dysbiosis of gut microbial communities has been proposed to contribute to the evolution and outcome of critical illness, but the actual mechanisms have not been fully characterized. Among critically-ill adults, specific compositional profiles, such as the ratio of Bacteriodetes to Firmicutes phyla (B/F ratio) have been associated with in-hospital mortality. Thus, detailed characterization of gut communities during critical illness may help define new mechanisms and targets for intervention. However, obtaining fecal (stool) samples for research purposes during acute illness is challenging and rectal swabs have been proposed as an alternative that is safe, non-invasive, and easy to perform. In this prospective, observational cohort study, we enrolled mechanically-ventilated patients with acute respiratory failure of any cause and collected stool and rectal swabs. Discordance in alpha and beta diversity and bacterial composition was noted between sample locations, which should raise caution in in the design and analysis of gut microbiome studies in critically-ill patients.",gpt-3.5-turbo,"{'Critical care medicine', 'Microbiology', 'Sample collections'}",set()
IFIT2 CLIP-Seq to identify RNAs bound during influenza virus infection and ribosome profiling,The impact of IFIT2 on translation of viral and host mRNA was investigated using IFIT2 CLIP-Seq and ribosome profiling,gpt-3.5-turbo,"{'Ribosome Profiling', 'RNA', 'Infectious disease'}",set()
"GNPS - Mouse lung lipidome response to a wild type infectious clone of H7N9 Influenza virus and mutants
","Lipidomics data from mouse lung; Treated with wild-type and mutant H7N9 and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Animal study', 'Immunology', 'Infectious disease'}",set()
"Mouse cortex transcriptome response to a wild type West Nile virus (WNV), New York 99 Strain, and mutant WNV-E218A viruses [WCT001_mRNA]","The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse cortex infected with wild-type West Nile virus (WNV; WNV-NY99 382), and mutant WNV-E218A (WNV-NY99 382 E218A 2 nt).",gpt-3.5-turbo,"{'Animal study', 'Transcriptomics', 'Virology'}",set()
"Dataset MSV000081930 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081930 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'""Data submission, annotation, and curation""', 'Data management', 'Data security'}",set()
Tnseq1,Tn-seq and RNA-seq of three strains of S. pneumoniae during nutrient depletion.,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'RNA'}",set()
PerSorted dim and lit cells of MSM-mEos2,"Mycobacterium tuberculosis (MTB) generates phenotypic diversity to persist and survive the harsh conditions encountered during infection. MTB avoids immune effectors and antibacterial killing by entering into distinct physiological states. The surviving cells, persisters, are a major barrier to the timely and relapse-free treatment of tuberculosis (TB). We present for the first time, PerSort, a method to isolate and characterize persisters in the absence of antibiotic, or other pressure. We demonstrate the value of PerSort to isolate translationally dormant cells that pre-exist in small numbers within Mycobacterium spp. cultures growing under optimal conditions, but which dramatically increased in proportion under stress conditions. The translationally dormant subpopulation exhibited multidrug tolerance and regrowth properties consistent with persister cells. Furthermore, PerSort enabled single-cell transcriptional profiling that provided evidence that the translationally dormant persisters were generated through a variety of mechanisms, including vapC30, mazF, and relA/spoT overexpression. Finally, we demonstrate that notwithstanding the varied mechanisms by which the persister cells were generated, they converge on a similar low oxygen metabolic state that was reversed through activation of respiration to rapidly eliminate persisters fostered under host-relevant stress conditions. We conclude that PerSort provides a new tool to study MTB persisters, enabling targeted strategies to improve and shorten the treatment of TB.",gpt-3.5-turbo,"{'Microbial ecology', 'Microbiology', 'Infectious disease'}",set()
"Parallel evolution of tobramycin resistance across species and environments
","An important problem in evolution is identifying the genetic basis of how different species adapt to similar environments. Understanding how diverse bacterial pathogens evolve in response to an antimicrobial treatment is a pressing example of this problem, where discovery of molecular parallelism could lead to clinically useful predictions. Evolution experiments with pathogens in environments containing antibiotics, combined with periodic whole population genome sequencing, can be used to identify many contending routes to antimicrobial resistance. We separately propagated two clinically relevant Gram-negative pathogens, Pseudomonas aeruginosa and Acinetobacter baumannii, in increasing concentrations of tobramycin in two different environments each: planktonic and biofilm. Independent of the pathogen, populations adapted to tobramycin selection by parallel evolution of mutations in fusA1, encoding elongation factor G, and ptsP, encoding phosphoenolpyruvate phosphotransferase. As neither gene is a direct target of this aminoglycoside, both are unexpected and underreported causes of resistance. Additionally, both species acquired antibiotic-associated mutations that were more prevalent in the biofilm lifestyle than planktonic, in electron transport chain components in A. baumannii and LPS biosynthesis enzymes in P. aeruginosa populations. Using existing databases, we discovered both fusA1 and ptsP mutations to be prevalent in antibiotic resistant clinical isolates. Additionally, we report site-specific parallelism of fusA1 mutations that extend across several bacterial phyla. This study suggests that strong selective pressures such as antibiotic treatment may result in high levels of predictability in molecular targets of evolution despite differences between organism's genetic background and environment.",gpt-3.5-turbo,"{'Genomics', 'Antimicrobial Resistance', 'Microbiology'}",set()
"GNPS U01 COM04 Metabolomics LAC RPMI+10%LB High-Resolution Dual-Polarity qTOF LC/MS Method
","Coordinated OMICs data collection as part of UCSD U01 ""Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity"" [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Systems biology', 'Metabolomics'}",set()
Primary human dendritic cell transcriptome response to a wild type MERS-CoV (icMERS),The purpose is to obtain samples for mRNA analysis in primary human dendritic cells infected with wild type MERS-CoV (icMERS).,gpt-3.5-turbo,"{'Genetics', 'Immunology', 'Gene expression'}",set()
"Staphylococcus aureus strain:LAC Transcriptome or Gene expression
","RNAseq of S. aureus LAC treated with Nafcillin in two different media types: CA-MHB and RPMI+1ug/ml LL37
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Transcriptomics', 'Gene expression'}",set()
Mycobacterium tuberculosis H37Rv transcriptional response to antibacterial agents,"Bacteria commonly adapt to stresses by altering gene expression. To understand the response of M. tuberculosis (MTB) to various antibacterial agents, we performed transcriptomics on MTB bacilli exposed to several test compounds as well as known drugs (capreomycin, cycloserine, ethionamide, isoniazid, kanamycin, moxifloxacin, PA-824, rifampicin, streptomycin).",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Transcriptomics'}",{'Tuberculosis'}
Human Calu-3 cell transcriptome response to a wild type infectious clone of H7N9 Influenza virus and mutant H7N9 viruses,"The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in human Calu-3 cells infected with WT A/Anhui/1/2013 (H7N9; 'AH1'), AH - NS1-103F/106M, and AH1 - 691 (ferret adapted virus).",gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Infectious disease'}",set()
"Gene expression analysis of WT, IFNAR KO, or STING KO bone marrow derived macrophages treated with IFNbeta and/or infected with live or heat killed Mycobacterium tuberculosis","The aim of this study was to identify the signaling pathways differentially engaged upon infection with either live or heat killed Mycobacterium tuberculosis in murine bone marrow derived macrophages. Based on preliminary data that type I IFN signaling dominates the transcriptional differences, we investigated what roles the type I IFN receptor IFNAR and the signaling molecule STING play during infection with either live or heat killed Mycobacterium tuberculosis in bone marrow derived macrophages. In WT and STING KO macrophages, IFNbeta treatment was added either by itself or in addition to both of the infection conditions to test whether the lack of IFNbeta induction in these cells accounted for any differences in transcriptional respones.added IFNbeta treatment either by itself or in addition to both of the infection conditions.",gpt-3.5-turbo,"{'Molecular biology', 'Immunology', 'Gene expression'}",set()
Role of diverse NS1 influenza segments in the infection of human bronchial epithelial cells,Transcriptome comparison of influenza infection with diverse NS1 sequences with a common H5N1 background.,gpt-3.5-turbo,"{'Transcriptomics', 'Virology', 'Infectious disease'}",set()
"Human liver Huh cell transcriptome (miRNA) response to a Wild-type ΔVP30 Ebola virus, Δmucin, and ssGP mutants","The purpose is to obtain samples for microRNA analysis in human liver Huh cells using the following viruses obtained by reverse genetics: Zaire Ebola virus wild-type (WT) in the ΔVP30 background (wild), ΔsGP virus (eliminates expression of soluble glycoprotein [GP]) (ssGP), and Δmucin virus (encodes a GP lacking the mucin domain) (mucin).",gpt-3.5-turbo,"{'Bioinformatics', 'Transcriptomics', 'Virology'}",set()
"Identification of ceftazidime and colistin hypersensitivity loci in Acinetobacter baumannii
","A. baumannii Tn-seq banks were grown in broth culture in the presence or absence of growth inhibiting concentrations of either ceftazidime or colistin. After allowing 7-8 generations of growth, the banks were pooled and subjected to deep sequencing to identify insertions that confer hypersensitivity to antibiotics.
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Bioinformatics'}",set()
"Mouse cerebellum transcriptome response to a wild type West Nile virus (WNV), New York 99 Strain, and mutant WNV-E218A viruses [WCB001_mRNA]","The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse cerebellum infected with wild-type West Nile virus (WNV; WNV-NY99 382), and mutant WNV-E218A (WNV-NY99 382 E218A 2 nt).",gpt-3.5-turbo,"{'Transcriptomics', 'Mouse clinic', 'Infectious disease'}",set()
"SRA Study SRP156489 is not public
","SRA Study SRP156489 is not public
",gpt-3.5-turbo,"{'Open science', 'Bioinformatics', '""Data submission, annotation, and curation""'}",set()
Mouse primary myeloid dendritic cell transcriptome response to a wild type infectious clone of West Nile virus (WNVMT) and mutant virus (WNVE218A).,The purpose is to obtain samples for mRNA analysis in primary mouse myeloid dendritic cells infected with wild type West Nile virus (WNVMT) and mutant virus (WNVE218A).,gpt-3.5-turbo,"{'Transcriptomics', 'Molecular biology', 'Infectious disease'}",set()
Private,"To be released on Mar 10, 2025",gpt-3.5-turbo,"{'Data integration and warehousing', 'Data security', 'Data management'}",set()
