Name,Description,Model,Predictions,Hallucinations
Utilizing microbiome and bioinformatic tools to reduce energy use and food waste in poultry,"Poultry is a massive and growing industry with substantial energy costs, partly due to rapid
cooling necessary to preserve meat quality and shelf-life. In the United States, water chilling
(WC) is commonly employed, although air chilling (AC) requires almost 50 times less gross
energy. There is a knowledge gap about the holistic effects of WC vs AC on poultry meat
products that likely inhibits the poultry industry from adopting AC, which is widely used in
Europe. Measuring product quality and shelf-life can be challenging and expensive. We propose
here a novel approach to this aspect of poultry science - to utilize microbiome tools to
characterize poultry microbial ecology during processing through to retail display, and determine
how it relates to quality, shelf-life, and nutritive status. Our goals are two-fold. We will provide a
comprehensive assessment of the effects of WC vs AC on poultry quality, including nutritive
value, shelf-life, and microbial ecology. Secondly, we will provide the industry with a novel
microbiome tool for inexpensively, and accurately characterizing the microbial communities
associated with meat, which we suspect are predictive of quality, shelf-life and nutritive status.",gpt-3.5-turbo,"{'Microbial ecology', 'Bioinformatics', 'Agricultural science'}",set()
Microbiome recovery following colorectal surgery and antibiotic exposure in mice is dependent on diet and has a major influence on anastomotic healing: a longitudinal 16S rRNA analysis,"Background: Previous work has indicated that major compositional and functional changes in the colon microbiota develop following removal of segment of the colon (resection) and its reconnection (anastomosis). Effect of microbiota on anastomotic healing  becomes well evident and demonstrated that collagenolytic bacteria (i.e., Enterococcus faecalis) impair healing leading to anastomotic leak with undesirable consequences. Among the patients’ physiological factors associated with post-operative leakage is obesity. Here we performed longitudinal analyses of colonic microbiota during the healing period after colon resection in mice to address if an obesity-related diet influences the post-operative colonic microbiome composition. 
Results: Pre-operatively, the colonic microbiota of PUFA- fed mice was characterized by lower diversity, a significant shift in composition (beta-diversity), and an alteration in the  Firmicutes:Bacteroidetes ratio in favor of increased Firmicutes. Longitudinal analysis of expelled stool in PUFA-fed mice demonstrated a bloom of Enterococcus at the second post-operative day (POD) 2-4 , reaching a relative abundance of 90%, whereas in Chow- fed mice a modest 15%  increase was observed. Eventually Enterococcus disappeared in Chow-fed mice at POD5, however  it persisted in expelled stool in PUFA fed mice and was observed at high density in the colonic tissues of PUFA-fed mice sacrificed on POD24-28. The microbiota of  Chow-fed mice was restored to its preoperative composition by POD14-18 however microbiota remained persistently disrupted in PUFA-fed mice. Collagenolytic Enterococcus, a phenotype previously demonstrated to be causative of anastomotic disruption, predominated in the anastomotic tissues of PUFA-fed mice and was accompanied by other potentially collagenolytic bacteria including Proteus and Serratia. PUFA, but not chow-fed mice demonstrated significantly impaired anastomotic healing in this model (p<0.001).
Conclusion. Pre-operative exposure of the colonic microbiota to the selective pressures of high fat/low fiber Western-type diet, preferable diet of obese human, has a major influence on the post-operative colonic microbiota characterized by a tremendous increase of Enterococcus associated with impaired anastomotic healing.
",gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Animal study'}",set()
Nucleic acid extraction kit comparison testing 2019-2020,"One goal of microbial ecology researchers is to capture the maximum amount of information from all organisms in a sample. The recent COVID-
19 pandemic, caused by the RNA virus SARS-CoV-2, has highlighted a gap in traditional DNA-based protocols, including the high-throughput
methods the authors previously established as field standards. To enable simultaneous SARS-CoV-2 and microbial community profiling, the
authors compared the relative performance of two total nucleic acid extraction protocols with the authors’ previously benchmarked protocol. The
authors included a diverse panel of environmental and host-associated sample types, including body sites commonly swabbed for COVID-19
testing. Here the authors present results comparing the cost, processing time, DNA and RNA yield, microbial community composition, limit of
detection and well-to-well contamination between these protocols.",gpt-3.5-turbo,"{'Genetics', 'Microbial ecology', 'Infectious disease'}",set()
Bergen Ocean Acidification Mesocosms,"Water samples were obtained from a replicated mesocosm study (two treatments, each in triplicate) established in coastal waters of a fjord close to Bergen, Norway (60.27 N: 5.22 E). Each mesocosm contained 11,000 L of coastal water and two of the six mesocosms were sampled for this study. To induce the phytoplankton bloom, nitrate and phosphate were added. Water samples were taken at the peak and immediately following the collapse of the phytoplankton bloom from both a high CO2 and control mesocosm. Water samples were collected in May 2006. Metagenomic and Metatranscriptomics data has already been published. These data presented here are 16S rRNA V3-V4 Illumina amplicon data.",gpt-3.5-turbo,"{'Metagenomics', 'Taxonomy', 'Environmental sciences'}",set()
2018 Australia fish microbiome study ,"Atl salmon study
""Microbial Ecology of Atlantic Salmon (Salmo salar) Hatcheries: Impacts of the Built Environment on Fish Mucosal Microbiota""
ABSTRACT 
Successful rearing of fish in hatcheries is critical for conservation, recreational fishing, commercial fishing through wild stock enhancements, and aquaculture production. Flowthrough (FT) hatcheries require more water than recirculating aquaculture systems (RAS), which enable up to 99% of their water to be recycled, thus significantly reducing environmental impacts. Here, we evaluated the biological and physical microbiome interactions of three Atlantic salmon hatcheries (RAS n = 2, FT n = 1). Gill, skin, and digesta from six juvenile fish along with tank biofilms and water were sampled from tanks in each of the hatcheries (60 fish across 10 tanks) to assess the built environment and mucosal microbiota using 16S rRNA gene sequencing. The water and tank biofilm had more microbial richness than fish mucus, while skin and digesta from RAS fish had 2 times the richness of FT fish. Body sites each had unique microbiomes (P < 0.001) and were influenced by hatchery system type (P < 0.001), with RAS being more similar. A strong association between the tank and fish microbiome was observed. Water and tank biofilm richness was positively correlated with skin and digesta richness. Strikingly, the gill, skin, and digesta communities were more similar to that in the origin tank biofilm than those in all other experimental tanks, suggesting that the tank biofilm has a direct influence on fish-associated microbial communities. Lastly, microbial diversity and mucous cell density were positively associated with fish growth and length. The results from this study provide evidence for a link between the tank microbiome and the fish microbiome, with the skin microbiome as an important intermediate.

-------------------------------------------------------------------------------------------------------------------------------------------------

Southern Bluefin Tuna study:
""The Southern Bluefin Tuna Mucosal Microbiome Is Influenced by Husbandry Method, Net Pen Location, and Anti-parasite Treatment""
ABSTRACT
Aquaculture is the fastest growing primary industry worldwide. Marine finfish culture in open ocean net pens, or pontoons, is one of the largest growth areas and is currently the only way to rear high value fish such as bluefin tuna. Ranching involves catching wild juveniles, stocking in floating net pens and fattening for 4 to 8 months. Tuna experience several parasite-induced disease challenges in culture that can be mitigated by application of praziquantel (PZQ) as a therapeutic. In this study, we characterized the microbiome of ranched southern Bluefin Tuna, Thunnus maccoyii, across four anatomic sites (gill, skin, digesta, and anterior kidney) and evaluated environmental and pathological factors that influence microbiome composition, including the impact of PZQ treatment on microbiome stability. Southern bluefin tuna gill, skin, and digesta microbiome communities are unique and potentially influenced by husbandry practices, location of pontoon growout pens, and treatment with the antiparasitic PZQ. There was no significant relationship between the fish mucosal microbiome and incidence or abundance of adult blood fluke in the heart or fluke egg density in the gill. An enhanced understanding of microbiome diversity and function in high-value farmed fish species such as bluefin tuna is needed to optimize fish health and improve aquaculture yield. Comparison of the bluefin tuna microbiome to other fish species, including Seriola lalandi (yellowtail kingfish), a common farmed species from Australia, and Scomber japonicus (Pacific mackerel), a wild caught Scombrid relative of tuna, showed the two Scombrids had more similar microbial communities compared to other families. The finding that mucosal microbial communities are more similar in phylogenetically related fish species exposes an opportunity to develop mackerel as a model for tuna microbiome and parasite research.
-------------------------------------------------------------------------------------------------------------------------------------------------
Yellowtail microbiome study:
""Impacts of the marine hatchery built environment and feed on mucosal microbiome colonization across ontogeny in yellowtail kingfish, Seriola lalandi""
ABSTRACT
The fish gut microbiome is impacted by a number of biological and environmental factors including fish feed formulations. Unlike mammals, vertical microbiome transmission is largely absent in fish and thus little is known about how the gut microbiome is initially colonized during hatchery rearing nor the stability throughout growout stages. Here we investigate how various microbial-rich surfaces from the built environment ‘BE’ and feed influence the development of the mucosal microbiome (gill, skin, and digesta) of an economically important marine fish, yellowtail kingfish, Seriola lalandi, over time. For the first experiment, we sampled gill and skin microbiomes from 36 fish reared in three tank conditions, and demonstrate that the gill is more influenced by the surrounding environment than the skin. In a second experiment, fish mucous (gill, skin, and digesta), the BE (tank side, water, inlet pipe, airstones, and air diffusers) and feed were sampled from indoor reared fish at three ages (43 dph, 137 dph, 430 dph; n=12 per age). At 430 dph, 20 additional fish were sampled from an outdoor ocean net pen. A total of 304 samples were processed for 16S rRNA gene sequencing. Gill and skin alpha diversity increased while gut diversity decreased with age. Diversity was much lower in fish from the ocean net pen compared to indoor fish. The gill and skin are most influenced by the BE early in development, with aeration equipment having more impact in later ages, while the gut microbiome becomes increasingly differentiated from the environment over time. Feed had a relatively low impact on driving microbial communities. Our findings suggest that S. lalandi mucosal microbiomes are differentially influenced by the built environment with a high turnover and rapid succession occurring in the gill and skin while the gut microbiome is more stable. We demonstrate how individual components of a hatchery system, especially aeration equipment, may contribute directly to microbiome development in a marine fish. In addition, results demonstrate how early life (larval) exposure to stressors in the rearing environment may influence fish microbiome development which is important for animal health and aquaculture production.



",gpt-3.5-turbo,"{'Microbial ecology', 'Microbiology', 'Animal study'}",set()
Gut microbiota from high-risk men who have sex with men drive immune activation in gnotobiotic mice and in vitro HIV infection,"Men who have sex with men (MSM) have differences in immune activation and gut microbiome composition compared with men who have sex with women (MSW), even in the absence of HIV infection. Gut microbiome differences associated with HIV itself when controlling for MSM, as assessed by 16S rRNA sequencing, are relatively subtle. Understanding whether gut microbiome composition impacts immune activation in HIV-negative and HIV-positive MSM has important implications since immune activation has been associated with HIV acquisition risk and disease progression. To investigate the effects of MSM and HIV-associated gut microbiota on immune activation, we transplanted feces from HIV-negative MSW, HIV-negative MSM, and HIV-positive untreated MSM to gnotobiotic mice. Following transplant, 16S rRNA gene sequencing determined that the microbiomes of MSM and MSW maintained distinct compositions in mice and that specific microbial differences between MSM and MSW were replicated. Immunologically, HIV-negative MSM donors had higher frequencies of blood CD38+ HLADR+ and CD103+ T cells and their fecal recipients had higher frequencies of gut CD69+ and CD103+ T cells, compared with HIV-negative MSW donors and recipients, respectively. Significant microbiome differences were not detected between HIV-negative and HIV-positive MSM in this small donor cohort, and immune differences between their recipients were trending but not statistically significant. A larger donor cohort may therefore be needed to detect immune-modulating microbes associated with HIV. To investigate whether our findings in mice could have implications for HIV replication, we infected primary human lamina propria cells stimulated with isolated fecal microbiota, and found that microbiota from MSM stimulated higher frequencies of HIV-infected cells than microbiota from MSW. Finally, we identified several microbes that correlated with immune readouts in both fecal recipients and donors, and with in vitro HIV infection, which suggests a role for gut microbiota in immune activation and potentially HIV acquisition in MSM.",gpt-3.5-turbo,"{'Microbiology', 'Immunology', 'Infectious disease'}",set()
Response of Cucumber and Tomato Microbiomes to Rainfall,"We profiled the surface bacterial communities of cucumber fruit, tomato fruit, and tomato leaves in the days surrounding two rainstorms to investigate the influence of rain on the microbiome of these crops. ",gpt-3.5-turbo,"{'Microbial ecology', 'Environmental sciences', 'Agricultural science'}",set()
Continental-scale hotel microbiome project,"With the advance of large-scale sequencing technology, cultural independent microbiome surveys were conducted in home, hospital, school and kindergarten, revealed diverse microbiome distribution in the indoor environment. But many common built environment has not been surveyed yet, and few studies have quantified multiple perspectives of microbiomes such as microbial richness, composition and quantity and determined the associated environmental factors. In this study, we presented a continental-scale microbiome survey for hotel rooms (n = 68) spanning large geographic regions. Similar number of bacterial (4,344) and fungal (4,555) operational taxonomic units were identified in hotels, but the fungal taxa showed more endemic distribution compared to the bacterial taxa. Hotel bacteria were dominated by aerobic, ubiquitous taxa that can colonize in multiple ecological niches, and the most dominant hotel fungi was Aspergillus, especially in some low latitude hotels that the genus accounted for ~80% of total fungal load. Latitude was a major predictor for bacterial and fungal composition variation and fungal quantity, but not for microbial richness, which contradicted with common ecological patterns. Floor surface type was a predictor for bacterial composition, and factors associated with relative humidity such as seaside location and visible dampness or mold, were predictors for fungal composition. Redecoration age was the predictor for bacterial richness. Floor surface type and surrounding traffic were the predictor for fungal richness. Quality of interior, an evaluation on the indoor standard of textiles, walls and furnitures, was a predictor for multiple microbial characteristics including bacterial richness and composition, fungal composition and quantity, suggesting the importance of indoor furnishings in shaping the indoor microbial communities. This is the first study to reveal that different environmental characteristics determines microbial richness, composition variation and quantity in an indoor environment, and both global and indoor factors are important in shaping indoor microbiomes. ",gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Environmental sciences'}",set()
auto-FMT,"Antibiotic treatment can deplete the commensal bacteria of a patient's gut microbiota and, paradoxically, increase their risk of subsequent infections. In allogeneic hematopoietic stem cell transplantation (allo-HSCT), antibiotic administration is essential for optimal clinical outcomes but significantly disrupts intestinal microbiota diversity, leading to loss of many beneficial microbes. Although gut microbiota diversity loss during allo-HSCT is associated with increased mortality, approaches to reestablish depleted commensal bacteria have yet to be developed. We have initiated a randomized, controlled clinical trial of autologous fecal microbiota transplantation (auto-FMT) versus no intervention and have analyzed the intestinal microbiota profiles of 25 allo-HSCT patients (14 who received auto-FMT treatment and 11 control patients who did not). Changes in gut microbiota diversity and composition revealed that the auto-FMT intervention boosted microbial diversity and reestablished the intestinal microbiota composition that the patient had before antibiotic treatment and allo-HSCT. These results demonstrate the potential for fecal sample banking and posttreatment remediation of a patient's gut microbiota after microbiota-depleting antibiotic treatment during allo-HSCT.",gpt-3.5-turbo,"{'Medical biotechnology', 'Microbiology', 'Immunology'}",set()
Concurrent measurement of microbiome and allergens in the air of bedrooms of allergy disease patients in the Chicago area,"The particulate and biological components of indoor air have a substantial impact on human health, especially immune respiratory conditions such as asthma. To better explore the relationship between allergens, the microbial community, and the indoor living environment, we sampled the bedrooms of 65 homes in the Chicago area using the patient-friendly Inspirotec electrokinetic air sampling device, which collects airborne particles for characterization of both allergens and microbial DNA. The sampling device captured sufficient microbial material to enable 16S rRNA amplicon sequencing data to be generated for every sample in the study. Neither the presence of HEPA filters, nor the height at which the air-sampling device was placed had any influence on the microbial community profile. A core microbiota of 31 OTUs were was present in more than three quarters of the samples, comprising around 45% of the relative sequence counts in each bedroom. The most abundant single organisms was Staphylococccus, and while the majority of the core taxa were predicted to be human-associated, the plant-associated genus Sphingomonas was found in the corewith other core taxa both human and outdoor-associated.. Bacterial alpha diversity was significantly increased in bedrooms that reported having open windows, those with flowering plants in the vicinity, and those in homes occupied by dogs. Porphyromonas, Moraxella, Sutterella, and Clostridium, along with family Neisseraceae were significantly enriched in homes with dogs; interestingly, cats did not show a significant impact on microbial diversity or relative abundance. While dog allergen load was significantly correlated with bacterial alpha diversity, the taxa that significantly correlated with allergen burden did not exclusively overlap with those enriched in homes with dogs. Alternaria allergen load was positively correlated with bacterial alpha diversity, while Aspergillus allergen load was negatively correlated. The Alternaria allergen load was also significantly correlated with open windows. Microbial communities were significantly differentiated between rural, suburban and urban homes, and houses that were physically closer to each other maintained significantly more similar microbiota. We have demonstrated that it is possible to determine significant associations between allergen burden and the microbiota in air from the same sample, and that these associations relate to the characteristics of the home and neighborhoods. ",gpt-3.5-turbo,"{'Environmental sciences', 'Microbiology', 'Biology'}",set()
Vaginal Estrogen Therapy for Prevention of Recurrent UTI in Postmenopausal Women,"This study looks at the effects of vaginal estrogen therapy on urinary tract infection occurrence in postmenopausal women. Women had a baseline urine sample collected (prior to vaginal estrogen initiation) and then had another urine sample collected after 6 months of vaginal estrogen therapy. In the mapping file, this is “Est_status” - either “Baseline” or “6mosEst”",gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Immunology', 'Infectious disease'}",set()
Ocean acidification shows negligible impacts on high-latitude bacterial community structure in coastal pelagic mesocosms,Metagenome and transcriptome of filtered sea water samples from mesocosms under different CO2 partial pressure. CO2 pressures were increased in multiple mesocosms and samples within each were taken during an elongated period of time.,gpt-3.5-turbo,"{'Metagenomics', 'Metatranscriptomics', 'Environmental sciences'}",set()
Urine Is Not Sterile: Use of Enhanced Urine Culture Techniques To Detect Resident Bacterial Flora in the Adult Female Bladder,"Our previous study showed that bacterial genomes can be identified using 16S rRNA sequencing in urine specimens of both
symptomatic and asymptomatic patients who are culture negative according to standard urine culture protocols. In the present
study, we used a modified culture protocol that included plating larger volumes of urine, incubation under varied atmospheric
conditions, and prolonged incubation times to demonstrate that many of the organisms identified in urine by 16S rRNA gene
sequencing are, in fact, cultivable using an expanded quantitative urine culture (EQUC) protocol. Sixty-five urine specimens
(from 41 patients with overactive bladder and 24 controls) were examined using both the standard and EQUC culture techniques.
Fifty-two of the 65 urine samples (80%) grew bacterial species using EQUC, while the majority of these (48/52 [92%])
were reported as no growth at 103 CFU/ml by the clinical microbiology laboratory using the standard urine culture protocol.
Thirty-five different genera and 85 different species were identified by EQUC. The most prevalent genera isolated were Lactobacillus
(15%), followed by Corynebacterium (14.2%), Streptococcus (11.9%), Actinomyces (6.9%), and Staphylococcus (6.9%).
Other genera commonly isolated include Aerococcus, Gardnerella, Bifidobacterium, and Actinobaculum. Our current study demonstrates
that urine contains communities of living bacteria that comprise a resident female urine microbiota.",gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Gynaecology and obstetrics'}",{'Gynecology and obstetrics'}
"A simple microbiome in the European common cuttlefish, Sepia officinalis","The European common cuttlefish, Sepia officinalis, is used extensively in biological and biomedical research yet its microbiome remains poorly characterized. We analyzed the microbiota of the digestive tract, gills, and skin in mariculture-raised S. officinalis using a combination of 16S rRNA amplicon sequencing, qPCR and fluorescence spectral imaging.  Sequencing revealed a highly simplified microbiota consisting largely of two single bacterial amplicon sequence variants (ASVs) of Vibrionaceae and Piscirickettsiaceae. The esophagus was dominated by a single ASV of the genus Vibrio. Imaging revealed bacteria in the family Vibrionaceae distributed in a discrete layer that lines the esophagus. This Vibrio was also the primary ASV found in the microbiota of the stomach, cecum, and intestine, but occurred at lower abundance as determined by qPCR and was found only scattered in the lumen rather than in a discrete layer via imaging analysis. Treatment of animals with the commonly-used antibiotic enrofloxacin led to a nearly 80% reduction of the dominant Vibrio ASV in the esophagus but did not significantly alter the relative abundance of bacteria overall between treated versus control animals. Data from the gills was dominated by a single ASV in the family Piscirickettsiaceae, which imaging visualized as small clusters of cells. We conclude that bacteria belonging to the Gammaproteobacteria are the major symbionts of the cuttlefish Sepia officinalis cultured from eggs in captivity, and that the esophagus and gills are major colonization sites.",gpt-3.5-turbo,"{'Metagenomics', 'Animal study', 'Microbiology'}",set()
Exploring the microbiota of raw and pasteurized milk and the bacterial link to slits in commercial Cheddar cheese,"Milk and cheese are microbial ecosystems that can harbor diverse bacterial communities and therefore are vulnerable to spoilage and other defects. Cheese defects constitute a considerable burden to the dairy industry, among which slits are one of the most common concerns for Cheddar cheese. To advance the goal of producing cheese free of slit defects, we employed high-throughput DNA sequencing targeting 16S rRNA genes to understand how bacterial communities of raw and pasteurized milk affect the cheese quality. Included in our DNA sequencing approach is the capacity to distinguish between living and total bacteria by the application of propidium monoazide (PMA). Examination of Cheddar cheese samples showed a steady decline in alpha diversity of non-starter bacteria during the 120-day aging period. Compositional changes were also observed such that Streptococcus and Pseudomonas proportions decreased and Lactobacillus and Bacillus increased towards the end of aging. 
Comparisons between matched milk and cheese samples indicated cheese defects could be associated with the bacterial communities in pasteurized milk. Cheese that contained slits was made from milk harboring fewer contaminating bacterial cells but a larger number of species compared to milk that resulted in high-quality cheese. The presence of Bacillus, Brevibacillus, Corynebacterium, Lactobacillus and Turicibacter in pasteurized milk were also correlated with slits in cheese. The abundance of these genera were also highly dependent on equipment-cleaning schedules and their proportions decreased over 3-fold immediately after cleaning. Overall, our findings show that the slit defects might be due to a subpopulation of bacterial strains that survive milk pasteurization (HTST) in low abundance but persist and remain metabolically active during cheese fermentation. This work contributes to our understanding of bacterial population dynamics in dairy processing facilities and provides opportunities to modify cleaning and processing protocols to ensure the consistent production of high-quality dairy products.",gpt-3.5-turbo,"{'Biotechnology', 'Microbiology'}",{'Food science'}
A comparison of sample processing and bacterial lysis methods for dairy product DNA extraction using automation friendly kits ,"The bacterial composition of milk and other dairy products are important determinants of product safety and quality. Therefore, accurate assessments of bacterial populations in milk are of great importance to the dairy industry. High-throughput 16S rRNA gene sequencing technologies are increasingly used in examining the dairy ecosystems. However, without standards methods, inconsistent and contradictory results have been reported. Therefore, in this study, by using both bacterial cell mock community and real milk samples, we evaluated a number of factors including milk collection volumes (200 L, 1 mL, 10 mL and 30 mL), storage conditions (freeze with PBS or 25% glycerol and 5 cycles of freeze-thaw), propidium monoazide treatment to enrich for viable cells, DNA extraction kits (MagMAX Total, CORE and Ultra 2.0) and cell lysis methods. The method of cell lysis conferred the largest variation on bacterial diversities, with effect sizes of 0.76 (Bray-Curtis) and 0.54 (weighted UniFrac). Specifically, gentle lysis methods (bead beat for 10 s at 4 m/s or vortex at 1800 rpm for 10 s) paired with MagMAX Total kit and proteinase K digestion provided the most accurate mock community representation, resulting in up to 12.3-fold reduction in Bray-Curtis distances from theoretical values compared to CORE and Ultra 2.0 kits using harsh lysis methods (bead beat twice for 1 min at 6.5 m/s with 1 min interval on ice or vortex at 1800 rpm for 15 min). This DNA extraction method (Total + proteinase K + gentle lysis) was also validated by raw and pasteurized milk samples. For the upstream milk collection, at least 10 mL should be sampled for consistent representation of the full community. Storage conditions caused minor variations on bacterial diversity, with effect sizes of 0.12 (Bray-Curtis) and 0.09 (weighted UniFrac). PMA inhibition of dead cells were variable between organisms. Moreover, contamination from PMA (51%) and RNase A treatment (7%) were prevalent, highlighting the importance of negative controls.",gpt-3.5-turbo,"{'Complementary medicine', 'Microbiology', 'Molecular biology'}",set()
Remitted affective disorders and high familial risk of affective disorders associate with aberrant intestinal microbiota,"OBJECTIVE:
Affective disorders seem associated with aberrant intestinal microbiota but whether this pattern also occurs in individuals at increased heritable risk is unknown. We investigated associations between gut microbiota profiles and affective disorders by comparing monozygotic (MZ) twins concordant (affected twins with unipolar or bipolar disorder in remission) and discordant to affective disorders (high-risk) with MZ twins without affective disorders (low-risk).
METHODS:
Stool samples were collected from 128 MZ twins and the microbiome was profiled using 16S rDNA sequencing of the V3-V4 region.
RESULTS:
Affected twins had a lower diversity and an absence of a specific operational taxonomical unit (OTU) in comparison with low-risk twins. The high-risk twins exhibited the same pattern although the lower diversity was only at a trend level. The OTU belonged to the family Christensenellaceae. The findings were not explained by lifestyle factors (smoking, alcohol consumption, body mass index, or psychotropic medication).
CONCLUSION:
Affected twins in remission and high-risk twins presented aberrant gut microbiota with depletion of a specific OTU. If replicated, this reduced relative sequence absence may together with the globally altered microbiota composition act as a vulnerability marker by accentuating the effect of gene-environment interactions in individuals genetically disposed for an affective disorder.",gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Microbiology'}",set()
Defining seasonal marine microbial community dynamics,"In order to facilitate conservation of biological diversity we require comprehensive knowledge of the microbial ecology of an ecosystem. As the vast majority of microbes are not readily culturable, we must use molecular tools to investigate their diversity and function in marine ecosystem. However, it is still difficult to understand their role in ecological processes. Here we present a study to characterize changes in the diversity and metabolic activity of the heterotrophic bacterial community over an annual cycle in the Western English Channel. For this purpose, surface water samples were collected from the sampling station, L4, every week for a year. The respiration rate of the heterotrophic microbial community was determined from the decrease in dissolved oxygen content of the less than 0.8m size-fraction of the sea water. We are currently analyzing captured DNA using 16S rRNA amplicon and shotgun metagenomic pyrosequencing to determine the diversity and functional profile of the active bacteria in order to characterize annual changes in the active bacterial community. This dataset sits within the larger framework of the Western English Channel bacterial diversity time series (2003-2009) and the seasonal metagenomic and metatranscriptomic studies associated with this site. We demonstrate that respiration rates are characterized by specific microbial diversity and function at different times of year, highlighting seasonal fluctuation in this ecosystem.",gpt-3.5-turbo,"{'Metagenomics', 'Microbial ecology', 'Ecology'}",set()
"A decade of seasonal dynamics and co-occurrences within freshwater bacterioplankton communities from eutrophic Lake Mendota, WI, USA","With an unprecedented decade-long time series from a temperate eutrophic lake, we analyzed bacterial and environmental co-occurrence networks to gain insight into seasonal dynamics at the community level. We found that (1) bacterial co-occurrence networks were non-random, (2) season explained the network complexity and (3) co-occurrence network complexity was negatively correlated with the underlying community diversity across different seasons. Network complexity was not related to the variance of associated environmental factors. Temperature and productivity may drive changes in diversity across seasons in temperate aquatic systems, much as they control diversity across latitude. While the implications of bacterioplankton network structure on ecosystem function are still largely unknown, network analysis, in conjunction with traditional multivariate techniques, continues to increase our understanding of bacterioplankton temporal dynamics.",gpt-3.5-turbo,"{'Freshwater biology', 'Microbiology', 'Ecology'}",set()
Effect of sulfite addition and pied de cuve inoculation on the microbial communities and sensory profiles of Chardonnay wines: dominance of indigenous Saccharomyces uvarum at a commercial winery,"The production of wine involves complex interactions between many microbial species and strains, and the microbial consortium of wine fermentations is also highly dependent upon winemaking decisions made at crush. To investigate how these decisions can affect the microbial communities and sensory attributes of commercially-produced wines, Chardonnay grape juice was allowed to ferment uninoculated, or was inoculated with a pied de cuve inoculum composed of vineyard-derived bacteria and fungi. Additionally, either 0 mg/L or 40 mg/L of sulfur dioxide (SO2) was added to the juice at crush. The bacterial and fungal communities of these wines were monitored using high-throughput amplicon sequencing (Illumina MiSeq), and Saccharomyces yeasts were identified to the strain level using microsatellite analysis. After fermentation, the wines were evaluated by a panel of wine experts to determine any differences in sensory profiles among treatments. When no SO2 was added at crush, the wines underwent alcoholic fermentation and malolactic fermentation simultaneously. Tatumella bacteria were also present in significant numbers only in the barrels to which no SO2 was added. These bacteria are likely responsible for the malolactic fermentation observed in the no-SO2  treatments and are reported here for the first time in North American wine fermentations. Additionally, all fermentations were dominated by indigenous Saccharomyces uvarum, and 150 unique S. uvarum strains were identified, with differences in strain composition as a result of SO2 addition. Wines that did not receive SO2 at crush were rated more fruity and less acidic than wines that received SO2. Wines receiving SO2 were considered to have less-desirable traits such as earthy and sulfur aroma/flavour. The pied de cuve inoculum had a limited effect on the microbial community, and only persisted when no SO2 was added; these wines did not fully complete alcoholic fermentation, and were rated to be higher in body and sweetness, and lower in acidity, than the other wines. This is the first report of indigenous S. uvarum strains dominating and completing alcoholic fermentation at a commercial winery in North America. 


For provenance files, R scripts, and raw data please visit: https://osf.io/kxqrn/",gpt-3.5-turbo,"{'Microbial ecology', 'Microbiology'}",{'Wine science'}
Microbial Similarity Between Students in a Common Dormitory Environment Reveals the Forensic Potential of Individual Microbiome Signatures,"The microbiota of the built environment is an amalgamation of both human and  environmental sources. While human sources have been examined within single-family households or in public environments, it is unclear what effect a large number of cohabitating people have on the microbial communities of their shared environment. We sampled the public and private spaces of a college dormitory, disentangling individual microbial signatures and their impact on the microbiota of common spaces. We compared multiple methods for marker gene sequence clustering, and found that Minimum Entropy Decomposition (MED) was best able to distinguish between the microbial signatures of different individuals, and was able to uncover more discriminative taxa across all taxonomic groups. Further, weighted UniFrac- and random forest-based graph analyses uncovered two distinct spheres of hand or shoe associated samples. For hand-associated samples, connection between cliques was enriched for hands, implicating them as a primary means of transmission. By contrast, shoe-associated samples were found to be freely interacting, with individual shoes more connected to each other than to the floors they interact with. Individual interactions were highly dynamic, with groups of samples originating from 2 individuals clustering freely with other individuals, while all floor and shoe samples consistently clustered together.",gpt-3.5-turbo,"{'Metagenomics', 'Microbial ecology', 'Microbiology'}",set()
Time Restricted Feeding Alters Diurnal Luminal Dynamics in Two Mouse Models of Atherosclerosis,"For the past fifteen years, cardiovascular disease (CVD) has been the leading cause of death worldwide. Atherosclerosis, the buildup of fats and cholesterol in arterial walls as plaques, is often associated with CVD. Previous studies have demonstrated the effectiveness of implementing a time restricted feeding regimen to attenuate diet-induced obesity in mice by restoring circadian cycling and robust host-microbe cycling. We set out to test whether genetically induced atherosclerotic conditions could be alleviated by a time restricted feeding diet regimen. Genetic atherosclerotic mouse models Apoe-/- and Ldlr-/- were all placed on a high fat, high cholesterol atherogenic diet. Both Apoe-/- and Ldlr-/- mice were either fed on an ad libitum or time restricted feeding regimen (n=6 for each condition).",gpt-3.5-turbo,"{'Genomics', 'Nutritional science', 'Animal study'}",{'Nutrition science'}
