Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination SLVP015 2013,"Systems biology approach to examine effects of seasonal flu vaccination in adults of different ages on gene expression, cytokine stimulation and serum cytokines with parameters such as immune senescence to uncover new markers and mechanisms behind failure of immune function in many older people.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Genomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Genomics'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Steroid and Tacrolimus Avoidance Using NULOJIX (Belatacept) in Renal Transplantation (CTOT-16),"Taking standard anti-rejection medications for a long time can cause serious side effects, including kidney damage. Transplant recipients have to take anti-rejection medications to prevent their immune system (the body's natural defense system against illness) from rejecting their new kidney. Most patients who receive a kidney transplant must take these anti-rejection medications for the rest of their lives, or for as long as the kidney continues to work. The purpose of this study is to determine if NULOJIX (belatacept), will minimize serious long term side effects seen with anti-rejection medications while still protecting the transplanted kidney from damage. The researchers also want to learn more about the safety of this treatment and the long term health of the transplanted kidney.",gpt-3.5-turbo,"{'Virology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Virology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
"The interaction between the vaginal microbiome, cervical length and vaginal progesterone treatment for preterm birth risk","Preterm birth is the primary cause of infant death worldwide. A short cervix in the second trimester of pregnancy is a risk factor for preterm birth. In specific patient cohorts, vaginal progesterone reduces this risk. By using 16S rRNA gene sequencing in women at risk of preterm birth (n?=?161), the study assessed 1) the relationship between vaginal microbiota and cervical length in the second trimester and preterm birth risk and 2) the impact of vaginal progesterone on vaginal bacterial communities in women with a short cervix.",gpt-3.5-turbo,"{'Computational biology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Computational biology'},1.1428571428571428,0.0,1.0,1.0,1.1428571428571428
A Retrospective Multicenter Study to Determine Clinical Outcomes in Subjects Previously Enrolled in the CTOTC-03 Study (CTOTC-14),"This study is a multicenter, non?randomized, retrospective study to collect long term (5 years post?transplant +/- 6 months) clinical outcome data on subjects previously enrolled in the CTOTC-03 study.",gpt-3.5-turbo,"{'Geriatric medicine', 'Gene expression', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Aging'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gene expression', 'Geriatric medicine'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
COVID-19 vaccine mRNA-1273 elicits a protective immune profile in mice that is not associated with vaccine-enhanced disease upon SARS-CoV-2 challenge,"Vaccine-associated enhanced respiratory disease (VAERD) was previously observed in some preclinical models of severe acute respiratory syndrome (SARS) and MERS coronavirus vaccines. We used the SARS coronavirus 2 (SARS-CoV-2) mouse-adapted, passage 10, lethal challenge virus (MA10) mouse model of acute lung injury to evaluate the immune response and potential for immunopathology in animals vaccinated with research-grade mRNA-1273. Whole-inactivated virus or heat-denatured spike protein subunit vaccines with alum designed to elicit low-potency antibodies and Th2-skewed CD4+ T cells resulted in reduced viral titers and weight loss post challenge but more severe pathological changes in the lung compared to saline-immunized animals. In contrast, a protective dose of mRNA-1273 induced favorable humoral and cellular immune responses that protected from viral replication in the upper and lower respiratory tract upon challenge. A subprotective dose of mRNA-1273 reduced viral replication and limited histopathological manifestations compared to animals given saline. Overall, our findings demonstrate an immunological signature associated with antiviral protection without disease enhancement following vaccination with mRNA-1273.",gpt-3.5-turbo,"{'Translational medicine', 'Drug development', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Translational medicine', 'Drug development'}",0.9993055555555554,0.3333333333333333,1.0,1.0,0.9993055555555554
RELIVE Informed Consent Study (RELIVE-03),"The goal of this study was to study informed consent by the living donor. This study used surveys to evaluate the understanding of risk and psychological pressure that living organ donors felt when making the decision to donate. It compared participants' answers across geographic, racial and socio-economic backgrounds. ",gpt-3.5-turbo,"{'Reproductive health', 'Gynaecology and obstetrics', 'Microbiology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Reproductive health', 'Gynaecology and obstetrics', 'Microbiology'}",0.7870370370370373,0.0,1.0,1.0,0.7870370370370373
Bioinformatics Approach to 2010-2011 TIV Influenza A/H1N1 Vaccine Immune Profiling,"Aim 1: Characterize Immune Profiles Over Time, Aim 2: Correlate Immune Profiles with Vaccine Immunogenicity,Aim 3: Replication of Immune Profiles and Verification of Models ",gpt-3.5-turbo,"{'Immunology', 'Preclinical and clinical studies', 'Human genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical study'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Preclinical and clinical studies', 'Human genetics'}",0.9239087301587301,0.3333333333333333,1.0,1.0,0.9239087301587301
Characterization of maternal serum gene expression and microbiome,"Plasma cell-free RNA (cfRNA) encompasses a broad spectrum of RNA species that can be derived from both human cells and microbes. Because cfRNA is fragmented and of low concentration, it has been challenging to profile its transcriptome using standard RNA-seq methods. This study assessed several recent RNA-seq methods on cfRNA samples to analyze the dynamic changes of both the human transcriptome and the microbiome of plasma during pregnancy. cfRNA reflected a well-orchestrated immune modulation during pregnancy: an up-regulation of anti-inflammatory genes and an increased abundance of anti-microbial genes, while the plasma microbiome remained relatively stable during pregnancy. The bacteria Ureaplasma shows an increased prevalence and increased abundance at postpartum, which is likely to be associated with postpartum infection. This study demonstrated that cfRNA-seq can be used to detect a number of human pathogens, including high loads of human parvovirus B19 virus (B19V), known to be a potential cause of complications in pregnancy.",gpt-3.5-turbo,"{'Virology', 'Immunology', 'Preclinical and clinical studies'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Virology', 'Preclinical and clinical studies'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
"Systems Biology Approach to Analysis of 2010-11 TIV Fluzone Influenza Vaccine Response in Healthy Individuals (see companion studies SDY301, SDY296)","This study will measure the immune response to the influenza vaccine The long-term goal is to develop improved vaccines to infectious diseases such as influenza. Blood will be collected from patients at several visits before and after vaccination. The blood will be used in a series of immunological tests to measure the strength and breadth of immune response. These assays may include T cell and B cell activation assays, microarray testing, Epimax, Epigen, and flow cytometry.",gpt-3.5-turbo,set(),"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Bioethics', 'Social sciences', 'Psychology'}",0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,inf,1.0,0.0
Biomarkers of Cockroach Sublingual Immunotherapy 2 (BioCSI 2/ICAC-17),"This study looks to compare two doses of glycerinated German cockroach allergenic extract versus placebo administered via the sublingual route in 99 children ages 5 to 17 years with perennial allergic rhinitis, asthma, or both. It is designed to study biomarkers of the immune response to allergen immunotherapy as well as the safety of this therapy.",gpt-3.5-turbo,"{'Vaccinology', 'Bioinformatics', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Bioinformatics', 'Vaccinology'}",1.0138888888888888,1.0,1.0,1.0,1.0138888888888888
A targetable CD109-Janus kinase-Stat axis in metastatic lung cancer.,"The molecular mechanism of lung cancer metastatic remains incompletely understood. We combined tumor barcoding in a mouse model of human lung adenocarcinoma with unbiased genomic approaches to identify a transcriptional program that confers metastatic ability and predicts patient survival. Small-scale in vivo screening identified several genes, including Cd109, that encode novel pro-metastatic factors. We uncovered signaling mediated by Janus kinases (Jaks) and the transcription factor Stat3 as a critical, pharmacologically targetable effector of CD109-driven lung cancer metastasis. In summary, by coupling the systematic genomic analysis of purified cancer cells in distinct malignant states from mouse models with extensive human validation, we uncovered several key regulators of metastatic ability, including an actionable pro-metastatic CD109--Jak--Stat3 axis",gpt-3.5-turbo,"{'Microbiology', 'Gene expression'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pregnancy'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Microbiology', 'Gene expression'}",0.7944444444444444,0.5,1.5,1.0,0.7944444444444444
A Retrospective Multicenter Study to Determine 5-Year Clinical Outcomes in Subjects Previously Enrolled in the CTOT-01 Study (CTOT-17),"This study is a multicenter, non-randomized, retrospective study to collect long term (5 years posttransplant +/- 6 months) clinical outcome data on subjects previously enrolled in the CTOT-01 study.",gpt-3.5-turbo,"{'Vaccinology', 'Immunology', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Systems biology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Immune response evaluation in patients treated with TNF-alpha blockade (anti-TNF),"This project is to develop and apply the University of Rochester Program for Biodefense of Immunocompromised Populations (URPBIP) to the systematic study of human immune function with the goal of identifying defective mechanisms of immune response in patients treated with TNF-alpha blockade (anti-TNF). Studies are designed to detect changes that are likely to be induced by sustained TNF-alpha neutralization in the immune homeostasis and immune responsiveness of B-cells, T-cells and Dendritic cells. Although the study is not specifically designed to understand immune function in the elderly, the inclusion of a subset of patients and controls over and under 50 may result in the discovery of age-specific defects.",gpt-3.5-turbo,"{'Biomarkers', 'Paediatrics', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Immunology'}","{'Biomarkers', 'Paediatrics'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination SLVP015 2014,"Systems biology approach to examine effects of seasonal flu vaccination in adults of different ages on gene expression, cytokine stimulation and serum cytokines with parameters such as immune senescence to uncover new markers and mechanisms behind failure of immune function in many older people.",gpt-3.5-turbo,"{'Molecular biology', 'Oncology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Cancer'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Molecular biology', 'Oncology'}",0.7870370370370372,0.0,1.5,1.0,0.7870370370370372
Kinetics of immunological memory to SARS-CoV-2,"SARS-CoV-2-specific antibodies, CD4+ T cells, and CD8+ T cells are made in response to SARS-CoV-2 infection. Understanding the kinetics and durability of immune memory to SARS-CoV-2 is critical for improving diagnostics and vaccines and assessing the likely future course of the COVID-19 pandemic. We assessed the immune memory of all three branches of adaptive immunity (CD4+ T cell, CD8+ T cell, and humoral immunity) in a predominantly cross-sectional study, including a longitudinal subset, extending for up to eight months post-infection.",gpt-3.5-turbo,"{'Biomedical science', 'Genetics', 'Medicine'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Biomedical science', 'Genetics', 'Medicine'}",0.6869488536155202,0.0,1.0,1.0,0.6869488536155202
Multicenter Mayo Genomics Trial (GEN-04),"Gene expression profiling is used to study the activity of genes. Each gene has an ""on/off"" switch that controls how they are expressed in a cell, as well as a ""volume control"" that increases or decreases the level of expression of a particular gene as necessary. Researchers want to see if the presence and abundance of certain transcripts in a kidney biopsy at one year after transplant can predict which kidneys will have reduced function over time.",gpt-3.5-turbo,"{'Biomedical science', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Biomedical science'},1.1428571428571428,0.0,1.0,1.0,1.1428571428571428
35th Multicenter Airway Research Collaboration (MARC-35):  dual transcriptomic profile of nasopharyngeal aspirates,"Among infants (age <1 year) hospitalized for bronchiolitis, we used dual transcriptomic profiling of the nasopharyngeal aspirates to identify an endotype with a higher risk for developing asthma. For enrolled infants, hospital site teams collected nasopharyngeal aspirates (NPAs) within 24 hours of the bronchiolitis hospitalization. Total RNA was isolated from the NPA samples using Trizol LS reagent in combination with the Direct-zol RNA Miniprep Kit. RNA was prepared for sequencing using the NEBNext Ultra II Directional RNA Library Prep Kit (New England Biolabs, Ipswich, MA) and sequenced on an Illumina NovaSeq6000 using a S4 100PE Flowcell (Illumina, San Diego, CA).",gpt-3.5-turbo,"{'Immunology', 'Genetics', 'Systems biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Genetics', 'Systems biology'}",0.9847222222222223,0.0,1.0,1.0,0.9847222222222223
Durability of Anti-Spike Antibodies in Infants After Maternal COVID-19 Vaccination or Natural Infection,"Understanding the persistence of maternal antibody levels in infants is important because COVID-19 infections in this age group account for a disproportionate burden of pediatric SARS-CoV-2?associated morbidity6 and because COVID-19 vaccines are not currently planned for administration to infants younger than 6 months. Study limitations include the small number of infants, the longer mean time to follow-up in the infected group (due to pragmatic constraints related to timing of COVID-19 surges in Boston and the availability of participants for timely follow-up), and the reporting of antibody titers rather than clinical outcomes. Although the antibody titer known to be protective against COVID-19 in infants isunknown, these findings provide further incentive for pregnant individuals to pursue COVID-19 vaccination.",gpt-3.5-turbo,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),1.0,1.0,1.0,set(),set(),1.0,0.0,1.0,1.0,1.0
Malaria Vaccine in Healthy Adults,"Approximately 168 healthy, malaria-naive volunteers aged 18 - 50 years, divided into 2 groups (84 in each group), will receive either one dose of Ad35.CS.01 followed by two doses of 257049 at monthly intervals or 3 doses of 257049 vaccine at monthly intervals. Of these, a maximum of 138 vaccinated volunteers will be challenged with P. falciparum infected mosquitoes. The challenge will occur 2 weeks following the third immunization. A group of up to 18 infectivity controls will begin participation in the study at the challenge stage. These controls receive no vaccine and are enrolled for malaria-challenge only in order to provide comparison group for vaccinated individuals.",gpt-3.5-turbo,"{'Transcriptomics', 'Gene expression', 'Genetics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Transcriptomics', 'Gene expression', 'Genetics'}",0.7969135802469136,0.8,1.0,1.0,0.7969135802469136
Dendritic Cell Maturation Dynamics,"Maturation and migration to lymph nodes (LNs) constitutes a central paradigm in conventional dendritic cell (cDC) biology but remains poorly defined in humans. Using our organ donor tissue resource, we analyzed cDC subset distribution, maturation, and migration in mucosal tissues (lungs, intestines), associated lymph nodes (LNs), and other lymphoid sites from 78 individuals ranging from less than 1 year to 93 years of age. The distribution of cDC1 (CD141hiCD13hi) and cDC2 (Sirp-?+CD1c+) subsets was a function of tissue site and was conserved between donors. We identified cDC2 as the major mature (HLA-DRhi) subset in LNs with the highest frequency in lung-draining LNs. Mature cDC2 in mucosal-draining LNs expressed tissue-specific markers derived from the paired mucosal site, reflecting their tissue-migratory origin. These distribution and maturation patterns were largely maintained throughout life, with site-specific variations. Our findings provide evidence for localized DC tissue surveillance and reveal a lifelong division of labor between DC subsets, with cDC2 functioning as guardians of the mucosa.",gpt-3.5-turbo,"{'Respiratory medicine', 'Paediatrics', 'Transcriptomics'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.0,0.0,0.0,"{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Respiratory medicine', 'Paediatrics', 'Transcriptomics'}",0.7919753086419754,0.2857142857142857,1.0,1.0,0.7919753086419754
Merck Ad5/HIV induces broad innate immune activation that predicts CD8_ T-cell responses but is attenuated by preexisting Ad5 immunity.,This study will look for relationships among the immune responses induced by MRKAd5 HIV-1 gag/pol/nef vaccine. The study will also determine if the T cells that respond to different vaccine epitopes have correspondingly different functional profiles. The study will evaluate the safety and tolerability of the vaccine regimen as well.,gpt-3.5-turbo,"{'Vaccinology', 'Paediatrics', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Pediatrics'},0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Paediatrics', 'Vaccinology'}",0.9993055555555554,0.3333333333333333,1.0,1.0,0.9993055555555554
B-cell responses to meningococcal vaccine.,"Background: Neisseria meningitidis is a globally important cause of meningitis and septicaemia. Twelve capsular groups of meningococci are known, and quadrivalent vaccines against four of these (A, C, W and Y) are available as plain-polysaccharide and protein-polysaccharide conjugate vaccines. Here we apply contemporary methods to describe B-cell responses to meningococcal polysaccharide and conjugate vaccines. Methods: Twenty adults were randomly assigned to receive either a meningococcal plain-polysaccharide or conjugate vaccine; one month later all received the conjugate vaccine. Blood samples were taken pre-vaccination and 7, 21 and 28 days after vaccination; B-cell responses were assessed by ELISpot, serum bactericidal assay, flow cytometry and gene expression microarray. Results: Seven days after an initial dose of either vaccine, a gene expression signature characteristic of plasmablasts was detectable. The frequency of newly generated plasma cells (CXCR3+HLA-DR+) and the expression of transcripts derived from IGKC and IGHG2 correlated with immunogenicity. Notably, using an independent dataset, the expression of glucosamine (N-acetyl)-6-sulfatase was found to reproducibly correlate with the magnitude of immune response. Transcriptomic and flow cytometric data revealed depletion of switched memory B cells following plain-polysaccharide vaccine.",gpt-3.5-turbo,"{'Infectious disease', 'Vaccinology', 'Preclinical and clinical studies'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Clinical study'},0.2,0.3333333333333333,0.3333333333333333,"{'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}","{'Vaccinology', 'Preclinical and clinical studies'}",0.9103174603174604,1.0,1.0,1.0,0.9103174603174604
Effect of age on 2008/2009 trivalent influenza vaccine response,To comprehensively compare the humoral immune response of young (20-31 years old) to older human subjects (60 to >90 years old) following vaccination with seasonal flu vaccine. We generated a peptide microarray featuring tiled peptides with sequences derived from the hemagglutinin proteins of multiple influenza strains. We probed the microarrays with pre- and post-vaccination serum from each age group. Serum antibody reactivity to the microarray peptides was quantified using fluorescently labeled anti-human secondary antibodies and a fluorescent microarray scanner.,gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'Biology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Cell biology', 'Biology'}",0.9093253968253969,0.0,1.0,1.0,0.9093253968253969
Immunity to seasonal coronavirus spike proteins does not protect from SARS-CoV-2 challenge in a mouse model,"Mice were vaccinated with the spike proteins of 229E, NL63, OC43, HKU1 and SARS-CoV-2 (expressed as soluble trimers) with an oil-in-water emulsion adjuvant in a prime-boost regimen. Control mice were vaccinated with an irrelevant recombinant antigen, recombinant influenza virus hemagglutinin (HA). Three weeks after boost, mice were transduced intranasally with a non-replicating adenovirus expressing human angiotensin converting enzyme 2 (ACE2) followed by a challenge with wild type SARS-CoV-2 strain Washington-1 five days later. Finally, this vaccination experiment was repeated. However, instead of a SARS-CoV-2 challenge, animals were vaccinated 3 weeks post boost with a lipid nanoparticle-formulated nucleoside-modified mRNA vaccine (mRNA-LNP) encoding the SARS-CoV-2 spike protein.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
Nucleocapsid Antigenemia Is a Marker of Acute SARS-CoV-2 Infection,"Detecting severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is essential for diagnosis, treatment, and infection control. Polymerase chain reaction (PCR) fails to distinguish acute from resolved infections, as RNA is frequently detected after infectiousness. We hypothesized that nucleocapsid in blood marks acute infection with the potential to enhance isolation and treatment strategies. In a retrospective serosurvey of inpatient and outpatient encounters, we categorized samples along an infection timeline using timing of SARS-CoV-2 testing and symptomatology. Among 1860 specimens from 1607 patients, the highest levels and frequency of antigenemia were observed in samples from acute SARS-CoV-2 infection. Antigenemia was higher in seronegative individuals and in those with severe disease. In our analysis, antigenemia exhibited 85.8% sensitivity and 98.6% specificity as a biomarker for acute coronavirus disease 2019 (COVID-19). Thus, antigenemia sensitively and specifically marks acute SARS-CoV-2 infection. Further study is warranted to determine whether antigenemia may aid individualized assessment of active COVID-19.",gpt-3.5-turbo,"{'Vaccinology', 'Gene expression', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Infectious disease', 'Allergy, clinical immunology and immunotherapeutics'}","{'Gene expression', 'Vaccinology'}",1.0138888888888888,1.0,1.0,1.0,1.0138888888888888
"Neutralization of SARS-CoV-2 Omicron sub-lineages BA.1, BA.1.1, and BA.2","Recent reports of SARS-CoV-2 Omicron variant sub-lineages, BA.1, BA.1.1, and BA.2, have reignited concern over potential escape from vaccine- and infection-induced immunity. We examine the sensitivity of these sub-lineages and other major variants to neutralizing antibodies from mRNA-vaccinated and boosted individuals, as well as recovered COVID-19 patients, including those infected with Omicron. We find that all Omicron sub-lineages, especially BA.1 and BA.1.1, exhibit substantial immune escape that is largely overcome by mRNA vaccine booster doses. While Omicron BA.1.1 escapes almost completely from neutralization by early-pandemic COVID-19 patient sera and to a lesser extent from sera of Delta-infected patients, BA.1.1 is sensitive to Omicron-infected patient sera. Critically, all Omicron sub-lineages, including BA.2, are comparably neutralized by Omicron patient sera. These results highlight the importance of booster vaccine doses for protection against all Omicron variants and provide insight into the immunity from natural infection against Omicron sub-lineages.",gpt-3.5-turbo,"{'Geriatric medicine', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Ageing'},0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Geriatric medicine'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Human TLR4/MD-2 knockin (KI) mice and comparison of TLR4 agonists ability to enhance innate immunity and development of adaptive immunity in mice,"The study's aim is to generate knockin (KI) mice expressing human TLR4 (huTLR4KI mice), human MD-2 (huMD-2KI mice) and both human TLR4 and MD-2 (TLR4/MD-2 KI mice) rather than the endogenous murine gene(s). The rationale is that differences in responses to non-enteric (variant) LPSs between humans and mice may limit the applicability of murine models as a means to 1) assess host responses to infection with organisms like Y. pestis, from which LPS triggers little response via human compared to murine TLR4/MD-2. 2) evaluate the safety and efficacy of purified/synthetic TLR4 ligand immunotherapeutics. Initial characterization of KI mice was done to determination the safety of MPL, a purified TLR4 agonist, in TLR4/MD-2 KI mice compared to wildtype mice. The study generated data to evaluate the ability of MPL (and for comparison a CpG TLR9 agonist) to enhance antibody and T cell responses and thus protective immunity induced by immunization of wildtype and TLR4/MD-2 KI mice with F1 plus V antigen from Y. pestis.",gpt-3.5-turbo,"{'Vaccinology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",{'Infectious Disease'},0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Vaccinology'},1.277777777777778,0.0,1.0,1.0,1.277777777777778
CD33 recruitment inhibits IgE-mediated anaphylaxis and desensitizes mast cells to allergen,"Allergen immunotherapy for patients with allergies begins with weekly escalating doses of allergen under medical supervision to monitor and treat IgE mast cellmediated anaphylaxis. There is currently no treatment to safely desensitize mast cells to enable robust allergen immunotherapy with therapeutic levels of allergen. Here, we demonstrated that liposomal nanoparticles bearing an allergen and a high-affinity glycan ligand of the inhibitory receptor CD33 profoundly suppressed IgE-mediated activation of mast cells, prevented anaphylaxis in Tg mice with mast cells expressing human CD33, and desensitized mice to subsequent allergen challenge for several days. We showed that high levels of CD33 were consistently expressed on human skin mast cells and that the antigenic liposomes with CD33 ligand prevented IgE-mediated bronchoconstriction in slices of human lung. The results demonstrated the potential of exploiting CD33 to desensitize mast cells to provide a therapeutic window for administering allergen immunotherapy without triggering anaphylaxis.",gpt-3.5-turbo,"{'Biomarkers', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Biomarkers'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
Association of CD4+ CD8+ T cells with risk of plasma leakage in Dengue disease,"This study provided novel insight into the host immune response during the acute febrile phase of DENV infection and the role of CD4+CD8+ DP T cells in the pathogenesis of plasma leakage using transcriptome analysis. The frequency of CD4+CD8+ double-positive (DP) T cells was significantly increased in patients at risk of developing plasma leakage. Transcriptomic analysis demonstrated that CD4+CD8+ DP cells co-clustered with CD8+ SP cells, and showed a similar expression profile in patients with and without warning signs of plasma leakage, implying a role of CD4+CD8+ DP cells in plasma leakage through a quantitative increase rather than functional alteration.",gpt-3.5-turbo,"{'Virology', 'Infectious disease', 'Immunology'}","{'Infectious disease', 'Immunology', 'Allergy, clinical immunology and immunotherapeutics'}",set(),0.5,0.6666666666666666,0.6666666666666666,"{'Allergy, clinical immunology and immunotherapeutics'}",{'Virology'},1.2916666666666667,0.0,1.0,1.0,1.2916666666666667
