Name,Description,Ground Truth,Predictions,Filtered Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
In-depth determination and analysis of the human paired heavy- and light-chain antibody repertoire,"High-throughput immune repertoire sequencing has emerged as a critical step in the understanding of adaptive responses following infection or vaccination or in autoimmunity. However, determination of native antibody variable heavy-light pairs (VH-VL pairs) remains a major challenge, and no technologies exist to adequately interrogate the >1 × 106 B cells in typical specimens. We developed a low-cost, single-cell, emulsion-based technology for sequencing antibody VH-VL repertoires from >2 × 106 B cells per experiment with demonstrated pairing precision >97%. A simple flow-focusing apparatus was used to sequester single B cells into emulsion droplets containing lysis buffer and magnetic beads for mRNA capture; subsequent emulsion RT-PCR generated VH-VL amplicons for next-generation sequencing. Massive VH-VL repertoire analyses of three human donors provided new immunological insights including (i) the identity, frequency and pairing propensity of shared, or ‘public’, VL genes, (ii) the detection of allelic inclusion (an implicated autoimmune mechanism) in healthy individuals and (iii) the occurrence of antibodies with features, in terms of gene usage and CDR3 length, associated with broadly neutralizing antibodies to rapidly evolving viruses such as HIV-1 and influenza. This work was funded by fellowships to B.J.D. from the Hertz Foundation, the University of Texas Donald D. Harrington Foundation and the National Science Foundation, and by the US Defense Threat Reduction Agency (DTRA) HDTRA1-12-C-0105 (G.G.). A.D.E. would like to acknowledge funding from US National Security Science and Engineering Faculty Fellowship (FA9550-10-1-0169) and grants from the DTRA (HDTRA1-12-C-0007) and the Welch Foundation (F-1654).","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}","Immunology, Genetics, Infectious disease",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Maturation and Diversity of the VRC01-Antibody Lineage over 15 Years of Chronic HIV-1 Infection,"HIV-1-neutralizing antibodies develop in most HIV-1-infected individuals, although highly effective antibodies are generally observed only after years of chronic infection. Here, we characterize the rate of maturation and extent of diversity for the lineage that produced the broadly neutralizing antibody VRC01 through longitudinal sampling of peripheral B cell transcripts over 15 years and co-crystal structures of lineage members. Next-generation sequencing identified VRC01-lineage transcripts, which encompassed diverse antibodies organized into distinct phylogenetic clades. Prevalent clades maintained characteristic features of antigen recognition, though each evolved binding loops and disulfides that formed distinct recognition surfaces. Over the course of the study period, VRC01-lineage clades showed continuous evolution, with rates of ∼2 substitutions per 100 nucleotides per year, comparable to that of HIV-1 evolution. This high rate of antibody evolution provides a mechanism by which antibody lineages can achieve extraordinary diversity and, over years of chronic infection, develop effective HIV-1 neutralization.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Evolutionary biology', 'Genetics', 'Immunology'}","Immunology, Genetics, Evolutionary biology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Evolutionary biology', 'Genetics', 'Immunology'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
"Tipton et al., Diversity, cellular origin and autoreactivity of antibody-secreting cell population expansions in acute systemic lupus erythematosus","SLE Study 8 healthy subjects, 4 with trivalent influenza vaccination and 4 with tetanus vaccination, 8 SLE patients experiecing acute flares. U19 AI110483 (Autoimmunity Center of Excellence), 5P01AI078907, 5R37AI049660","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}","Immunology, Infectious disease, Vaccinology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}",0.7464285714285714,1.25,1.0,1.0,0.7464285714285714
A Model of Somatic Hypermutation Targeting in Mice Based on High-Throughput Ig Sequencing Data,"Analyses of somatic hypermutation (SHM) patterns in B cell Ig sequences have important basic science and clinical applications, but they are often confounded by the intrinsic biases of SHM targeting on specific DNA motifs (i.e., hot and cold spots). Modeling these biases has been hindered by the difficulty in identifying mutated Ig sequences in vivo in the absence of selection pressures, which skew the observed mutation patterns. To generate a large number of unselected mutations, we immunized B1-8 H chain transgenic mice with nitrophenyl to stimulate nitrophenyl-specific λ+ germinal center B cells and sequenced the unexpressed κ L chains using next-generation methods. Most of these κ sequences had out-of-frame junctions and were presumably uninfluenced by selection. Despite being nonfunctionally rearranged, they were targeted by SHM and displayed a higher mutation frequency than functional sequences. We used 39,173 mutations to construct a quantitative SHM targeting model. The model showed targeting biases that were consistent with classic hot and cold spots, yet revealed additional highly mutable motifs. We observed comparable targeting for functional and nonfunctional sequences, suggesting similar biological processes operate at both loci. However, we observed species- and chain-specific targeting patterns, demonstrating the need for multiple SHM targeting models. Interestingly, the targeting of C/G bases and the frequency of transition mutations at C/G bases was higher in mice compared with humans, suggesting lower levels of DNA repair activity in mice. Our models of SHM targeting provide insights into the SHM process and support future analyses of mutation patterns.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Animal study', 'Genetics', 'Immunology'}","Immunology, Genetics, Animal study",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Animal study', 'Genetics', 'Immunology'}",0.7065696649029982,0.2857142857142857,1.0,1.0,0.7065696649029982
"Chen et al., T cell Beta chain repertoire analysis reveals intratumour heterogeneity of tumour-infiltrating lymphocytes in oesophageal squamous cell carcinoma","Cancer Study Patients with esophageal squamous cell carcinoma Natural Science Foundation of China (Grant No. 81321003), Beijing Municipal Science and Technology (Grant Nos Z151100001615022 and Z141100002114046","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Cell biology', 'Immunology'}","Immunology, Cell biology",{'Cancer Study'},0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Cell biology', 'Immunology'}",0.7374338624338624,0.5,1.5,1.0,0.7374338624338624
"Feng et al., Heterogeneity of tumor-infiltrating lymphocytes ascribed to local immune status rather than neoantigens by multi-omics analysis of glioblastoma multiforme",Cancer Study Glioblastoma patients included,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Multiomics', 'Immunology'}","Multiomics, Immunology, Oncology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Multiomics', 'Immunology'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
"Uniqueness, commonality and exceptional diversity in the baseline human antibody repertoire","In principle, humans can produce an antibody response to any non- self-antigen molecule in the appropriate context. This flexibility is achieved by the presence of a large repertoire of naive antibodies, the diversity of which is expanded by somatic hypermutation following antigen exposure1. The diversity of the naive antibody repertoire in humans is estimated to be at least 10^12 unique antibodies2. Because the number of peripheral blood B cells in a healthy adult human is on the order of 5 × 109, the circulating B cell population samples only a small fraction of this diversity. Full-scale analyses of human antibody repertoires have been prohibitively difficult, primarily owing to their massive size. The amount of information encoded by all of the rearranged antibody and T cell receptor genes in one person—the ‘genome’ of the adaptive immune system—exceeds the size of the human genome by more than four orders of magnitude. Furthermore, because much of the B lymphocyte population is localized in organs or tissues that cannot be comprehensively sampled from living subjects, human repertoire studies have focused on circulating B cells. Here we examine the circulating B cell populations of ten human subjects and present what is, to our knowledge, the largest single collection of adaptive immune receptor sequences described to date, comprising almost 3 billion antibody heavy-chain sequences. This dataset enables genetic study of the baseline human antibody repertoire at an unprecedented depth and granularity, which reveals largely unique repertoires for each individual studied, a subpopulation of universally shared antibody clonotypes, and an exceptional overall diversity of the antibody repertoire.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}","Immunology, Genetics, Bioinformatics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}",0.7273242630385487,0.4,1.0,1.0,0.7273242630385487
High-Throughput Mapping of B Cell Receptor Sequences to Antigen Specificity,"B cell receptor (BCR) sequencing is a powerful tool for interrogating immune responses to infection and vaccination, but it provides limited information about the antigen specificity of the sequenced BCRs. Here, we present LIBRA-seq (linking B cell receptor to antigen specificity through sequencing), a technology for high-throughput mapping of paired heavy- and light-chain BCR sequences to their cognate antigen specificities. B cells are mixed with a panel of DNA-barcoded antigens so that both the antigen barcode(s) and BCR sequence are recovered via single-cell next-generation sequencing. Using LIBRA-seq, we mapped the antigen specificity of thousands of B cells from two HIV-infected subjects. The predicted specificities were confirmed for a number of HIV- and influenza-specific antibodies, including known and novel broadly neutralizing antibodies. LIBRA-seq will be an integral tool for antibody discovery and vaccine development efforts against a wide range of antigen targets. For work described in this manuscript, I.S.G., I.S., A.R.S., N.R., and A.R.G. were sup- ported by NIH grant R01 AI131722. A.R.S. was supported by NIH grant T32 GM008320-30. K.A.P. was supported by NIH grant T32 AI112541. A.A.M. and K.J.K. were supported by the Vanderbilt Trans-Institutional Program (TIPs; ‘‘Integrating Structural with Big Data for Next-Generation Vaccines’’). M.K., B.S.G., and M.C. were supported by the NIH Intramural Research Pro- gram. L.M., C.O., and R.M. were supported by the South African Medical Research Council and H3A-U01 (NIH grant 1U01AI136677). P.A. and K.J. were supported by NIH grant R01 AI145687.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Immunoinformatics', 'Immunology', 'Vaccinology'}","Immunology, Immunoinformatics, Vaccinology",set(),0.2,0.3333333333333333,0.3333333333333333,"{'Structure analysis', 'Immunoproteins and antigens'}","{'Immunology', 'Vaccinology'}",0.9993055555555557,0.3333333333333333,1.0,1.0,0.9993055555555557
Immune suppressive landscape in the human esophageal squamous cell carcinoma microenvironment,"Cancer immunotherapy has revolutionized cancer treatment, and it relies heavily on the comprehensive understanding of the immune landscape of the tumor microenvironment (TME). Here, we obtain a detailed immune cell atlas of esophageal squamous cell carcinoma (ESCC) at single-cell resolution. Exhausted T and NK cells, regulatory T cells (Tregs), alternatively activated macrophages and tolerogenic dendritic cells are dominant in the TME. Transcriptional profiling coupled with T cell receptor (TCR) sequencing reveal lineage connections in T cell populations. CD8 T cells show continuous progression from pre-exhausted to exhausted T cells. While exhausted CD4, CD8 T and NK cells are major proliferative cell components in the TME, the crosstalk between macrophages and Tregs contributes to potential immunosuppression in the TME. Our results indicate several immunosuppressive mechanisms that may be simultaneously responsible for the failure of immuno-surveillance. Specific targeting of these immunosuppressive pathways may reactivate anti-tumor immune responses in ESCC. Seven patients who were pathologically diagnosed with ESCC were enrolled in this study for single cell RNA-seq analysis. None of the patients had been treated with chemotherapy, radiation, or any other anti-tumor medicines prior to tumor resection. Clinical samples were collected from the Xinhua and Ruijin Hospital, Shanghai Jiaotong University School of Medicine. Prior to participation, written informed consent was obtained from all subjects. All studies were performed in accordance with the Declaration of Helsinki. The study was approved by the Research Ethics Board of the Xinhua and Ruijin Hospitals, Shanghai Jiao Tong University School of Medicine. This work was supported by grants from the National Natural Science Foundation of China [81571525 and 81873863 to Y.Z., 81672363 to L.S., 81871882 to H.L.], the Shanghai Municipal Education Commission—Gaofeng Clinical Medicine Grant Support [20161315 to Y.Z.], and the Shanghai Pujiang Talent Plan [17PJD027 to Y.Z.], the Key Specialty Development Program of Xin Hua Hospital and Shanghai Municipal Health Commission (to L.S.), the Clinical Research Plan of SHDC (Project No. 16CR3057A, to L.S.), the Medicine and Engineering Cross Research Foundation of Shanghai Jiao Tong University (Project No. YG2017ZD02 to L.S.), the Start-up Fund and a New Investigator Award (both to J.C.) provided by Rutgers Cancer Institute of New Jersey (State of NJ appropriation and National Institutes of Health grant P30CA072720), the Rutgers School of Public Health Pilot Grant and the New Jersey Alliance for Clinical and Translational Science Mini-methods Grant to W.V.L. The single cell RNA-seq was supported by Genergy Biotechnology of Shanghai. The data analysis was supported by GorgeosAI (Gu Ai) Biotechnology and the Program of Innovative Research Team of High-level Local Universities in Shanghai.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Immunology', 'Transcriptomics'}","Immunology, Transcriptomics, Oncology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Immunology', 'Transcriptomics'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Extrafollicular B cell responses correlate with neutralizing antibodies and morbidity in COVID-19,"A wide spectrum of clinical manifestations has become a hallmark of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) COVID-19 pandemic, although the immunological underpinnings of diverse disease outcomes remain to be defined. We performed detailed characterization of B cell responses through high-dimensional flow cytometry to reveal substantial heterogeneity in both effector and immature populations. More notably, critically ill patients displayed hallmarks of extrafollicular B cell activation and shared B cell repertoire features previously described in autoimmune settings. Extrafollicular activation correlated strongly with large antibody-secreting cell expansion and early production of high concentrations of SARS-CoV-2-specific neutralizing antibodies. Yet, these patients had severe disease with elevated inflammatory biomarkers, multiorgan failure and death. Overall, these findings strongly suggest a pathogenic role for immune activation in subsets of patients with COVID-19. Our study provides further evidence that targeted immunomodulatory therapy may be beneficial in specific patient subpopulations and can be informed by careful immune profiling. Include: COVID, age 18 to 80 years; exclude: immunocompromised, oral or intravenous corticosteroids within preceding 14 days National Institutes of Health grants UL TR000424 (Emory Library IT), R01-AG054991 (to W.T.H.), U19-AI110483 Emory Autoimmunity Center of Excellence (to I.S.), P01-AI125180-01 (to I.S. and F.E.-H.L.), R37−AI049660 (to I.S.), 1R01AI121252 (to F.E.-H.L.), 1U01AI141993 (to F.E.-H.L.), R01 AI127828 (to J.E.C. and M.S.D.) and T32-HL116271-07 (to R.P.R.); HHS/NIAID/NIH contract 75N93019C00074 (to J.E.C.); Defense Advanced Research Project Agency grant HR001117S0019 (to J.E.C.); the Dolly Parton COVID-19 Research Fund at Vanderbilt; and a Fast Grants Award (to J.E.C.)","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Biomarkers'}","Immunology, Infectious disease, Biomarkers",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Biomarkers'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Low avidity T cell responses to SARS-CoV-2 in unexposed individuals and severe COVID-19,"CD4+ T cells reactive against SARS-CoV-2 can be found in unexposed individuals, and these are suggested to arise in response to common cold coronavirus (CCCoV) infection. Here, we utilized SARS-CoV-2-reactive CD4+ T cell enrichment to examine the antigen avidity and clonality of these cells, as well as the relative contribution of CCCoV cross-reactivity. SARS-CoV-2-reactive CD4+ memory T cells were present in virtually all unexposed individuals examined, displaying low functional avidity and multiple, highly variable cross-reactivities that were not restricted to CCCoVs. SARS-CoV-2-reactive CD4+ T cells from COVID-19 patients lacked cross-reactivity to CCCoVs, irrespective of strong memory T cell responses against CCCoV in all donors analyzed. In severe but not mild COVID-19, SARS-CoV-2-specific T cells displayed low functional avidity and clonality, despite increased frequencies. Our findings identify low-avidity CD4+ T cell responses as a hallmark of severe COVID-19 and argue against a protective role for CCCoV-reactive T cells in SARS-CoV-2 infection. This research was supported by the German Research Foundation (DFG) under Germany’s Excellence Strategy — EXC 2167-390884018 Precision Medicine in Chronic Inflammation to P.B., A.F., and A.S.; RU5042-miTarget to P.B. and A.F.; DFG 433038070 to P.B., A.F., and A.S.; DFG 4096610003 to E.R; by a COVID-19 research grant from the Land Schleswig-Holstein, DIO002/ CoVispecT to P.B. and A.S.; the BMBF Grant AnDiPath (Fkz 03ZZ0838B) to A.S.; F.L. and D.E. were supported by the E-Rare Joint Transnational research support (ERA-Net, LE3064/2-1); and M.A. was supported by the BMBF Grant COVIM “NaFoUniMedCovid19” (FKZ: 01KX2021). F.L. is supported by German Ministry of Education and Research (01GM1908A). O.A.C. is supported by the German Federal Ministry of Research and Education and is funded by the DFG under Germany’s Excellence Strategy, CECAD, EXC 2030 – 390661388.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Virology'}","Immunology, Infectious disease, Virology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Virology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Functional HPV-specific PD-1+ stem-like CD8 T cells in head and neck cancer,"T cells are important in tumour immunity but a better understanding is needed of the differentiation of antigen-specific T cells in human cancer1,2. Here we studied CD8 T cells in patients with human papillomavirus (HPV)-positive head and neck cancer and identified several epitopes derived from HPV E2, E5 and E6 proteins that allowed us to analyse virus-specific CD8 T cells using major histocompatibility complex (MHC) class I tetramers. HPV-specific CD8 T cells expressed PD-1 and were detectable in the tumour at levels that ranged from 0.1% to 10% of tumour-infiltrating CD8 T lymphocytes (TILs) for a given epitope. Single-cell RNA-sequencing analyses of tetramer-sorted HPV-specific PD-1+ CD8 TILs revealed three transcriptionally distinct subsets. One subset expressed TCF7 and other genes associated with PD-1+ stem-like CD8 T cells that are critical for maintaining T cell responses in conditions of antigen persistence. The second subset expressed more effector molecules, representing a transitory cell population, and the third subset was characterized by a terminally differentiated gene signature. T cell receptor clonotypes were shared between the three subsets and pseudotime analysis suggested a hypothetical differentiation trajectory from stem-like to transitory to terminally differentiated cells. More notably, HPV-specific PD-1+TCF-1+ stem-like TILs proliferated and differentiated into more effector-like cells after in vitro stimulation with the cognate HPV peptide, whereas the more terminally differentiated cells did not proliferate. The presence of functional HPV-specific PD-1+TCF-1+CD45RO+ stem-like CD8 T cells with proliferative capacity shows that the cellular machinery to respond to PD-1 blockade exists in HPV-positive head and neck cancer, supporting the further investigation of PD-1 targeted therapies in this malignancy. Furthermore, HPV therapeutic vaccination efforts have focused on E6 and E7 proteins; our results suggest that E2 and E5 should also be considered for inclusion as vaccine antigens to elicit tumour-reactive CD8 T cell responses of maximal breadth. Untreated patients with stage I HPV-positive head and neck squamous cell carcinoma (HNSCC) were enrolled at Emory University Hospital between March 2017 and April 2019 in accordance with an approved Emory University Institutional Review Board protocol (WINSHIP4008-17), with all patients providing informed consent. This work was supported by funding from the Ambrose Monell Foundation (R.A.); the T. J. Martell Foundation (R.A.); NIH grants 5U19AI057266 and P01AI056299 (R.A.); the Oliver S. and Jennie R. Donaldson Charitable Trust (R.A.); a Winship Invest$ Pilot grant (R.A., Z.G.C. and N.F.S.); Swiss National Science Foundation grant P300PB_174483 (C.S.E.); a Eugenio Litta Foundation grant (C.S.E.); NCI grant 1-R00-CA197891 (H.T.K.); the James M. Cox Foundation and James C. Kennedy (H.T.K.); the Prostate Cancer Foundation (H.T.K. and N.P.); and a Triological Society Research Career Development Award (M.R.P.). We acknowledge the Emory Flow Cytometry Core supported by the National Center for Georgia Clinical and Translational Science Alliance of the NIH under award number UL1TR002378; the Integrated Cellular Imaging Microscopy Core of the Winship Cancer Institute of Emory University and the NIH–NCI under award number, 2P30CA138292-04; and the Yerkes NHP Genomics Core, which is supported in part by NIH P51 OD011132. This research was supported in part by the Intramural Research Program of the NIH, the Frederick National Laboratory for Cancer Research and the Center for Cancer Research. The project has been funded in part with federal funds from the Frederick National Laboratory for Cancer Research, under contract no. HHSN261200800001E.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Cell biology', 'Immunology'}","Immunology, Cell biology, Oncology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Cell biology', 'Immunology'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
Dynamics of the Cytotoxic T Cell Response to a Model of Acute Viral Infection,"A detailed characterization of the dynamics and breadth of the immune response to an acute viral infection, as well as the determinants of recruitment to immunological memory, can greatly contribute to our basic understanding of the mechanics of the human immune system and can ultimately guide the design of effective vaccines. In addition to neutralizing antibodies, T cells have been shown to be critical for the effective resolution of acute viral infections. We report the first in-depth analysis of the dynamics of the CD8+ T cell repertoire at the level of individual T cell clonal lineages upon vaccination of human volunteers with a single dose of YF-17D. This live attenuated yellow fever virus vaccine yields sterile, long-term immunity and has been previously used as a model to understand the immune response to a controlled acute viral infection. We identified and enumerated unique CD8+ T cell clones specifically induced by this vaccine through a combined experimental and statistical approach that included high-throughput sequencing of the CDR3 variable region of the T cell receptor \u03b2-chain and an algorithm that detected significantly expanded T cell clones. This allowed us to establish that (i) on average, \u223c2,000 CD8+ T cell clones were induced by YF-17D, (ii) 5 to 6% of the responding clones were recruited to long-term memory 3 months postvaccination, (iii) the most highly expanded effector clones were preferentially recruited to the memory compartment, and (iv) a fraction of the YF-17D-induced clones could be identified from peripheral blood lymphocytes solely by measuring clonal expansion.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}","Immunology, Infectious disease, Vaccinology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}",0.7464285714285714,1.25,1.0,1.0,0.7464285714285714
Immunosequencing identifies signatures of cytomegalovirus exposure history and HLA-mediated effects on the T-cell repertoire,"An individual's T-cell repertoire dynamically encodes their pathogen exposure history. To determine if specific pathogen exposure signatures can be identified by documenting public TCRs, we profiled the T-cell repertoire of 666 subjects with known cytomegalovirus (CMV) serostatus by immunosequencing, and we developed a statistical classification framework that can diagnose CMV status from the resulting catalog of TCRb sequences with high specificity and sensitivity, both in the original cohort and in an independent validation cohort of 120 subjects. We confirmed that 3 of the identified CMV-associated TCRb bind CMV in vitro, and furthermore we used this approach to accurately predict the HLA-A and -B alleles of most subjects in the first cohort. Since all memory T-cell responses are encoded in the common format of somatic TCR recombination, our approach could potentially be generalized to a wide variety of disease states, as well as other immunological phenotypes as a highly parallelizable diagnostic strategy.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}","Immunology, Genetics, Bioinformatics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}",0.7273242630385487,0.4,1.0,1.0,0.7273242630385487
A public database of memory and naive B-cell receptor sequences,"The vast diversity of B-cell receptors (BCR) and secreted antibodies enables the recognition of, and response to, a wide range of epitopes, but this diversity has also limited our understanding of humoral immunity. We present a public database of more than 37 million unique BCR sequences from three healthy adult donors that is many fold deeper than any existing resource, together with a set of online tools designed to facilitate the visualization and analysis of the annotated data. We estimate the clonal diversity of the naive and memory B-cell repertoires of healthy individuals, and provide a set of examples that illustrate the utility of the database, including several views of the basic properties of immunoglobulin heavy chain sequences, such as rearrangement length, subunit usage, and somatic hypermutation positions and dynamics. This work was funded by grant R01 CA175353 from the National Cancer Institute, National Institutes of Health to H.S.R., and by the W. M. Keck Foundation. Adaptive Biotechnologies, Corp. provided support in the form of salaries and stock options for authors W.S.D., T.M.S., A.M.S., M.V., and R.O.E., but did not have any additional role in the study design, data collection and analysis, decision to publish, or preparation of the manuscript.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}","Immunology, Bioinformatics, Genetics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Bioinformatics'}",0.7273242630385487,0.4,1.0,1.0,0.7273242630385487
