Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
ALW-II-38-3 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Drug discovery', 'Analytical chemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Drug discovery', 'Analytical chemistry'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
ALW-II-49-7 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Drug discovery', 'Biochemistry', 'Protein interactions'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Drug discovery', 'Biochemistry', 'Protein interactions'}",0.687790604457271,0.2857142857142857,1.0,1.0,0.687790604457271
A770041 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Computational biology', 'Drug discovery'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
PLX4032 KiNativ -- dose response experiment,"The KiNativ assay platform is based on the use of biotinylated acyl phosphates of ATP or ADP that act as probes by reacting with protein kinases on conserved lysine residues in the ATP binding pocket to covalently attach a biotin moiety.  Using these probes, cell lysates treated with a kinase inhibitor can be labeled with BHAcATP or BHAcADP, with kinases inhibited by the compound of interest exhibiting reduced or no labeling.  This is followed by digestion with trypsin, isolation of biotinylated peptides, and analysis by mass spectrometry to determine the extent of labeling of peptides from each kinase.",gpt-3.5-turbo,"{'Proteomics', 'Biochemistry', 'Data integration and warehousing'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Biochemistry', 'Data integration and warehousing'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
Random-primed mRNA-sequencing transcriptomic dataset for 70 primary human cardiomyocyte cell samples,The RNA library of 70 PromoCell samples are prepared using llumina's TruSeq Stranded mRNA Library Prep Kit and sequenced by the Illumina NovaSeq 6000 sequencing system.,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Cardiology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Transcriptomics', 'Cardiology'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
3'-DGE mRNA-sequencing transcriptomic dataset for 914 primary human cardiomyocyte cell samples,The RNA library of 914 PromoCell samples are prepared using llumina's TruSeq Stranded mRNA Library Prep Kit and sequenced by the Illumina HiSeq 2500 sequencing system.,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Cardiology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Transcriptomics', 'Cardiology'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
iMN (Exp 2) - iMN long Differentiation protocol - Imaging,No description,gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Imaging'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology'}",0.7833333333333335,0.0,1.5,1.0,0.7833333333333335
PI3K inhibitors protect against glucocorticoid-induced skin atrophy.,"BACKGROUND:Skin atrophy is a major adverse effect of topical glucocorticoids. We recently reported that REDD1 (regulated in development and DNA damage 1) and FKBP51 (FK506 binding protein 5), negative regulators of mTOR/Akt signaling, are induced by glucocorticoids in mouse and human skin and are central drivers of steroid skin atrophy. Thus, we hypothesized that REDD1/FKBP51 inhibitors could protect skin against catabolic effects of glucocorticoids. METHODS:Using drug repurposing approach, we screened LINCS library (http://lincsproject.org/LINCS/) to identify repressors of REDD1/FKBP51 expression. Candidate compounds were tested for their ability to inhibit glucocorticoid-induced REDD1/FKBP51 expression in human primary/immortalized keratinocytes and in mouse skin. Reporter gene expression, microarray, and chromatin immunoprecipitation were employed to evaluate effect of these inhibitors on the glucocorticoid receptor (GR) signaling. FINDINGS:Bioinformatics analysis unexpectedly identified phosphoinositide-3-kinase (PI3K)/mTOR/Akt inhibitors as a pharmacological class of REDD1/FKBP51 repressors. Selected PI3K/mTOR/Akt inhibitors-Wortmannin (WM), LY294002, AZD8055, and two others indeed blocked REDD1/FKBP51expression in human keratinocytes. PI3K/mTOR/Akt inhibitors also modified global effect of glucocorticoids on trascriptome, shifting it towards therapeutically important transrepression; negatively impacted GR phosphorylation; nuclear translocation; and GR loading on REDD1/FKBP51 gene promoters. Further, topical application of LY294002 together with glucocorticoid fluocinolone acetonide (FA) protected mice against FA-induced proliferative block and skin atrophy but did not alter the anti-inflammatory activity of FA in ear edema test. INTERPRETATION:Our results built a strong foundation for development of safer GR-targeted therapies for inflammatory skin diseases using combination of glucocorticoids with PI3K/mTOR/Akt inhibitors. FUND: Work is supported by NIH grants R01GM112945, R01AI125366, and HESI-THRIVE foundation.",gpt-3.5-turbo,"{'Drug discovery', 'Translational medicine', 'Dermatology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Drug discovery', 'Translational medicine', 'Dermatology'}",0.7329805996472665,0.0,1.0,1.0,0.7329805996472665
FOXM1 functions collaboratively with PLAU to promote gastric cancer progression.,"Background: Gastric cancer (GC) is one of the main mortality cause worldwide. Previously, we found Forkhead box protein (FOXM1) or Urokinase-type plasminogen activator (PLAU) are independent prognostic markers of GC. This study aims to explore the combining prognostic efficacy and the potential insights underlying additive effect of FOXM1 to PLAU in GC progression through in-silico analyses. Method: The expression of FOXM1 and PLAU were profiled in 33 cancer types using public data. A merged GC expression dataset containing 598 samples was used for evaluating prognostic significance of FOXM1/PLAU. Gene Set Enrichment Analysis (GSEA) was performed to elucidate the mechanisms underlying FOXM1/PLAU promoted GC progression. The Cancer Genome Atlas (TCGA) was used for analyzing the association between FOXM1/PLAU and tumor immune infiltration. Genomic and proteomic differences between FOXM1+PLAU+ and FOXM1-PLAU- groups were also computed using TCGA GC data. Drugs targeting FOXM1/PLAU associated gene expression pattern was analyzed using LINCs database. Results: FOXM1 and PLAU are overexpressed in 17/33 cancer types including GC. Kaplan-Meier analyses indicate that the FOXM1+PLAU+ subgroup have the worst prognosis, while FOXM1-PLAU- subgroup have the best survival. Bioinformatics analysis indicated that FOXM1+PLAU+ associated genes are enriched in TGF-beta, DNA repair and drug resistance signaling pathways; FOXM1 and PLAU expression are negatively correlated with tumor immune infiltration. Genomic and proteomic differences between FOXM1+PLAU+ and FOXM1-PLAU- groups were presented. Data mining from LINCs suggested several chemicals or drugs that could target the gene expression pattern of FOXM1+PLAU+ patients. Conclusion: FOXM1+PLAU+ can serve as effective prognostic biomarkers and potential therapeutic targets for GC. Due to the additive effect of these two genes, screening for drugs or chemicals that targeting the expression patterns PLAU+FOXM1+ subgroup may exert important clinical impact on GC management.",gpt-3.5-turbo,"{'Bioinformatics', 'Oncology', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Oncology', 'Genetics'}",0.7833333333333333,0.0,1.0,1.0,0.7833333333333333
RO-3306 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Pharmacology', 'Drug discovery', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Pharmacology', 'Drug discovery', 'Biochemistry'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
GSK429286A KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Drug discovery', 'Chemical biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Drug discovery', 'Chemical biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
HKI-272 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Computational biology', 'Drug discovery', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Computational biology', 'Drug discovery', 'Biochemistry'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
PLX4032 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Drug discovery', 'Chemical biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Drug discovery', 'Chemical biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
SB590885 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Computational biology', 'Drug discovery', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Computational biology', 'Drug discovery', 'Biochemistry'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
CP724714 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Drug discovery', 'Biochemistry', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Drug discovery', 'Biochemistry', 'Genetics'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
AZD-6482 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Computational biology', 'Drug discovery', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Computational biology', 'Drug discovery', 'Biochemistry'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
XMD11-50 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Compound libraries and screening', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Compound libraries and screening', 'Genetics'}",0.7833333333333333,0.0,1.0,1.0,0.7833333333333333
PLX-4720 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Pharmacology', 'Bioinformatics', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Pharmacology', 'Drug discovery', 'Bioinformatics'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
PF02341066 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Drug discovery', 'Chemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Drug discovery', 'Chemistry'}",0.6322751322751322,0.0,1.0,1.0,0.6322751322751322
Viability and apoptosis in BRAF(V600E/D) melanoma cell lines monitored by imaging,-,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology', 'Oncology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology', 'Oncology'}",0.7833333333333334,0.0,1.0,1.0,0.7833333333333334
PF-3758309 KiNativ -- single dose experiment,"The KiNativ assay platform is based on the use of biotinylated acyl phosphates of ATP and ADP that act as probes by reacting with protein kinases on conserved lysine residues in the ATP binding pocket to covalently attach a biotin moiety.  Using these probes, cell lysates treated with a kinase inhibitor can be labeled with BHAcATP or BHAcADP, with kinases inhibited by the compound of interest exhibiting reduced or no labeling.  This is followed by digestion with trypsin, isolation of biotinylated peptides, and analysis by mass spectrometry to determine the extent of labeling of peptides from each kinase.",gpt-3.5-turbo,"{'Proteomics', 'Biochemistry', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Biochemistry', 'Biotechnology'}",0.7329805996472664,0.0,1.0,1.0,0.7329805996472664
BS-181 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Drug discovery', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Drug discovery', 'Genetics'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
QL-XI-92 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Drug discovery', 'Biochemistry', 'Proteins'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Drug discovery', 'Biochemistry', 'Proteins'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
ZG-10 KINOMEscan,"The KINOMEscan assay platform is based on a competition binding assay that is run for a compound of interest against each of a panel of 317 to 456 kinases. The assay has three components: a kinase-tagged phage, a test compound, and an immobilized ligand that the compound competes with to displace the kinase. The amount of kinase bound to the immobilized ligand is determined using quantitative PCR of the DNA tag.  Results for each kinase are reported as ""Percent of control"", where the control is DMSO and where a 100% result means no inhibition of kinase binding to the ligand in the presence of the compound, and where low percent results mean strong inhibition. The KINOMEscan data are presented graphically on TREEspot Kinase Dendrograms (http://www.kinomescan.com/Tools---Resources/Study-Reports---Data-Analysis).  For this study, HMS LINCS investigators have graphed results for kinases classified as 35 ""percent of control"" (in the presence of the compound, the kinase is 35% as active for binding ligand in the presence of DMSO), 5 ""percent of control"" and 1 ""percent of control"". ",gpt-3.5-turbo,"{'Bioinformatics', 'Data visualisation', 'Chemical biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Data visualisation', 'Chemical biology'}",0.7833333333333335,0.0,1.0,1.0,0.7833333333333335
