Model,Abstract,MeSH Terms,Old Ground Truth,New Ground Truth,Predictions,Prioritized Predictions,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against New Ground Truth),Missing Labels (Predictions against New Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Tumor suppressive microRNA (miR)-150 inhibits metastasis by combining with the C-C chemokine receptor 6 (CCR6) ""seed sequence"" mRNA of the 3'-untranslated region (3'-UTR) in advanced cutaneous T-cell lymphoma (CTCL). Because the histone deacetylase inhibitor (HDACI) vorinostat showed excellent outcomes for treating advanced CTCL, HDACIs may reduce the metastasis of CTCL by targeting miR-150 and/ or CCR6. To examine whether these candidate molecules are essential HDACI targets in advanced CTCL, we used the My-La, HH, and HUT78 CTCL cell lines for functional analysis because we previously demonstrated that their xenografts in NOD/Shi-scid IL-2γnul mice (CTCL mice) induced multiple metastases. We found that pan- HDACIs (vorinostat and panobinostat) inhibited the migration of CTCL cells and downregulated CCR6. The miRNA microarray analysis against CTCL cell lines demonstrated that these pan-HDACIs commonly upregulated 161 miRNAs, including 34 known tumor suppressive miRNAs such as miR-150. Although 35 miRNAs possessing the CCR6 ""seed sequence"" were included in these 161 miRNAs, miR-150 and miR-185-5p were downregulated in CTCL cells compared to in normal CD4+ T-cells. The transduction of 12 candidate miRNAs against CTCL cells revealed that miR-150 most efficiently inhibited their migration capabilities and downregulated CCR6. Quantitative reverse transcriptase-polymerase chain reaction demonstrated that miR-150 was downregulated in advanced but not early CTCL primary cases. Finally, we injected miR-150 or siCCR6 into CTCL mice and found that mouse survival was significantly prolonged. These results indicate that miR-150 and its target, CCR6, are essential therapeutic targets of pan-HDACIs in advanced CTCL with metastatic potential.","['Animals', 'Antineoplastic Agents/*pharmacology', 'Cell Line, Tumor', 'Cell Movement/*drug effects', 'Female', 'Gene Expression Regulation, Neoplastic', 'Histone Deacetylase Inhibitors/*pharmacology', 'Humans', 'Hydroxamic Acids/*pharmacology', 'Indoles/*pharmacology', 'Lymphoma, T-Cell, Cutaneous/*drug therapy/genetics/metabolism/pathology', 'Male', 'Mice, Inbred NOD', 'Mice, SCID', 'MicroRNAs/genetics/*metabolism', 'Neoplasm Invasiveness', 'Panobinostat', 'Receptors, CCR6/genetics/metabolism', 'Signal Transduction/drug effects', 'Skin Neoplasms/*drug therapy/genetics/metabolism/pathology', 'Time Factors', 'Vorinostat', 'Xenograft Model Antitumor Assays']","Animal study, Cell biology, Gene expression, Gene regulation, Human biology, Human genetics, Informatics, Laboratory animal science, Multiomics, Nucleic acids, Plant biology, Small molecules, Transcription factors and regulatory sites, Zoology","{'Gene expression', 'Zoology', 'Human biology', 'Genetics', 'Gene regulation', 'Pathology', 'Pharmacology', 'Drug metabolism'}","{'Protein binding sites', 'Software engineering', 'Human biology', 'Nucleic acids', 'Cell biology', 'Proteins', 'RNA', 'Zoology', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Laboratory animal science', 'Small molecules', 'Animal study'}","Animal study, Cell biology, DNA binding sites, Gene expression, Gene regulation, Human biology, Human genetics, Laboratory animal science, Mouse clinic, Protein binding sites, Proteins, Regenerative medicine, Synthetic biology, Zoology",0.1,0.14285714285714285,0.25,"{'Protein binding sites', 'Software engineering', 'Proteins', 'Nucleic acids', 'Cell biology', 'RNA', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Laboratory animal science', 'Small molecules', 'Animal study'}","{'Gene expression', 'Genetics', 'Gene regulation', 'Pathology', 'Pharmacology', 'Drug metabolism'}","{'Gene expression', 'Microfluidics', 'Human biology', 'Zoology', 'Proteins', 'Gene regulation', 'Sequence analysis', 'Cell culture collection', 'Human genetics', 'Plant biology', 'Laboratory animal science', 'Animal study', 'Protein disordered structure', 'Mapping'}","{'Cell biology', 'Cancer', 'Genetics', 'Histone deacetylase inhibitor', 'Cutaneous T-cell lymphoma', 'Molecular biology', 'Tumor suppressor', 'MicroRNA', 'Therapeutic targets', 'Migration', 'Chemokine receptor', 'Biochemistry', 'Metastasis', 'Genomics'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Bacterial genes that change in expression upon environmental disturbance have commonly been seen as those that must also phenotypically matter. However, several studies suggest that differentially expressed genes are rarely phenotypically important. We demonstrate, for Gram-positive and Gram-negative bacteria, that these seemingly uncoordinated gene sets are involved in responses that can be linked through topological network analysis. However, the level of coordination is stress dependent. While a well-coordinated response is triggered in response to nutrient stress, antibiotics trigger an uncoordinated response in which transcriptionally and phenotypically important genes are neither linked spatially nor in their magnitude. Moreover, a gene expression meta-analysis reveals that genes with large fitness changes during stress have low transcriptional variation across hundreds of other conditions, and vice versa. Our work suggests that cellular responses can be understood through network models that incorporate regulatory and genetic relationships, which could aid drug target predictions and genetic network engineering.","['Anti-Bacterial Agents/*pharmacology', 'Culture Media/chemistry/pharmacology', 'Gene Expression Profiling', '*Gene Expression Regulation, Bacterial', '*Gene Regulatory Networks', '*Genes, Bacterial', 'Genetic Fitness', 'Phenotype', 'Pseudomonas aeruginosa/*drug effects/genetics/growth & development/metabolism', 'Streptococcus pneumoniae/*drug effects/genetics/growth & development/metabolism', 'Stress, Physiological', 'Transcription, Genetic/*drug effects']","Cell culture collection, Gene expression, Gene regulation, Genetics, Genotype and phenotype, Physiology, Plant biology, Protein variants","{'Gene expression', 'Chemistry', 'Genetics', 'Genotype and phenotype', 'Gene regulation', 'Biochemistry', 'Pharmacology', 'Drug metabolism', 'Medicinal chemistry'}","{'Genetic engineering', 'Gene expression', 'Microbiology', 'Gene regulation', 'Microbial collection', 'Infectious disease', 'Microbial ecology', 'Bacteria'}","Antimicrobial Resistance, Bacteria, Gene expression, Gene regulation, Gram-negative bacteria, Gram-positive bacteria, Pathology, Probes and primers",0.13333333333333333,0.25,0.2222222222222222,"{'Genetic engineering', 'Microbiology', 'Microbial collection', 'Infectious disease', 'Microbial ecology', 'Bacteria'}","{'Chemistry', 'Genotype and phenotype', 'Genetics', 'Pharmacology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry'}","{'Gene expression', 'Genetic variation', 'Human biology', 'Gene regulation', 'Human genetics', 'Biodiversity', 'Microbial ecology'}","{'Systems biology', 'Drug target predictions', 'Genetics', 'Bioinformatics', 'Molecular biology', 'Antibiotic resistance', 'Genetic network engineering'}"
gpt-3.5-turbo,"While microarray experiments generate voluminous data, discerning trends that support an existing or alternative paradigm is challenging. To synergize hypothesis building and testing, we designed the Pathogen Associated Drosophila MicroArray (PADMA) database for easy retrieval and comparison of microarray results from immunity-related experiments (www.padmadatabase.org). PADMA also allows biologists to upload their microarray-results and compare it with datasets housed within PADMA. We tested PADMA using a preliminary dataset from Ganaspis xanthopoda-infected fly larvae, and uncovered unexpected trends in gene expression, reshaping our hypothesis. Thus, the PADMA database will be a useful resource to fly researchers to evaluate, revise, and refine hypotheses.","['Animals', 'Computational Biology', '*Databases, Genetic', 'Drosophila/*genetics', 'Drosophila Proteins/*genetics', 'Immunity, Innate/genetics', 'Oligonucleotide Array Sequence Analysis']","Animal study, Biology, Computational biology, Immunoinformatics, Laboratory animal science, Proteins, Sequence analysis, Zoology","{'Zoology', 'Genetics', 'Computational biology'}","{'Microarray', 'Gene expression', 'Bioinformatics', 'Databases', 'Immunology', 'Pathogen', 'Genomics', 'Hypothesis'}","Bioinformatics, Biology, Genetics, Genomics, Immunology, Microbiology, Molecular biology, Database management",0.0,0.0,0.0,"{'Microarray', 'Gene expression', 'Bioinformatics', 'Databases', 'Immunology', 'Pathogen', 'Genomics', 'Hypothesis'}","{'Computational biology', 'Genetics', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"Pea powdery mildew (PM) is an important fungal disease caused by an obligate biotroph, Erysiphe pisi (Ep), which significantly impacts pea production worldwide. The phytopathogen secretes a plethora of effectors, primarily through specialized infection structures termed haustoria, to establish a dynamic relationship with its host. To identify Ep effector candidates, a cDNA library of enriched haustoria from Ep-infected pea leaves was sequenced. The Ep transcriptome encodes 622 Ep candidate secreted proteins (CSPs), of which 167 were predicted to be candidate secreted effector proteins (CSEPs). Phylogenetic analysis indicates that Ep CSEPs are highly diverse, but, unlike cereal PM CSEPs, exhibit extensive sequence similarity with effectors from other PMs. Quantitative real-time PCR of a subset of EpCSEP/CSPs revealed that the majority are preferentially expressed in haustoria and exhibit infection stage-specific expression patterns. The functional roles of EpCSEP001, EpCSEP009 and EpCSP083 were probed by host-induced gene silencing (HIGS) via a double-stranded (ds) RNA-mediated RNAi approach. Foliar application of individual EpCSEP/CSP dsRNAs resulted in a marked reduction in PM disease symptoms. These findings were consistent with microscopic and molecular studies, suggesting that these Ep CSEP/CSPs play important roles in pea PM pathogenesis. Homology modelling revealed that EpCSEP001 and EpCSEP009 are analogous to fungal ribonucleases and belong to the RALPH family of effectors. This is the first study to identify and functionally validate candidate effectors from the agriculturally relevant pea PM, and highlights the utility of transcriptomics and HIGS to elucidate the key proteins associated with Ep pathogenesis.","['Amino Acid Sequence', 'Ascomycota/*genetics/*pathogenicity', 'Computer Simulation', 'Fungal Proteins/chemistry/genetics/*metabolism', 'Gene Expression Regulation, Fungal', 'Peas/*genetics', 'Plant Diseases/*microbiology', 'Plant Leaves/microbiology', 'RNA, Double-Stranded/metabolism', 'Structural Homology, Protein', 'Time Factors', 'Transcriptome/*genetics']","Computer science, Gene expression, Gene regulation, Pathology, Plant biology, Protein structure analysis, Proteins, RNA, Rare diseases, Structural biology, Transcription factors and regulatory sites, Transcriptomics","{'Gene expression', 'Chemistry', 'Microbiology', 'Proteins', 'Genetics', 'Gene regulation', 'Biochemistry', 'Transcriptomics', 'Structural biology', 'Drug metabolism', 'Medicinal chemistry'}","{'Microbiology', 'Cell biology', 'Biology', 'Genetics', 'Comparative genomics', 'Agricultural science', 'Biotechnology', 'Bioinformatics', 'Data integration and warehousing', 'Functional genomics', 'Transcriptomics', 'Genomics'}","Agricultural science, Biochemistry, Biology, Biotechnology, Comparative genomics, Computational biology, DNA, Gene expression, Genetics, Genomics, Microbiology, Plant biology",0.15,0.25,0.2727272727272727,"{'Cell biology', 'Biology', 'Comparative genomics', 'Agricultural science', 'Biotechnology', 'Bioinformatics', 'Data integration and warehousing', 'Functional genomics', 'Genomics'}","{'Gene expression', 'Chemistry', 'Proteins', 'Gene regulation', 'Structural biology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry'}",N/A,N/A
gpt-3.5-turbo,"Differentiation proceeds along a continuum of increasingly fate-restricted intermediates, referred to as canalization<sup>1,2</sup>. Canalization is essential for stabilizing cell fate, but the mechanisms that underlie robust canalization are unclear. Here we show that the BRG1/BRM-associated factor (BAF) chromatin-remodelling complex ATPase gene Brm safeguards cell identity during directed cardiogenesis of mouse embryonic stem cells. Despite the establishment of a well-differentiated precardiac mesoderm, Brm<sup>-/-</sup> cells predominantly became neural precursors, violating germ layer assignment. Trajectory inference showed a sudden acquisition of a non-mesodermal identity in Brm<sup>-/-</sup> cells. Mechanistically, the loss of Brm prevented de novo accessibility of primed cardiac enhancers while increasing the expression of neurogenic factor POU3F1, preventing the binding of the neural suppressor REST and shifting the composition of BRG1 complexes. The identity switch caused by the Brm mutation was overcome by increasing BMP4 levels during mesoderm induction. Mathematical modelling supports these observations and demonstrates that Brm deletion affects cell fate trajectory by modifying saddle-node bifurcations<sup>2</sup>. In the mouse embryo, Brm deletion exacerbated mesoderm-deleted Brg1-mutant phenotypes, severely compromising cardiogenesis, and reveals an in vivo role for Brm. Our results show that Brm is a compensable safeguard of the fidelity of mesoderm chromatin states, and support a model in which developmental canalization is not a rigid irreversible path, but a highly plastic trajectory.","['Animals', 'Bone Morphogenetic Protein 4/metabolism', '*Cell Differentiation', '*Cell Lineage', 'Chromatin/genetics/metabolism', 'Chromatin Assembly and Disassembly', 'DNA Helicases/metabolism', 'Embryo, Mammalian', 'Epigenesis, Genetic', 'Female', 'Gene Expression Regulation', 'Male', 'Mesoderm/*cytology/*metabolism', 'Mice', 'Myocardium/metabolism', 'Myocytes, Cardiac/*cytology', 'Neurogenesis', 'Neurons/cytology/metabolism', 'Nuclear Proteins/metabolism', 'Octamer Transcription Factor-6/metabolism', 'Phenotype', 'Repressor Proteins/metabolism', 'Stem Cells/cytology', 'Time Factors', 'Transcription Factors/deficiency/genetics/*metabolism']","Animal study, Cardiology, DNA, Electrocardiography, Embryology, Epigenetics, Gene expression, Gene regulation, Genotype and phenotype, Laboratory animal science, Neurology, Proteins, Regenerative medicine, Sequence assembly, Transcription factors and regulatory sites, Zoology","{'Gene expression', 'Genotype and phenotype', 'Zoology', 'Drug metabolism', 'Sequence assembly', 'Genetics', 'Gene regulation'}","{'Regenerative medicine', 'Developmental biology', 'Mouse clinic.', 'Genetics', 'Transcription factors and regulatory sites', 'Molecular biology', 'Genomics', 'Proteomics', 'Gene expression', 'Cell biology', 'Systems biology', 'Protein interactions', 'Stem cells', 'Transcriptomics', 'Epigenetics', 'Molecular genetics'}","Bioinformatics, Computational biology, Developmental biology, Epigenomics, Genetics, Genomics, Molecular biology, Molecular genetics, Mouse clinic, Multiomics, Proteomics, Systems biology, Transcriptomics, Cell biology, Cardiology, Epigenetics",0.09523809523809523,0.125,0.2857142857142857,"{'Regenerative medicine', 'Cell biology', 'Systems biology', 'Protein interactions', 'Developmental biology', 'Mouse clinic.', 'Transcription factors and regulatory sites', 'Stem cells', 'Molecular genetics', 'Molecular biology', 'Transcriptomics', 'Epigenetics', 'Genomics', 'Proteomics'}","{'Zoology', 'Sequence assembly', 'Genotype and phenotype', 'Gene regulation', 'Drug metabolism'}",N/A,N/A
gpt-3.5-turbo,"The annual migration of a bird can involve thousands of kilometres of nonstop flight, requiring accurately timed seasonal changes in physiology and behaviour. Understanding the molecular mechanisms controlling this endogenous programme can provide functional and evolutionary insights into the circannual biological clock and the potential of migratory species to adapt to changing environments. Under naturally timed photoperiod conditions, we maintained captive Swainson's thrushes (Catharus ustulatus) and performed RNA sequencing (RNA-Seq) of the ventral hypothalamus and optic chiasma to evaluate transcriptome-wide gene expression changes of individuals in migratory condition. We found that 188 genes were differentially expressed in relation to migratory state, 86% of which have not been previously linked to avian migration. Focal hub genes were identified that are candidate variables responsible for the occurrence of migration (e.g. CRABP1). Numerous genes involved in cell adhesion, proliferation and motility were differentially expressed (including RHOJ, PAK1 and TLN1), suggesting that migration-related changes are regulated by seasonal neural plasticity.","['*Animal Migration', 'Animals', '*Gene Expression', 'Photoperiod', '*Seasons', 'Songbirds/*genetics', 'Transcriptome']","Animal study, Gene expression, Laboratory animal science, Pathology, Transcriptomics, Zoology","{'Gene expression', 'Genetics', 'Zoology', 'Transcriptomics'}","{'Animal study', 'Neuroscience', 'Biology', 'Genetics', 'Genomics', 'Molecular biology'}","Bioinformatics,Biology,Genomics,Gene expression,Neurobiology,Physiology",0.1111111111111111,0.16666666666666666,0.25,"{'Neuroscience', 'Biology', 'Molecular biology', 'Genomics', 'Animal study'}","{'Gene expression', 'Zoology', 'Transcriptomics'}",N/A,N/A
gpt-3.5-turbo,"The utilization of methane, a potent greenhouse gas, is an important component of local and global carbon cycles that is characterized by tight linkages between methane-utilizing (methanotrophic) and nonmethanotrophic bacteria. It has been suggested that the methanotroph sustains these nonmethanotrophs by cross-feeding, because subsequent products of the methane oxidation pathway, such as methanol, represent alternative carbon sources. We established cocultures in a microcosm model system to determine the mechanism and substrate that underlay the observed cross-feeding in the environment. Lanthanum, a rare earth element, was applied because of its increasing importance in methylotrophy. We used co-occurring strains isolated from Lake Washington sediment that are involved in methane utilization: a methanotroph and two nonmethanotrophic methylotrophs. Gene-expression profiles and mutant analyses suggest that methanol is the dominant carbon and energy source the methanotroph provides to support growth of the nonmethanotrophs. However, in the presence of the nonmethanotroph, gene expression of the dominant methanol dehydrogenase (MDH) shifts from the lanthanide-dependent MDH (XoxF)-type, to the calcium-dependent MDH (MxaF)-type. Correspondingly, methanol is released into the medium only when the methanotroph expresses the MxaF-type MDH. These results suggest a cross-feeding mechanism in which the nonmethanotrophic partner induces a change in expression of methanotroph MDHs, resulting in release of methanol for its growth. This partner-induced change in gene expression that benefits the partner is a paradigm for microbial interactions that cannot be observed in studies of pure cultures, underscoring the importance of synthetic microbial community approaches to understand environmental microbiomes.","['Alcohol Oxidoreductases/metabolism', 'Bacteria/drug effects/*metabolism', 'Bacterial Proteins/metabolism', 'Carbon/*metabolism', 'Gene Expression Regulation, Bacterial/drug effects', 'Lanthanoid Series Elements/*pharmacology', 'Methane/*metabolism', 'Methanol/metabolism', 'Microbial Interactions/*drug effects', 'Oxidation-Reduction/drug effects', 'Washington']","Carbohydrates, Carbon cycle, Gene expression, Gene regulation, Microbial collection, Microbial ecology, Mobile genetic elements, Plant biology, Protein interactions, Proteins","{'Gene expression', 'Proteins', 'Pharmacology', 'Drug metabolism', 'Carbon cycle'}","{'Gene expression', 'Microbiology', 'Synthetic microbial community', 'Gene expression profiles', 'Gene regulation', 'Methanotroph', 'Environmental sciences', 'Methanol', 'Microcosm model system', 'Carbon cycle'}","Biochemistry, Biology, Environmental sciences, Genetics, Metabolomics, Microbiology, Molecular biology, Synthetic biology, Systems biology, Zoology",0.15384615384615385,0.2,0.4,"{'Microbiology', 'Synthetic microbial community', 'Gene expression profiles', 'Gene regulation', 'Methanotroph', 'Environmental sciences', 'Methanol', 'Microcosm model system'}","{'Drug metabolism', 'Proteins', 'Pharmacology'}",N/A,N/A
gpt-3.5-turbo,"We designed and constructed a genome-wide microarray with 22,987 70-mer oligonucleotides covering the presently known and predicted genes in the silkworm genome, and surveyed the gene expression in multiple silkworm tissues on day 3 of the fifth instar. Clusters of tissue-prevalent and tissue-specific genes and genes that are differentially expressed in different tissues were identified, and they reflect well major tissue-specific functions on the molecular level. The data presented in this study provide a new resource for annotating the silkworm genome.","['Animals', 'Bombyx/*genetics', 'Drosophila/genetics', 'Female', 'Gene Expression Profiling/*methods', '*Genome, Insect', 'Male', '*Oligonucleotide Array Sequence Analysis', 'Oligonucleotides/chemistry', 'Salivary Glands/metabolism', 'Sex Characteristics']","Animal study, Laboratory animal science, Sequence analysis, Zoology","{'Chemistry', 'Zoology', 'Medicinal chemistry', 'Drug metabolism', 'Genetics', 'Biochemistry'}","{'Gene expression', 'Genomics', 'Molecular biology', 'Bioinformatics'}","Genomics, Gene expression, Molecular biology, Bioinformatics",0.0,0.0,0.0,"{'Gene expression', 'Genomics', 'Bioinformatics', 'Molecular biology'}","{'Chemistry', 'Zoology', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry'}",N/A,N/A
gpt-3.5-turbo,"Influenza A viruses (IAVs) quickly adapt to new environments and are well known to cross species barriers. To reveal a molecular basis for these phenomena, we compared the Ser/Thr and Tyr phosphoproteomes of murine lung epithelial cells early and late after infection with mouse-adapted SC35M virus or its nonadapted SC35 counterpart. With this analysis we identified a large set of upregulated Ser/Thr phosphorylations common to both viral genotypes, while Tyr phosphorylations showed little overlap. Most of the proteins undergoing massive changes of phosphorylation in response to both viruses regulate chromatin structure, RNA metabolism, and cell adhesion, including a focal adhesion kinase (FAK)-regulated network mediating the regulation of actin dynamics. IAV also affected phosphorylation of activation loops of 37 protein kinases, including FAK and several phosphatases, many of which were not previously implicated in influenza virus infection. Inhibition of FAK proved its contribution to IAV infection. Novel phosphorylation sites were found on IAV-encoded proteins, and the functional analysis of selected phosphorylation sites showed that they either support (NA Ser178) or inhibit (PB1 Thr223) virus propagation. Together, these data allow novel insights into IAV-triggered regulatory phosphorylation circuits and signaling networks.<b>IMPORTANCE</b> Infection with IAVs leads to the induction of complex signaling cascades, which apparently serve two opposing functions. On the one hand, the virus highjacks cellular signaling cascades in order to support its propagation; on the other hand, the host cell triggers antiviral signaling networks. Here we focused on IAV-triggered phosphorylation events in a systematic fashion by deep sequencing of the phosphoproteomes. This study revealed a plethora of newly phosphorylated proteins. We also identified 37 protein kinases and a range of phosphatases that are activated or inactivated following IAV infection. Moreover, we identified new phosphorylation sites on IAV-encoded proteins. Some of these phosphorylations support the enzymatic function of viral components, while other phosphorylations are inhibitory, as exemplified by PB1 Thr223 modification. Our global characterization of IAV-triggered patterns of phospho-proteins provides a rich resource to further understand host responses to infection at the level of phosphorylation-dependent signaling networks.","['Animals', 'Antiviral Agents/*pharmacology', 'Cell Line', 'Focal Adhesion Protein-Tyrosine Kinases/metabolism', 'Genome', 'Host-Pathogen Interactions/physiology', 'Humans', 'Influenza A virus/genetics/*metabolism', 'Mice', 'Models, Molecular', 'Orthomyxoviridae Infections/*metabolism', 'Phosphorylation', 'Protein Conformation', 'Proteome/*analysis', 'Signal Transduction/*drug effects', 'Viral Proteins/chemistry/metabolism']","Animal study, Human biology, Human genetics, Laboratory animal science, Molecular modelling, Plant biology, Protein interactions, Proteins, Proteomics, Zoology","{'Chemistry', 'Zoology', 'Proteins', 'Human biology', 'Genetics', 'Physiology', 'Sequence analysis', 'Biochemistry', 'Pharmacology', 'Drug metabolism', 'Medicinal chemistry', 'Molecular genetics'}","{'Signal transduction', 'Host-pathogen interaction', 'Cell biology', 'Genetics', 'Molecular biology', 'Bioinformatics', 'Phosphorylation', 'Virology', 'Infectious disease', 'Proteomics'}","Biochemistry, Biology, Cell biology, Genetics, Genomics, Immunology, Infectious disease, Molecular biology, Proteomics, Virology",0.047619047619047616,0.1,0.08333333333333333,"{'Signal transduction', 'Host-pathogen interaction', 'Cell biology', 'Bioinformatics', 'Molecular biology', 'Phosphorylation', 'Virology', 'Infectious disease', 'Proteomics'}","{'Chemistry', 'Human biology', 'Proteins', 'Zoology', 'Physiology', 'Sequence analysis', 'Pharmacology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry', 'Molecular genetics'}",N/A,N/A
gpt-3.5-turbo,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","['Animals', 'Blotting, Western', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Clinical Trials as Topic', 'Female', 'Gene Expression', 'Humans', 'Interferon Type I/*immunology/metabolism/pharmacology', 'Janus Kinase 1/*genetics/metabolism', 'Mice', 'Mice, Knockout', 'Mutation', 'Oligonucleotide Array Sequence Analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Signal Transduction/*physiology', 'Transcription, Genetic', 'Transfection']","Animal study, DNA mutation, Gene expression, Human biology, Human genetics, Laboratory animal science, Preclinical and clinical studies, Sequence analysis, Zoology","{'Gene expression', 'Immunoinformatics', 'Zoology', 'Human biology', 'DNA mutation', 'Genetics', 'Physiology', 'Immunogenetics', 'Immunology', 'Pharmacology', 'Drug metabolism'}","{'Genetics', 'Molecular biology', 'Bioinformatics', 'Biotechnology', 'Immunology', 'Pharmacology', 'Genomics', 'Proteomics', 'Oncology'}","""Genetics, Genomics, Immunology, Oncology, Molecular biology, Cell biology, Hematology, Pharmacology, Bioinformatics""",0.17647058823529413,0.3333333333333333,0.2727272727272727,"{'Biotechnology', 'Bioinformatics', 'Molecular biology', 'Genomics', 'Proteomics', 'Oncology'}","{'Gene expression', 'Human biology', 'Zoology', 'Immunoinformatics', 'DNA mutation', 'Physiology', 'Immunogenetics', 'Drug metabolism'}",N/A,N/A
gpt-3.5-turbo,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","['Animals', 'Base Sequence', 'Biological Evolution', 'Caenorhabditis/classification/*genetics', 'Chimera/*genetics', 'Chromosome Mapping', 'Crosses, Genetic', 'Female', '*Genome', 'Genomic Library', 'Hermaphroditic Organisms/*genetics', 'Male', 'Meiosis', '*Recombination, Genetic', 'Sequence Alignment']","Animal study, Clone library, DNA replication and recombination, Evolutionary biology, Genetics, Genomics, Laboratory animal science, Model organisms, Zoology","{'Genetics', 'Zoology', 'DNA replication and recombination'}","{'Hybrid incompatibilities', 'Sex evolution', 'Sequence homology', 'Comparative genomics', 'Genome evolution', 'Molecular basis', 'Genomics', 'DNA replication and recombination', 'DNA'}","DNA, Genetics, Genomics, Recombination, Evolutionary biology, Comparative genomics, Genome evolution, Hybrid incompatibilities, Model organisms",0.09090909090909091,0.1111111111111111,0.3333333333333333,"{'Hybrid incompatibilities', 'Sex evolution', 'DNA', 'Sequence homology', 'Comparative genomics', 'Molecular basis', 'Genomics', 'Genome evolution'}","{'Genetics', 'Zoology'}",N/A,N/A
